aircraft,mod,flap,isa_dev,cruise_alt,mach,payload,total_dist_nm,total_time_min,fuel_burned_lb,first_level_off_ft,cruise_vktas_kts
CJ1,Flatwing,0,0,37000,0.65,0,773.6068419474699,137,1804,37001,429
CJ1,Flatwing,0,0,37000,0.65,164,741.4785602369076,132,1747,37006,429
CJ1,Flatwing,0,0,37000,0.65,329,656.5335419305367,119,1579,37006,429
CJ1,Flatwing,0,0,37000,0.65,493,572.6252822678885,105,1412,37006,429
CJ1,Flatwing,0,0,37000,0.65,657,488.713956482659,92,1245,37006,429
CJ1,Flatwing,0,0,37000,0.65,821,405.83934560142234,78,1079,37006,429
CJ1,Flatwing,0,0,37000,0.65,986,322.96166637576925,65,912,37006,429
CJ1,Flatwing,0,0,37000,0.65,1150,248.54551256663663,53,753,37006,350
CJ1,Flatwing,0,0,37000,0.64,0,777.5796895615962,139,1802,37001,423
CJ1,Flatwing,0,0,37000,0.64,164,744.99511888981,134,1745,37006,423
CJ1,Flatwing,0,0,37000,0.64,329,659.3143713145624,120,1577,37006,423
CJ1,Flatwing,0,0,37000,0.64,493,575.6742436940917,106,1412,37006,423
CJ1,Flatwing,0,0,37000,0.64,657,491.01121214716,93,1245,37006,423
CJ1,Flatwing,0,0,37000,0.64,821,407.36871808895637,79,1078,37006,423
CJ1,Flatwing,0,0,37000,0.64,986,323.7254240758499,65,911,37006,423
CJ1,Flatwing,0,0,37000,0.64,1150,248.54551256663663,53,753,37006,350
CJ1,Tamarack,0,0,37000,0.65,0,791.5051139143671,141,1802,37003,429
CJ1,Tamarack,0,0,37000,0.65,210,696.1803357003184,125,1620,37007,429
CJ1,Tamarack,0,0,37000,0.65,420,586.3896621609738,108,1407,37007,429
CJ1,Tamarack,0,0,37000,0.65,631,475.56425165648346,90,1192,37007,429
CJ1,Tamarack,0,0,37000,0.65,841,365.7715760166063,72,978,37007,429
CJ1,Tamarack,0,0,37000,0.65,1051,257.01581737658455,55,765,37007,429
CJ1,Tamarack,0,0,37000,0.65,1261,216.34996706288547,48,677,37007,337
CJ1,Tamarack,0,0,37000,0.65,1471,216.34996706288547,48,677,37007,337
CJ1,Tamarack,0,0,37000,0.64,0,798.1904938176302,143,1801,37003,423
CJ1,Tamarack,0,0,37000,0.64,210,701.7903098726811,128,1619,37007,423
CJ1,Tamarack,0,0,37000,0.64,420,589.6064462741969,109,1404,37007,423
CJ1,Tamarack,0,0,37000,0.64,631,478.44320012361754,91,1191,37007,423
CJ1,Tamarack,0,0,37000,0.64,841,367.2770786809899,73,977,37007,423
CJ1,Tamarack,0,0,37000,0.64,1051,257.13172031827634,55,764,37007,423
CJ1,Tamarack,0,0,37000,0.64,1261,216.34996706288547,48,677,37007,337
CJ1,Tamarack,0,0,37000,0.64,1471,216.34996706288547,48,677,37007,337
