aircraft,mod,flap,isa_dev,cruise_alt,mach,payload,total_time_min
CJ1,Flatwing,0,-10,35000,0.65,0,131
CJ1,Flatwing,0,-10,35000,0.64,0,133
CJ1,Flatwing,0,-10,35000,0.63,0,135
CJ1,Flatwing,0,-10,35000,0.62,0,137
CJ1,Flatwing,0,-10,33000,0.65,0,127
CJ1,Flatwing,0,-10,33000,0.64,0,130
CJ1,Flatwing,0,-10,33000,0.63,0,132
CJ1,Flatwing,0,-10,33000,0.62,0,135
CJ1,Flatwing,0,0,35000,0.65,0,135
CJ1,Flatwing,0,0,35000,0.64,0,137
CJ1,Flatwing,0,0,35000,0.63,0,140
CJ1,Flatwing,0,0,35000,0.62,0,142
CJ1,Flatwing,0,0,33000,0.65,0,132
CJ1,Flatwing,0,0,33000,0.64,0,134
CJ1,Flatwing,0,0,33000,0.63,0,137
CJ1,Flatwing,0,0,33000,0.62,0,139
CJ1,Flatwing,0,10,35000,0.65,0,140
CJ1,Flatwing,0,10,35000,0.64,0,142
CJ1,Flatwing,0,10,35000,0.63,0,144
CJ1,Flatwing,0,10,35000,0.62,0,146
CJ1,Flatwing,0,10,33000,0.65,0,137
CJ1,Flatwing,0,10,33000,0.64,0,139
CJ1,Flatwing,0,10,33000,0.63,0,142
CJ1,Flatwing,0,10,33000,0.62,0,144
CJ1,Flatwing,0,20,35000,0.65,0,144
CJ1,Flatwing,0,20,35000,0.64,0,147
CJ1,Flatwing,0,20,35000,0.63,0,149
CJ1,Flatwing,0,20,35000,0.62,0,151
CJ1,Flatwing,0,20,33000,0.65,0,142
CJ1,Flatwing,0,20,33000,0.64,0,144
CJ1,Flatwing,0,20,33000,0.63,0,146
CJ1,Flatwing,0,20,33000,0.62,0,149
CJ1,Tamarack,0,-10,35000,0.65,0,133
CJ1,Tamarack,0,-10,35000,0.64,0,135
CJ1,Tamarack,0,-10,35000,0.63,0,138
CJ1,Tamarack,0,-10,35000,0.62,0,140
CJ1,Tamarack,0,-10,33000,0.65,0,129
CJ1,Tamarack,0,-10,33000,0.64,0,132
CJ1,Tamarack,0,-10,33000,0.63,0,134
CJ1,Tamarack,0,-10,33000,0.62,0,137
CJ1,Tamarack,0,0,35000,0.65,0,138
CJ1,Tamarack,0,0,35000,0.64,0,140
CJ1,Tamarack,0,0,35000,0.63,0,143
CJ1,Tamarack,0,0,35000,0.62,0,146
CJ1,Tamarack,0,0,33000,0.65,0,134
CJ1,Tamarack,0,0,33000,0.64,0,137
CJ1,Tamarack,0,0,33000,0.63,0,139
CJ1,Tamarack,0,0,33000,0.62,0,142
CJ1,Tamarack,0,10,35000,0.65,0,143
CJ1,Tamarack,0,10,35000,0.64,0,146
CJ1,Tamarack,0,10,35000,0.63,0,148
CJ1,Tamarack,0,10,35000,0.62,0,151
CJ1,Tamarack,0,10,33000,0.65,0,139
CJ1,Tamarack,0,10,33000,0.64,0,142
CJ1,Tamarack,0,10,33000,0.63,0,145
CJ1,Tamarack,0,10,33000,0.62,0,148
CJ1,Tamarack,0,20,35000,0.65,0,148
CJ1,Tamarack,0,20,35000,0.64,0,151
CJ1,Tamarack,0,20,35000,0.63,0,154
CJ1,Tamarack,0,20,35000,0.62,0,157
CJ1,Tamarack,0,20,33000,0.65,0,145
CJ1,Tamarack,0,20,33000,0.64,0,148
CJ1,Tamarack,0,20,33000,0.63,0,150
CJ1,Tamarack,0,20,33000,0.62,0,153
