# Flight Simulation Results - CJ1 Flatwing
# Route: KSZT to KSAN
# Initial Fuel: 3440 lb
# Payload: 0 lb
# Cruise Altitude: 41000 ft
# Winds/Temps Source: No Wind
# Generated: 2025-11-25 15:23:24
# Original Data Points: 1549
# Sampled Data Points (5-sec intervals): 1549
# Time Range: 0 - 12571 seconds
# Exact 5-second intervals, no skipped rows
# 
Time (s),Altitude (ft),Distance (NM),VKTAS (kts),VKIAS (kts),ROC (fpm),Thrust (lb),Drag (lb),Weight (lb),Fuel Remaining (lb),Fuel Flow (lb/hr),Mach,Gradient (%),Segment,Segment Title
0,2131,0.0,1,1,0,3863,154,10240,3340,0,0.001,0.0,0,Takeoff Roll
5,2131,0.0,34,35,0,3724,180,10236,3336,2675,0.051,0.0,0,Takeoff Roll
10,2131,0.1,66,67,0,3591,255,10233,3333,2632,0.099,0.0,0,Takeoff Roll
15,2143,0.2,94,96,1451,3483,888,10229,3329,2541,0.142,26.2,1,VR to 35 ft
20,2268,0.3,96,98,1493,3456,846,10226,3326,2492,0.145,26.4,1,VR to 35 ft
25,2392,0.5,97,98,1492,3446,845,10222,3322,2484,0.146,26.3,1,VR to 35 ft
30,2516,0.6,97,98,1490,3436,845,10219,3319,2477,0.146,26.2,1,VR to 35 ft
35,2640,0.7,97,98,1489,3427,845,10215,3315,2470,0.146,26.1,1,VR to 35 ft
40,2764,0.9,97,98,1487,3417,844,10212,3312,2463,0.147,26.0,1,VR to 35 ft
45,2888,1.0,98,98,1485,3407,844,10208,3308,2456,0.147,25.9,1,VR to 35 ft
50,3012,1.1,98,98,1483,3398,843,10205,3305,2449,0.148,25.9,1,VR to 35 ft
55,3135,1.3,98,98,1482,3388,843,10202,3302,2442,0.148,25.8,1,VR to 35 ft
60,3259,1.4,98,98,1480,3378,843,10198,3298,2436,0.148,25.7,1,VR to 35 ft
65,3382,1.6,98,98,1478,3369,842,10195,3295,2429,0.149,25.6,1,VR to 35 ft
70,3516,1.7,108,107,1626,3325,785,10192,3292,2405,0.163,25.7,3,400 ft to 1500 ft
75,3652,1.9,108,107,1624,3315,784,10188,3288,2390,0.163,25.6,3,400 ft to 1500 ft
80,3804,2.0,131,130,1950,3234,740,10185,3285,2357,0.199,25.3,4,Climb (IAS)
85,3978,2.2,154,153,2168,3140,774,10182,3282,2288,0.234,23.9,4,Climb (IAS)
90,4165,2.5,175,173,2284,3053,861,10179,3279,2223,0.266,22.1,4,Climb (IAS)
95,4357,2.7,195,192,2313,2975,974,10176,3276,2164,0.296,20.1,4,Climb (IAS)
100,4547,3.0,204,200,2253,2922,1060,10173,3273,2115,0.31,18.6,4,Climb (IAS)
105,4735,3.3,205,200,2246,2909,1060,10170,3270,2098,0.311,18.5,4,Climb (IAS)
110,4921,3.6,205,200,2238,2896,1060,10167,3267,2089,0.313,18.4,4,Climb (IAS)
115,5108,3.9,206,200,2230,2883,1059,10164,3264,2079,0.314,18.2,4,Climb (IAS)
120,5293,4.1,207,200,2223,2870,1059,10161,3261,2070,0.315,18.1,4,Climb (IAS)
125,5478,4.4,207,200,2215,2857,1059,10158,3258,2061,0.317,18.0,4,Climb (IAS)
130,5662,4.7,208,200,2207,2844,1059,10155,3255,2051,0.318,17.9,4,Climb (IAS)
135,5846,5.0,209,200,2199,2831,1058,10153,3253,2042,0.319,17.7,4,Climb (IAS)
140,6029,5.3,210,200,2191,2818,1058,10150,3250,2033,0.32,17.6,4,Climb (IAS)
145,6211,5.6,210,200,2183,2806,1058,10147,3247,2024,0.322,17.5,4,Climb (IAS)
150,6392,5.9,211,200,2175,2793,1058,10144,3244,2015,0.323,17.4,4,Climb (IAS)
155,6573,6.2,212,200,2167,2780,1057,10141,3241,2005,0.324,17.2,4,Climb (IAS)
160,6753,6.5,212,200,2159,2768,1057,10139,3239,1996,0.326,17.1,4,Climb (IAS)
165,6933,6.8,213,200,2151,2755,1057,10136,3236,1987,0.327,17.0,4,Climb (IAS)
170,7112,7.1,214,200,2143,2743,1057,10133,3233,1978,0.328,16.9,4,Climb (IAS)
175,7290,7.4,214,200,2135,2730,1057,10130,3230,1969,0.33,16.8,4,Climb (IAS)
180,7467,7.7,215,200,2126,2718,1056,10128,3228,1960,0.331,16.6,4,Climb (IAS)
185,7644,8.0,216,200,2118,2705,1056,10125,3225,1951,0.332,16.5,4,Climb (IAS)
190,7820,8.3,216,200,2110,2693,1056,10122,3222,1943,0.334,16.4,4,Climb (IAS)
195,7996,8.6,217,200,2101,2681,1056,10120,3220,1934,0.335,16.3,4,Climb (IAS)
200,8170,8.9,218,200,2093,2668,1055,10117,3217,1925,0.336,16.2,4,Climb (IAS)
205,8344,9.2,219,200,2084,2656,1055,10114,3214,1916,0.338,16.0,4,Climb (IAS)
210,8518,9.5,219,200,2076,2644,1055,10112,3212,1907,0.339,15.9,4,Climb (IAS)
215,8690,9.8,220,200,2067,2632,1055,10109,3209,1899,0.34,15.8,4,Climb (IAS)
