aircraft,mod,flap,isa_dev,cruise_alt,mach,payload,taxi_fuel,reserve_fuel,save_plot,cruise_mode,initial_fuel_lb,takeoff_weight_lb,status,error_message,total_dist_nm,total_time_min,fuel_burned_lb,first_level_off_ft,cruise_vktas_kts,cruise_vkias_kts,achieved_alt_ft,altitude_limited,achieved_mach,mach_limited,reserve_fuel_calc_lb
CJ1,Flatwing,0,0,41000,0.0,0,100,600,False,MCT (Max Thrust),3440,10240,altitude_limited,,n/p,n/p,n/p,n/p,n/p,201.0,37001,True,0.6648349072644912,False,
CJ1,Flatwing,0,0,41000,0.0,300,100,600,False,MCT (Max Thrust),3440,10540,altitude_limited,,n/p,n/p,n/p,n/p,n/p,200.0,37000,True,0.6618712170808814,False,
CJ1,Flatwing,0,0,41000,0.0,600,100,600,False,MCT (Max Thrust),3200,10600,altitude_limited,,n/p,n/p,n/p,n/p,n/p,199.0,37005,True,0.6586950531873901,False,
CJ1,Flatwing,0,0,41000,0.0,900,100,600,False,MCT (Max Thrust),2900,10600,altitude_limited,,n/p,n/p,n/p,n/p,n/p,199.0,37005,True,0.6553152088457818,False,
CJ1,Flatwing,0,0,41000,0.0,1200,100,600,False,MCT (Max Thrust),2600,10600,altitude_limited,,n/p,n/p,n/p,n/p,n/p,198.0,37005,True,0.6517050881811062,False,
CJ1,Flatwing,0,0,41000,0.0,1500,100,600,False,MCT (Max Thrust),2300,10600,altitude_limited,,n/p,n/p,n/p,n/p,n/p,197.0,37005,True,0.6478445359498225,False,
CJ1,Flatwing,0,20,41000,0.0,0,100,600,False,MCT (Max Thrust),3440,10240,altitude_limited,,n/p,n/p,n/p,n/p,n/p,198.0,35002,True,0.6634568097850121,False,
CJ1,Flatwing,0,20,41000,0.0,300,100,600,False,MCT (Max Thrust),3440,10540,altitude_limited,,n/p,n/p,n/p,n/p,n/p,197.0,35001,True,0.6602919517104918,False,
CJ1,Flatwing,0,20,41000,0.0,600,100,600,False,MCT (Max Thrust),3200,10600,altitude_limited,,n/p,n/p,n/p,n/p,n/p,196.0,35003,True,0.6569009714670039,False,
CJ1,Flatwing,0,20,41000,0.0,900,100,600,False,MCT (Max Thrust),2900,10600,altitude_limited,,n/p,n/p,n/p,n/p,n/p,195.0,35003,True,0.653271778674639,False,
CJ1,Flatwing,0,20,41000,0.0,1200,100,600,False,MCT (Max Thrust),2600,10600,altitude_limited,,n/p,n/p,n/p,n/p,n/p,194.0,35003,True,0.6493853208931897,False,
CJ1,Flatwing,0,20,41000,0.0,1500,100,600,False,MCT (Max Thrust),2300,10600,altitude_limited,,n/p,n/p,n/p,n/p,n/p,194.0,35003,True,0.6452172298671304,False,
CJ1,Flatwing,0,0,39000,0.0,0,100,600,False,MCT (Max Thrust),3440,10240,altitude_limited,,n/p,n/p,n/p,n/p,n/p,201.0,37001,True,0.6648349072644912,False,
CJ1,Flatwing,0,0,39000,0.0,300,100,600,False,MCT (Max Thrust),3440,10540,altitude_limited,,n/p,n/p,n/p,n/p,n/p,200.0,37000,True,0.6618712170808814,False,
CJ1,Flatwing,0,0,39000,0.0,600,100,600,False,MCT (Max Thrust),3200,10600,altitude_limited,,n/p,n/p,n/p,n/p,n/p,199.0,37005,True,0.6586950531873901,False,
CJ1,Flatwing,0,0,39000,0.0,900,100,600,False,MCT (Max Thrust),2900,10600,altitude_limited,,n/p,n/p,n/p,n/p,n/p,199.0,37005,True,0.6553152088457818,False,
CJ1,Flatwing,0,0,39000,0.0,1200,100,600,False,MCT (Max Thrust),2600,10600,altitude_limited,,n/p,n/p,n/p,n/p,n/p,198.0,37005,True,0.6517050881811062,False,
CJ1,Flatwing,0,0,39000,0.0,1500,100,600,False,MCT (Max Thrust),2300,10600,altitude_limited,,n/p,n/p,n/p,n/p,n/p,197.0,37005,True,0.6478445359498225,False,
CJ1,Flatwing,0,20,39000,0.0,0,100,600,False,MCT (Max Thrust),3440,10240,altitude_limited,,n/p,n/p,n/p,n/p,n/p,198.0,35002,True,0.6634568097850121,False,
CJ1,Flatwing,0,20,39000,0.0,300,100,600,False,MCT (Max Thrust),3440,10540,altitude_limited,,n/p,n/p,n/p,n/p,n/p,197.0,35001,True,0.6602919517104918,False,
CJ1,Flatwing,0,20,39000,0.0,600,100,600,False,MCT (Max Thrust),3200,10600,altitude_limited,,n/p,n/p,n/p,n/p,n/p,196.0,35003,True,0.6569009714670039,False,
CJ1,Flatwing,0,20,39000,0.0,900,100,600,False,MCT (Max Thrust),2900,10600,altitude_limited,,n/p,n/p,n/p,n/p,n/p,195.0,35003,True,0.653271778674639,False,
CJ1,Flatwing,0,20,39000,0.0,1200,100,600,False,MCT (Max Thrust),2600,10600,altitude_limited,,n/p,n/p,n/p,n/p,n/p,194.0,35003,True,0.6493853208931897,False,
CJ1,Flatwing,0,20,39000,0.0,1500,100,600,False,MCT (Max Thrust),2300,10600,altitude_limited,,n/p,n/p,n/p,n/p,n/p,194.0,35003,True,0.6452172298671304,False,
