aircraft,mod,flap,isa_dev,cruise_alt,mach,payload,total_dist_nm,total_time_min,fuel_burned_lb,first_level_off_ft,cruise_vktas_kts
CJ1,Flatwing,0,-10,33000,0.62,0,749.2987689457899,135,1915,33004,410
CJ1,Flatwing,0,0,33000,0.62,0,775.5422266112562,139,1914,33001,410
CJ1,Flatwing,0,-10,33000,0.62,230,692.5089597563865,125,1792,33009,410
CJ1,Flatwing,0,0,33000,0.62,230,716.217059145837,130,1791,33010,410
CJ1,Flatwing,0,-10,33000,0.62,460,588.8089779398002,108,1557,33009,410
CJ1,Flatwing,0,0,33000,0.62,460,609.0456808597712,112,1558,33010,410
CJ1,Flatwing,0,-10,33000,0.62,690,487.11923226861785,91,1326,33009,410
CJ1,Flatwing,0,0,33000,0.62,690,502.87521213387015,94,1325,33010,410
CJ1,Flatwing,0,-10,33000,0.62,920,385.4311662152173,75,1093,33009,410
CJ1,Flatwing,0,0,33000,0.62,920,396.7012839952546,76,1091,33010,410
CJ1,Flatwing,0,-10,33000,0.62,1150,283.742616567458,58,860,33009,410
CJ1,Flatwing,0,0,33000,0.62,1150,291.53009299441425,59,858,33010,410
CJ1,Flatwing,0,-10,33000,0.61,0,755.6868281029206,137,1915,33004,403
CJ1,Flatwing,0,0,33000,0.61,0,781.5635196432211,142,1914,33001,403
CJ1,Flatwing,0,-10,33000,0.61,230,697.3615530025152,128,1790,33009,403
CJ1,Flatwing,0,0,33000,0.61,230,720.7637451790595,132,1789,33010,403
CJ1,Flatwing,0,-10,33000,0.61,460,593.3496620832896,110,1557,33009,403
CJ1,Flatwing,0,0,33000,0.61,460,613.3447529539576,114,1558,33010,403
CJ1,Flatwing,0,-10,33000,0.61,690,490.32792913519154,93,1326,33009,403
CJ1,Flatwing,0,0,33000,0.61,690,505.9268843122188,95,1325,33010,403
CJ1,Flatwing,0,-10,33000,0.61,920,387.30302258383546,75,1092,33009,403
CJ1,Flatwing,0,0,33000,0.61,920,398.50817154832225,77,1090,33010,403
CJ1,Flatwing,0,-10,33000,0.61,1150,285.2700362719923,58,860,33009,403
CJ1,Flatwing,0,0,33000,0.61,1150,293.057086813677,59,859,33010,403
CJ1,Flatwing,0,-10,33000,0.6,0,761.5370409038325,140,1913,33004,396
CJ1,Flatwing,0,0,33000,0.6,0,787.0508286856004,145,1912,33001,396
CJ1,Flatwing,0,-10,33000,0.6,230,702.7347972360109,130,1790,33009,396
CJ1,Flatwing,0,0,33000,0.6,230,725.8227382039912,134,1788,33010,396
CJ1,Flatwing,0,-10,33000,0.6,460,597.5024317386643,112,1557,33009,396
CJ1,Flatwing,0,0,33000,0.6,460,617.2559685530115,115,1557,33010,396
CJ1,Flatwing,0,-10,33000,0.6,690,493.2408946983279,94,1324,33009,396
CJ1,Flatwing,0,0,33000,0.6,690,508.6857461420888,97,1324,33010,396
CJ1,Flatwing,0,-10,33000,0.6,920,388.98095745248844,76,1091,33009,396
CJ1,Flatwing,0,0,33000,0.6,920,401.08586828421005,78,1091,33010,396
CJ1,Flatwing,0,-10,33000,0.6,1150,285.6948496008398,59,858,33009,396
CJ1,Flatwing,0,0,33000,0.6,1150,293.4849585115583,60,857,33010,396
