aircraft,mod,flap,isa_dev,cruise_alt,mach,payload,total_dist_nm,total_time_min,fuel_burned_lb,first_level_off_ft,cruise_vktas_kts,cruise_vkias_kts
C208B,Flatwing,0,-10,20000,0.0,0,1152.724460702691,387,1850,19993,185.03397791880465,137.13256677500127
C208B,Flatwing,0,-10,20000,0.0,0,1152.724460702691,387,1850,19993,185.03397791880465,137.13256677500127
C208B,Flatwing,0,-10,20000,0.0,0,1152.724460702691,387,1850,19993,185.03397791880465,137.13256677500127
C208B,Flatwing,0,0,20000,0.0,0,1182.8368587669872,396,1850,19995,185.52884091102274,134.71126176514858
C208B,Flatwing,0,0,20000,0.0,0,1182.8368587669872,396,1850,19995,185.52884091102274,134.71126176514858
C208B,Flatwing,0,0,20000,0.0,0,1182.8368587669872,396,1850,19995,185.52884091102274,134.71126176514858
C208B,Flatwing,0,-10,20000,0.0,300,1146.5903237352059,387,1850,20000,184.41285664509917,136.5695701655116
C208B,Flatwing,0,-10,20000,0.0,300,1146.5903237352059,387,1850,20000,184.41285664509917,136.5695701655116
C208B,Flatwing,0,-10,20000,0.0,300,1146.5903237352059,387,1850,20000,184.41285664509917,136.5695701655116
C208B,Flatwing,0,0,20000,0.0,300,1175.9865059460021,396,1850,19994,184.86086412215207,134.11634977259305
C208B,Flatwing,0,0,20000,0.0,300,1175.9865059460021,396,1850,19994,184.86086412215207,134.11634977259305
C208B,Flatwing,0,0,20000,0.0,300,1175.9865059460021,396,1850,19994,184.86086412215207,134.11634977259305
C208B,Flatwing,0,-10,20000,0.0,600,1140.0098247086453,387,1850,19997,183.74748212978795,135.96997590981698
C208B,Flatwing,0,-10,20000,0.0,600,1140.0098247086453,387,1850,19997,183.74748212978795,135.96997590981698
C208B,Flatwing,0,-10,20000,0.0,600,1140.0098247086453,387,1850,19997,183.74748212978795,135.96997590981698
C208B,Flatwing,0,0,20000,0.0,600,1168.9637518289346,396,1850,19998,184.14401321566362,133.48191527995607
C208B,Flatwing,0,0,20000,0.0,600,1168.9637518289346,396,1850,19998,184.14401321566362,133.48191527995607
C208B,Flatwing,0,0,20000,0.0,600,1168.9637518289346,396,1850,19998,184.14401321566362,133.48191527995607
C208B,Flatwing,0,-10,20000,0.0,900,1132.9728585129028,387,1850,19995,183.0336925983074,135.3311534562359
C208B,Flatwing,0,-10,20000,0.0,900,1132.9728585129028,387,1850,19995,183.0336925983074,135.3311534562359
C208B,Flatwing,0,-10,20000,0.0,900,1132.9728585129028,387,1850,19995,183.0336925983074,135.3311534562359
C208B,Flatwing,0,0,20000,0.0,900,1161.1589945191367,396,1850,19992,183.37531284944706,132.80563502579693
C208B,Flatwing,0,0,20000,0.0,900,1161.1589945191367,396,1850,19992,183.37531284944706,132.80563502579693
C208B,Flatwing,0,0,20000,0.0,900,1161.1589945191367,396,1850,19992,183.37531284944706,132.80563502579693
C208B,Flatwing,0,-10,20000,0.0,1200,1125.787550874553,386,1850,19995,182.2714847559074,134.65223043700323
C208B,Flatwing,0,-10,20000,0.0,1200,1125.787550874553,386,1850,19995,182.2714847559074,134.65223043700323
C208B,Flatwing,0,-10,20000,0.0,1200,1125.787550874553,386,1850,19995,182.2714847559074,134.65223043700323
C208B,Flatwing,0,0,20000,0.0,1200,1151.2000232454818,395,1850,19900,182.53305133637014,132.2843944298431
C208B,Flatwing,0,0,20000,0.0,1200,1151.2000232454818,395,1850,19900,182.53305133637014,132.2843944298431
C208B,Flatwing,0,0,20000,0.0,1200,1151.2000232454818,395,1850,19900,182.53305133637014,132.2843944298431
C208B,Flatwing,0,-10,20000,0.0,1500,1116.1404952333787,385,1850,19904,181.4403271721097,134.122640279478
C208B,Flatwing,0,-10,20000,0.0,1500,1116.1404952333787,385,1850,19904,181.4403271721097,134.122640279478
C208B,Flatwing,0,-10,20000,0.0,1500,1116.1404952333787,385,1850,19904,181.4403271721097,134.122640279478
