aircraft,mod,flap,isa_dev,cruise_alt,mach,payload,taxi_fuel,reserve_fuel,save_plot,cruise_mode,initial_fuel_lb,takeoff_weight_lb,status,error_message,total_dist_nm,total_time_min,fuel_burned_lb,first_level_off_ft,cruise_vktas_kts,cruise_vkias_kts,achieved_alt_ft,altitude_limited,achieved_mach,mach_limited,reserve_fuel_calc_lb
CJ1,Flatwing,0,0,41000,0.0,0,100,600,False,Max Endurance,3440,10240,ok,,1005.0,238,2740,37001,253.53613087957862,119.0,37001,True,0.4420638718231202,False,700
CJ1,Flatwing,0,0,41000,0.0,250,100,600,False,Max Endurance,3440,10490,ok,,987.0,233,2740,37000,286.1954861557699,119.0,37000,True,0.49900850135009406,False,700
CJ1,Flatwing,0,0,41000,0.0,500,100,600,False,Max Endurance,3300,10600,ok,,917.0,215,2600,37005,286.1954861557699,123.0,37005,True,0.49900850135009406,False,700
CJ1,Flatwing,0,0,41000,0.0,750,100,600,False,Max Endurance,3050,10600,ok,,808.0,189,2350,37005,286.1954861557699,123.0,37005,True,0.49900850135009406,False,700
CJ1,Flatwing,0,0,41000,0.0,1000,100,600,False,Max Endurance,2800,10600,ok,,697.0,163,2100,37005,286.1954861557699,124.0,37005,True,0.49900850135009406,False,700
CJ1,Flatwing,0,0,41000,0.0,1250,100,600,False,Max Endurance,2550,10600,ok,,595.0,138,1850,37005,286.1954861557699,125.0,37005,True,0.49900850135009406,False,700
CJ1,Flatwing,0,0,41000,0.0,1500,100,600,False,Max Endurance,2300,10600,ok,,500.0,115,1600,37005,286.1954861557699,125.0,37005,True,0.49900850135009406,False,700
CJ1,Flatwing,0,0,39000,0.0,0,100,600,False,Max Endurance,3440,10240,ok,,919.0,224,2740,37001,252.69128184693193,118.0,37001,True,0.4405907988012115,False,700
CJ1,Flatwing,0,0,39000,0.0,250,100,600,False,Max Endurance,3440,10490,ok,,918.0,222,2740,37000,286.1954861557699,119.0,37000,True,0.49900850135009406,False,700
CJ1,Flatwing,0,0,39000,0.0,500,100,600,False,Max Endurance,3300,10600,ok,,867.0,208,2600,37005,286.1954861557699,123.0,37005,True,0.49900850135009406,False,700
CJ1,Flatwing,0,0,39000,0.0,750,100,600,False,Max Endurance,3050,10600,ok,,777.0,185,2350,37005,286.1954861557699,123.0,37005,True,0.49900850135009406,False,700
CJ1,Flatwing,0,0,39000,0.0,1000,100,600,False,Max Endurance,2800,10600,ok,,686.0,161,2100,37005,286.1954861557699,124.0,37005,True,0.49900850135009406,False,700
CJ1,Flatwing,0,0,39000,0.0,1250,100,600,False,Max Endurance,2550,10600,ok,,595.0,138,1850,37005,286.1954861557699,125.0,37005,True,0.49900850135009406,False,700
CJ1,Flatwing,0,0,39000,0.0,1500,100,600,False,Max Endurance,2300,10600,ok,,500.0,115,1600,37005,286.1954861557699,125.0,37005,True,0.49900850135009406,False,700
CJ1,Flatwing,0,0,37000,0.0,0,100,600,False,Max Endurance,3440,10240,ok,,801.0,204,2740,37001,286.1954861557699,119.0,37001,False,0.49900850135009406,False,700
CJ1,Flatwing,0,0,37000,0.0,250,100,600,False,Max Endurance,3440,10490,ok,,809.0,203,2740,37000,286.1954861557699,120.0,37000,False,0.49900850135009406,False,700
CJ1,Flatwing,0,0,37000,0.0,500,100,600,False,Max Endurance,3300,10600,ok,,770.0,192,2600,37005,286.1954861557699,121.0,37005,False,0.49900850135009406,False,700
CJ1,Flatwing,0,0,37000,0.0,750,100,600,False,Max Endurance,3050,10600,ok,,693.0,171,2350,37005,286.1954861557699,122.0,37005,False,0.49900850135009406,False,700
CJ1,Flatwing,0,0,37000,0.0,1000,100,600,False,Max Endurance,2800,10600,ok,,615.0,150,2100,37005,286.1954861557699,123.0,37005,False,0.49900850135009406,False,700
CJ1,Flatwing,0,0,37000,0.0,1250,100,600,False,Max Endurance,2550,10600,ok,,536.0,130,1850,37005,286.1954861557699,123.0,37005,False,0.49900850135009406,False,700
CJ1,Flatwing,0,0,37000,0.0,1500,100,600,False,Max Endurance,2300,10600,ok,,456.0,109,1600,37005,286.1954861557699,124.0,37005,False,0.49900850135009406,False,700
