aircraft,mod,flap,isa_dev,cruise_alt,mach,payload,total_dist_nm,total_time_min,fuel_burned_lb,first_level_off_ft,cruise_vktas_kts,cruise_vkias_kts
CJ1,Flatwing,0,-10,41000,0.65,0,930.0708916680959,165.0,2740.0,39002.0,372.793380268962,192.16474311563064
CJ1,Flatwing,0,-10,41000,0.65,300,930.083449483623,167.0,2740.0,39002.0,371.2017555318584,190.92043002816376
CJ1,Flatwing,0,-10,41000,0.65,600,930.6692281656216,167.0,2500.0,39003.0,370.7496312749359,190.68768574841562
CJ1,Flatwing,0,-10,41000,0.65,900,930.6692281656216,167.0,2200.0,39003.0,370.7496312749359,190.68768574841562
CJ1,Flatwing,0,-10,41000,0.65,1200,,,,,,
CJ1,Flatwing,0,-10,41000,0.65,1500,,,,,,
CJ1,Flatwing,0,-10,41000,0.64,0,930.380291500345,166.0,2740.0,39002.0,367.0580974955933,190.90667392184264
CJ1,Flatwing,0,-10,41000,0.64,300,930.514561540478,167.0,2740.0,39002.0,367.0580974955933,190.90897990568416
CJ1,Flatwing,0,-10,41000,0.64,600,930.4108459181348,167.0,2500.0,39003.0,367.0580974955933,190.69257480898756
CJ1,Flatwing,0,-10,41000,0.64,900,930.4108459181348,167.0,2200.0,39003.0,367.0580974955933,190.69257480898756
CJ1,Flatwing,0,-10,41000,0.64,1200,,,,,,
CJ1,Flatwing,0,-10,41000,0.64,1500,,,,,,
CJ1,Flatwing,0,-10,41000,0.63,0,929.6985329753343,167.0,2740.0,39002.0,361.3228147222247,187.69574205128364
CJ1,Flatwing,0,-10,41000,0.63,300,930.2829058739701,168.0,2740.0,39002.0,361.3228147222247,187.69801078201536
CJ1,Flatwing,0,-10,41000,0.63,600,930.1511108092122,168.0,2500.0,39003.0,361.3228147222247,187.69183835465853
CJ1,Flatwing,0,-10,41000,0.63,900,930.1511108092122,168.0,2200.0,39003.0,361.3228147222247,187.69183835465853
CJ1,Flatwing,0,-10,41000,0.63,1200,,,,,,
CJ1,Flatwing,0,-10,41000,0.63,1500,,,,,,
CJ1,Flatwing,0,-10,41000,0.62,0,930.0448992908447,169.0,2740.0,39002.0,355.587531948856,184.4954362815304
CJ1,Flatwing,0,-10,41000,0.62,300,930.0124209982029,170.0,2740.0,39002.0,355.587531948856,184.4976678070556
