aircraft,mod,flap,isa_dev,mach,cruise_alt,payload,total_dist_nm
CJ1,Flatwing,0,-10,0.65,41000,0,930.0708916680959
CJ1,Flatwing,0,-10,0.64,41000,0,930.380291500345
CJ1,Flatwing,0,-10,0.63,41000,0,929.6985329753343
CJ1,Flatwing,0,-10,0.62,41000,0,930.0448992908447
CJ1,Flatwing,0,-10,0.65,39000,0,936.7994794308871
CJ1,Flatwing,0,-10,0.64,39000,0,935.9892816096731
CJ1,Flatwing,0,-10,0.63,39000,0,936.7281697256467
CJ1,Flatwing,0,-10,0.62,39000,0,935.9748429604515
CJ1,Flatwing,0,-10,0.65,37000,0,936.5175746771349
CJ1,Flatwing,0,-10,0.64,37000,0,936.6675154644414
CJ1,Flatwing,0,-10,0.63,37000,0,936.1488401018053
CJ1,Flatwing,0,-10,0.62,37000,0,936.1653081801543
CJ1,Tamarack,0,-10,0.65,41000,0,937.4139399068072
CJ1,Tamarack,0,-10,0.64,41000,0,936.7062435624846
CJ1,Tamarack,0,-10,0.63,41000,0,937.0891496053005
CJ1,Tamarack,0,-10,0.62,41000,0,936.9786762372594
CJ1,Tamarack,0,-10,0.65,39000,0,936.9490726085701
CJ1,Tamarack,0,-10,0.64,39000,0,937.0869586104241
CJ1,Tamarack,0,-10,0.63,39000,0,936.7926124766427
CJ1,Tamarack,0,-10,0.62,39000,0,937.0838961941865
CJ1,Tamarack,0,-10,0.65,37000,0,937.1567136992717
CJ1,Tamarack,0,-10,0.64,37000,0,937.3464764711003
CJ1,Tamarack,0,-10,0.63,37000,0,936.618549541487
CJ1,Tamarack,0,-10,0.62,37000,0,936.4945760187841
