# Flight Simulation Results - CJ1 Tamarack
# Route: KSZT to KSJT
# Initial Fuel: 3440 lb
# Payload: 0 lb
# Cruise Altitude: 41000 ft
# Winds/Temps Source: No Wind
# Generated: 2025-11-25 10:15:08
# Original Data Points: 2564
# Sampled Data Points (5-sec intervals): 2564
# Time Range: 0 - 13130 seconds
# Exact 5-second intervals, no skipped rows
# 
Time (s),Altitude (ft),Distance (NM),VKTAS (kts),VKIAS (kts),ROC (fpm),Thrust (lb),Drag (lb),Weight (lb),Fuel Remaining (lb),Fuel Flow (lb/hr),Mach,Gradient (%)
2268,41010,166.7,319,152,0,780,656,9631,2652,562,0.557,0.0
2274,41010,167.1,321,153,0,780,659,9630,2651,562,0.559,0.0
2278,41010,167.6,322,153,0,780,661,9629,2650,562,0.561,0.0
2284,41010,168.0,323,154,0,780,664,9628,2649,561,0.563,0.0
2288,41010,168.5,324,154,0,780,667,9627,2648,561,0.565,0.0
2294,41010,168.9,325,155,0,780,670,9627,2648,561,0.567,0.0
2298,41010,169.4,326,155,0,780,672,9626,2647,561,0.569,0.0
2304,41010,169.8,327,156,0,779,675,9625,2646,561,0.571,0.0
2308,41010,170.3,328,156,0,779,677,9624,2645,561,0.572,0.0
2314,41010,170.8,329,157,0,779,680,9624,2645,561,0.574,0.0
2318,41010,171.2,330,157,0,779,682,9623,2644,561,0.576,0.0
2324,41010,171.7,331,158,0,779,684,9622,2643,561,0.577,0.0
2328,41010,172.1,332,158,0,779,687,9621,2642,561,0.579,0.0
2334,41010,172.6,333,159,0,779,689,9620,2641,561,0.581,0.0
2338,41010,173.1,334,159,0,779,691,9620,2641,561,0.582,0.0
2344,41010,173.5,335,160,0,779,693,9619,2640,561,0.584,0.0
2348,41010,174.0,336,160,0,779,695,9618,2639,561,0.585,0.0
2354,41010,174.5,336,161,0,779,698,9617,2638,561,0.586,0.0
2358,41010,174.9,337,161,0,779,700,9617,2638,561,0.588,0.0
2364,41010,175.4,338,161,0,779,702,9616,2637,561,0.589,0.0
2368,41010,175.9,339,162,0,779,703,9615,2636,561,0.59,0.0
2374,41010,176.3,339,162,0,779,705,9614,2635,561,0.592,0.0
2378,41010,176.8,340,162,0,779,707,9613,2634,561,0.593,0.0
2384,41010,177.3,341,163,0,779,709,9613,2634,561,0.594,0.0
2388,41010,177.8,341,163,0,779,711,9612,2633,561,0.595,0.0
2394,41010,178.2,342,164,0,779,713,9611,2632,561,0.596,0.0
2398,41010,178.7,343,164,0,779,714,9610,2631,561,0.598,0.0
2404,41010,179.2,343,164,0,779,716,9610,2631,561,0.599,0.0
2408,41010,179.7,344,164,0,779,718,9609,2630,561,0.6,0.0
2414,41010,180.1,345,165,0,779,719,9608,2629,561,0.601,0.0
2418,41010,180.6,345,165,0,778,721,9607,2628,561,0.602,0.0
2424,41010,181.1,346,165,0,778,722,9606,2627,561,0.603,0.0
2428,41010,181.6,346,166,0,778,724,9606,2627,561,0.604,0.0
2434,41010,182.1,347,166,0,778,725,9605,2626,560,0.605,0.0
2438,41010,182.6,347,166,0,778,727,9604,2625,560,0.605,0.0
2444,41010,183.0,348,166,0,778,728,9603,2624,560,0.606,0.0
2448,41010,183.5,348,167,0,778,729,9602,2623,560,0.607,0.0
2454,41010,184.0,349,167,0,778,731,9602,2623,560,0.608,0.0
2458,41010,184.5,349,167,0,778,732,9601,2622,560,0.609,0.0
2464,41010,185.0,350,167,0,778,733,9600,2621,560,0.61,0.0
2468,41010,185.5,350,168,0,778,734,9599,2620,560,0.61,0.0
2474,41010,185.9,350,168,0,778,735,9599,2620,560,0.611,0.0
2478,41010,186.4,351,168,0,778,737,9598,2619,560,0.612,0.0
2484,41010,186.9,351,168,0,778,738,9597,2618,560,0.613,0.0
2488,41010,187.4,352,168,0,778,739,9596,2617,560,0.613,0.0
2494,41010,187.9,352,169,0,778,740,9595,2616,560,0.614,0.0
2498,41010,188.4,352,169,0,778,741,9595,2616,560,0.615,0.0
2504,41010,188.9,353,169,0,778,742,9594,2615,560,0.615,0.0
2508,41010,189.4,353,169,0,778,743,9593,2614,560,0.616,0.0
2514,41010,189.9,354,169,0,778,744,9592,2613,560,0.616,0.0
2518,41010,190.4,354,170,0,778,745,9592,2613,560,0.617,0.0
2524,41010,190.8,354,170,0,778,746,9591,2612,560,0.618,0.0
2528,41010,191.3,354,170,0,778,747,9590,2611,560,0.618,0.0
2534,41010,191.8,355,170,0,778,748,9589,2610,560,0.619,0.0
2538,41010,192.3,355,170,0,778,748,9588,2609,560,0.619,0.0
2544,41010,192.8,355,170,0,778,749,9588,2609,561,0.62,0.0
2548,41010,193.3,356,171,0,778,750,9587,2608,561,0.62,0.0
2554,41010,193.8,356,171,0,778,751,9586,2607,561,0.621,0.0
2558,41010,194.3,356,171,0,778,752,9585,2606,561,0.621,0.0
2564,41010,194.8,356,171,0,778,752,9585,2606,561,0.622,0.0
2568,41010,195.3,357,171,0,779,753,9584,2605,561,0.622,0.0
2574,41010,195.8,357,171,0,779,754,9583,2604,561,0.622,0.0
2578,41010,196.3,357,171,0,779,754,9582,2603,561,0.623,0.0
2584,41010,196.8,357,171,0,779,755,9581,2602,561,0.623,0.0
2588,41010,197.3,358,172,0,779,756,9581,2602,561,0.624,0.0
2594,41010,197.8,358,172,0,779,756,9580,2601,561,0.624,0.0
2598,41010,198.3,358,172,0,779,757,9579,2600,561,0.624,0.0
2604,41010,198.8,358,172,0,779,758,9578,2599,561,0.625,0.0
2608,41010,199.3,359,172,0,779,758,9578,2599,561,0.625,0.0
2614,41010,199.8,359,172,0,779,759,9577,2598,561,0.625,0.0
2618,41010,200.3,359,172,0,779,759,9576,2597,561,0.626,0.0
2624,41010,200.8,359,172,0,779,760,9575,2596,561,0.626,0.0
2628,41010,201.3,359,172,0,779,760,9574,2595,561,0.626,0.0
2634,41010,201.8,359,172,0,779,761,9574,2595,561,0.627,0.0
2638,41010,202.3,360,173,0,779,761,9573,2594,561,0.627,0.0
2644,41010,202.8,360,173,0,779,762,9572,2593,561,0.627,0.0
2648,41010,203.3,360,173,0,779,762,9571,2592,561,0.628,0.0
2654,41010,203.8,360,173,0,779,763,9571,2592,561,0.628,0.0
2658,41010,204.3,360,173,0,779,763,9570,2591,561,0.628,0.0
2664,41010,204.8,360,173,0,779,764,9569,2590,561,0.628,0.0
2668,41010,205.3,361,173,0,779,764,9568,2589,561,0.629,0.0
2674,41010,205.8,361,173,0,779,764,9567,2588,561,0.629,0.0
2678,41010,206.3,361,173,0,779,765,9567,2588,561,0.629,0.0
2684,41010,206.8,361,173,0,779,765,9566,2587,561,0.629,0.0
2688,41010,207.3,361,173,0,779,766,9565,2586,561,0.63,0.0
2694,41010,207.8,361,173,0,779,766,9564,2585,561,0.63,0.0
2698,41010,208.3,361,173,0,779,766,9564,2585,561,0.63,0.0
2704,41010,208.8,361,174,0,779,767,9563,2584,561,0.63,0.0
2708,41010,209.3,362,174,0,779,767,9562,2583,561,0.63,0.0
2714,41010,209.8,362,174,0,779,767,9561,2582,561,0.631,0.0
2718,41010,210.3,362,174,0,779,768,9560,2581,561,0.631,0.0
2724,41010,210.8,362,174,0,779,768,9560,2581,561,0.631,0.0
2728,41010,211.3,362,174,0,779,768,9559,2580,561,0.631,0.0
2734,41010,211.8,362,174,0,779,769,9558,2579,561,0.631,0.0
2738,41010,212.3,362,174,0,779,769,9557,2578,561,0.632,0.0
2744,41010,212.8,362,174,0,779,769,9557,2578,561,0.632,0.0
2748,41010,213.3,362,174,0,779,769,9556,2577,561,0.632,0.0
2754,41010,213.8,363,174,0,779,770,9555,2576,561,0.632,0.0
2758,41010,214.3,363,174,0,779,770,9554,2575,561,0.632,0.0
2764,41010,214.8,363,174,0,779,770,9553,2574,561,0.632,0.0
2768,41010,215.3,363,174,0,779,770,9553,2574,561,0.633,0.0
2774,41010,215.8,363,174,0,779,771,9552,2573,561,0.633,0.0
2778,41010,216.3,363,174,0,779,771,9551,2572,561,0.633,0.0
2784,41010,216.8,363,174,0,779,771,9550,2571,561,0.633,0.0
2788,41010,217.3,363,174,0,779,771,9550,2571,561,0.633,0.0
2794,41010,217.8,363,174,0,779,771,9549,2570,561,0.633,0.0
2798,41010,218.3,363,174,0,779,772,9548,2569,561,0.633,0.0
2804,41010,218.8,363,174,0,779,772,9547,2568,561,0.633,0.0
2808,41010,219.3,363,175,0,779,772,9546,2567,561,0.634,0.0
2814,41010,219.9,363,175,0,779,772,9546,2567,561,0.634,0.0
2818,41010,220.4,363,175,0,779,772,9545,2566,561,0.634,0.0
2824,41010,220.9,364,175,0,779,773,9544,2565,561,0.634,0.0
2828,41010,221.4,364,175,0,779,773,9543,2564,561,0.634,0.0
2834,41010,221.9,364,175,0,779,773,9543,2564,561,0.634,0.0
2838,41010,222.4,364,175,0,779,773,9542,2563,561,0.634,0.0
2844,41010,222.9,364,175,0,779,773,9541,2562,561,0.634,0.0
2848,41010,223.4,364,175,0,779,773,9540,2561,561,0.634,0.0
2854,41010,223.9,364,175,0,779,773,9539,2560,561,0.635,0.0
2858,41010,224.4,364,175,0,779,774,9539,2560,561,0.635,0.0
2864,41010,224.9,364,175,0,779,774,9538,2559,561,0.635,0.0
2868,41010,225.4,364,175,0,779,774,9537,2558,561,0.635,0.0
2874,41010,225.9,364,175,0,779,774,9536,2557,561,0.635,0.0
2878,41010,226.4,364,175,0,779,774,9536,2557,561,0.635,0.0
2884,41010,226.9,364,175,0,779,774,9535,2556,561,0.635,0.0
2888,41010,227.4,364,175,0,779,774,9534,2555,561,0.635,0.0
2894,41010,227.9,364,175,0,779,774,9533,2554,561,0.635,0.0
2898,41010,228.4,364,175,0,779,775,9532,2553,561,0.635,0.0
2904,41010,228.9,364,175,0,779,775,9532,2553,561,0.635,0.0
2908,41010,229.5,364,175,0,779,775,9531,2552,561,0.635,0.0
2914,41010,230.0,364,175,0,779,775,9530,2551,561,0.635,0.0
2918,41010,230.5,364,175,0,779,775,9529,2550,561,0.636,0.0
2924,41010,231.0,365,175,0,779,775,9529,2550,561,0.636,0.0
2928,41010,231.5,365,175,0,779,775,9528,2549,561,0.636,0.0
2934,41010,232.0,365,175,0,779,775,9527,2548,561,0.636,0.0
2938,41010,232.5,365,175,0,779,775,9526,2547,561,0.636,0.0
2944,41010,233.0,365,175,0,779,775,9525,2546,561,0.636,0.0
2948,41010,233.5,365,175,0,779,775,9525,2546,561,0.636,0.0
2954,41010,234.0,365,175,0,779,776,9524,2545,561,0.636,0.0
2958,41010,234.5,365,175,0,779,776,9523,2544,561,0.636,0.0
2964,41010,235.0,365,175,0,779,776,9522,2543,561,0.636,0.0
2968,41010,235.5,365,175,0,779,776,9522,2543,561,0.636,0.0
2974,41010,236.0,365,175,0,779,776,9521,2542,561,0.636,0.0
2978,41010,236.5,365,175,0,779,776,9520,2541,561,0.636,0.0
2984,41010,237.1,365,175,0,779,776,9519,2540,561,0.636,0.0
2988,41010,237.6,365,175,0,779,776,9518,2539,561,0.636,0.0
2994,41010,238.1,365,175,0,779,776,9518,2539,561,0.636,0.0
2998,41010,238.6,365,175,0,779,776,9517,2538,561,0.636,0.0
3004,41010,239.1,365,175,0,779,776,9516,2537,561,0.636,0.0
3008,41010,239.6,365,175,0,779,776,9515,2536,561,0.637,0.0
3014,41010,240.1,365,175,0,779,776,9515,2536,561,0.637,0.0
3018,41010,240.6,365,175,0,779,776,9514,2535,561,0.637,0.0
3024,41010,241.1,365,175,0,779,776,9513,2534,561,0.637,0.0
3028,41010,241.6,365,175,0,779,777,9512,2533,561,0.637,0.0
3034,41010,242.1,365,175,0,779,777,9511,2532,561,0.637,0.0
3038,41010,242.6,365,175,0,779,777,9511,2532,561,0.637,0.0
3044,41010,243.1,365,175,0,779,777,9510,2531,561,0.637,0.0
3048,41010,243.6,365,175,0,779,777,9509,2530,561,0.637,0.0
3054,41010,244.2,365,175,0,779,777,9508,2529,561,0.637,0.0
3058,41010,244.7,365,176,0,779,777,9507,2528,561,0.637,0.0
3064,41010,245.2,365,176,0,779,777,9507,2528,561,0.637,0.0
3068,41010,245.7,365,176,0,779,777,9506,2527,561,0.637,0.0
3074,41010,246.2,365,176,0,779,777,9505,2526,561,0.637,0.0
3078,41010,246.7,365,176,0,779,777,9504,2525,561,0.637,0.0
3084,41010,247.2,365,176,0,779,777,9504,2525,561,0.637,0.0
3088,41010,247.7,365,176,0,779,777,9503,2524,561,0.637,0.0
3094,41010,248.2,365,176,0,779,777,9502,2523,561,0.637,0.0
3098,41010,248.7,365,176,0,779,777,9501,2522,561,0.637,0.0
3104,41010,249.2,365,176,0,779,777,9500,2521,561,0.637,0.0
3108,41010,249.7,365,176,0,779,777,9500,2521,561,0.637,0.0
3114,41010,250.2,366,176,0,779,777,9499,2520,561,0.637,0.0
3118,41010,250.8,366,176,0,779,777,9498,2519,561,0.637,0.0
3124,41010,251.3,366,176,0,779,777,9497,2518,561,0.637,0.0
3128,41010,251.8,366,176,0,779,777,9497,2518,561,0.637,0.0
3134,41010,252.3,366,176,0,779,777,9496,2517,561,0.637,0.0
3138,41010,252.8,366,176,0,779,777,9495,2516,561,0.637,0.0
3144,41010,253.3,366,176,0,779,777,9494,2515,561,0.637,0.0
3148,41010,253.8,366,176,0,779,777,9493,2514,561,0.637,0.0
3154,41010,254.3,366,176,0,779,777,9493,2514,561,0.638,0.0
3158,41010,254.8,366,176,0,779,777,9492,2513,561,0.638,0.0
3164,41010,255.3,366,176,0,779,777,9491,2512,561,0.638,0.0
3168,41010,255.8,366,176,0,779,777,9490,2511,561,0.638,0.0
3174,41010,256.3,366,176,0,779,777,9490,2511,561,0.638,0.0
3178,41010,256.8,366,176,0,779,777,9489,2510,561,0.638,0.0
3184,41010,257.4,366,176,0,779,778,9488,2509,561,0.638,0.0
3188,41010,257.9,366,176,0,779,778,9487,2508,561,0.638,0.0
3194,41010,258.4,366,176,0,779,778,9486,2507,561,0.638,0.0
3198,41010,258.9,366,176,0,779,778,9486,2507,561,0.638,0.0
3204,41010,259.4,366,176,0,779,778,9485,2506,561,0.638,0.0
3208,41010,259.9,366,176,0,779,778,9484,2505,561,0.638,0.0
3214,41010,260.4,366,176,0,779,778,9483,2504,561,0.638,0.0
3218,41010,260.9,366,176,0,779,778,9483,2504,561,0.638,0.0
3224,41010,261.4,366,176,0,779,778,9482,2503,561,0.638,0.0
3228,41010,261.9,366,176,0,779,778,9481,2502,561,0.638,0.0
3234,41010,262.4,366,176,0,779,778,9480,2501,561,0.638,0.0
3238,41010,262.9,366,176,0,779,778,9479,2500,561,0.638,0.0
3244,41010,263.4,366,176,0,779,778,9479,2500,561,0.638,0.0
3248,41010,264.0,366,176,0,779,778,9478,2499,561,0.638,0.0
3254,41010,264.5,366,176,0,779,778,9477,2498,561,0.638,0.0
3258,41010,265.0,366,176,0,779,778,9476,2497,561,0.638,0.0
3264,41010,265.5,366,176,0,779,778,9476,2497,561,0.638,0.0
3268,41010,266.0,366,176,0,779,778,9475,2496,561,0.638,0.0
3274,41010,266.5,366,176,0,779,778,9474,2495,561,0.638,0.0
3278,41010,267.0,366,176,0,779,778,9473,2494,561,0.638,0.0
3284,41010,267.5,366,176,0,779,778,9472,2493,561,0.638,0.0
3288,41010,268.0,366,176,0,779,778,9472,2493,561,0.638,0.0
3294,41010,268.5,366,176,0,779,778,9471,2492,561,0.638,0.0
3298,41010,269.0,366,176,0,779,778,9470,2491,561,0.638,0.0
3304,41010,269.5,366,176,0,779,778,9469,2490,561,0.638,0.0
3308,41010,270.1,366,176,0,779,778,9469,2490,561,0.638,0.0
3314,41010,270.6,366,176,0,779,778,9468,2489,561,0.638,0.0
3318,41010,271.1,366,176,0,779,778,9467,2488,561,0.638,0.0
3324,41010,271.6,366,176,0,779,778,9466,2487,561,0.638,0.0
3328,41010,272.1,366,176,0,779,778,9465,2486,561,0.638,0.0
3334,41010,272.6,366,176,0,779,778,9465,2486,561,0.638,0.0
3338,41010,273.1,366,176,0,779,778,9464,2485,561,0.638,0.0
3344,41010,273.6,366,176,0,779,778,9463,2484,561,0.638,0.0
3348,41010,274.1,366,176,0,779,778,9462,2483,561,0.638,0.0
3354,41010,274.6,366,176,0,779,778,9462,2483,561,0.638,0.0
3358,41010,275.1,366,176,0,779,778,9461,2482,561,0.638,0.0
3364,41010,275.7,366,176,0,779,778,9460,2481,561,0.638,0.0
3368,41010,276.2,366,176,0,779,778,9459,2480,561,0.638,0.0
3374,41010,276.7,366,176,0,779,778,9458,2479,561,0.638,0.0
3378,41010,277.2,366,176,0,779,778,9458,2479,561,0.638,0.0
3384,41010,277.7,366,176,0,779,778,9457,2478,561,0.638,0.0
3388,41010,278.2,366,176,0,779,778,9456,2477,561,0.638,0.0
3394,41010,278.7,366,176,0,779,778,9455,2476,561,0.638,0.0
3398,41010,279.2,366,176,0,779,778,9455,2476,561,0.639,0.0
3404,41010,279.7,366,176,0,779,778,9454,2475,561,0.639,0.0
3408,41010,280.2,366,176,0,779,778,9453,2474,561,0.639,0.0
3414,41010,280.7,366,176,0,779,778,9452,2473,561,0.639,0.0
3418,41010,281.2,366,176,0,779,778,9451,2472,561,0.639,0.0
3424,41010,281.8,366,176,0,779,778,9451,2472,561,0.639,0.0
3428,41010,282.3,366,176,0,779,778,9450,2471,561,0.639,0.0
3434,41010,282.8,366,176,0,779,778,9449,2470,561,0.639,0.0
3438,41010,283.3,366,176,0,779,778,9448,2469,561,0.639,0.0
3444,41010,283.8,366,176,0,779,778,9448,2469,561,0.639,0.0
3448,41010,284.3,366,176,0,779,778,9447,2468,561,0.639,0.0
3454,41010,284.8,366,176,0,779,778,9446,2467,561,0.639,0.0
3458,41010,285.3,366,176,0,779,778,9445,2466,561,0.639,0.0
3464,41010,285.8,366,176,0,779,778,9444,2465,561,0.639,0.0
3468,41010,286.3,366,176,0,779,778,9444,2465,561,0.639,0.0
3474,41010,286.8,366,176,0,779,778,9443,2464,561,0.639,0.0
3478,41010,287.3,366,176,0,779,778,9442,2463,561,0.639,0.0
3484,41010,287.9,366,176,0,779,778,9441,2462,561,0.639,0.0
3488,41010,288.4,366,176,0,779,778,9441,2462,561,0.639,0.0
3494,41010,288.9,366,176,0,779,778,9440,2461,561,0.639,0.0
3498,41010,289.4,366,176,0,779,778,9439,2460,561,0.639,0.0
3504,41010,289.9,366,176,0,779,778,9438,2459,561,0.639,0.0
3508,41010,290.4,366,176,0,779,778,9437,2458,561,0.639,0.0
3514,41010,290.9,366,176,0,779,778,9437,2458,561,0.639,0.0
3518,41010,291.4,366,176,0,779,778,9436,2457,561,0.639,0.0
3524,41010,291.9,366,176,0,779,778,9435,2456,561,0.639,0.0
3528,41010,292.4,366,176,0,779,778,9434,2455,561,0.639,0.0
3534,41010,292.9,366,176,0,779,778,9433,2454,561,0.639,0.0
3538,41010,293.5,366,176,0,779,778,9433,2454,561,0.639,0.0
3544,41010,294.0,366,176,0,779,778,9432,2453,561,0.639,0.0
3548,41010,294.5,366,176,0,779,778,9431,2452,561,0.639,0.0
3554,41010,295.0,366,176,0,779,778,9430,2451,561,0.639,0.0
3558,41010,295.5,366,176,0,779,778,9430,2451,561,0.639,0.0
3564,41010,296.0,366,176,0,779,778,9429,2450,561,0.639,0.0
3568,41010,296.5,367,176,0,779,778,9428,2449,561,0.639,0.0
3574,41010,297.0,367,176,0,779,778,9427,2448,561,0.639,0.0
3578,41010,297.5,367,176,0,779,778,9426,2447,561,0.639,0.0
3584,41010,298.0,367,176,0,779,778,9426,2447,561,0.639,0.0
3588,41010,298.5,367,176,0,779,778,9425,2446,561,0.639,0.0
3594,41010,299.1,367,176,0,779,778,9424,2445,561,0.639,0.0
3598,41010,299.6,367,176,0,779,778,9423,2444,561,0.639,0.0
3603,41010,300.1,367,176,0,779,778,9423,2444,561,0.639,0.0
3608,41010,300.6,367,176,0,779,778,9422,2443,561,0.639,0.0
3613,41010,301.1,367,176,0,779,778,9421,2442,561,0.639,0.0
3618,41010,301.6,367,176,0,779,778,9420,2441,561,0.639,0.0
3623,41010,302.1,367,176,0,779,778,9419,2440,561,0.639,0.0
3628,41010,302.6,367,176,0,779,778,9419,2440,561,0.639,0.0
3633,41010,303.1,367,176,0,779,778,9418,2439,561,0.639,0.0
3638,41010,303.6,367,176,0,779,778,9417,2438,561,0.639,0.0
3643,41010,304.1,367,176,0,779,778,9416,2437,561,0.639,0.0
3649,41010,304.7,367,176,0,779,778,9416,2437,561,0.639,0.0
3654,41010,305.2,367,176,0,779,778,9415,2436,561,0.639,0.0
3659,41010,305.7,367,176,0,779,778,9414,2435,561,0.639,0.0
3664,41010,306.2,367,176,0,779,778,9413,2434,561,0.639,0.0
3669,41010,306.7,367,176,0,779,778,9412,2433,561,0.639,0.0
3674,41010,307.2,367,176,0,779,778,9412,2433,561,0.639,0.0
3679,41010,307.7,367,176,0,779,778,9411,2432,561,0.639,0.0
3684,41010,308.2,367,176,0,779,778,9410,2431,561,0.639,0.0
3689,41010,308.7,367,176,0,779,778,9409,2430,561,0.639,0.0
3694,41010,309.2,367,176,0,779,778,9409,2430,561,0.639,0.0
3698,41010,309.7,367,176,0,779,778,9408,2429,561,0.639,0.0
3704,41010,310.3,367,176,0,779,778,9407,2428,561,0.639,0.0
3708,41010,310.8,367,176,0,779,778,9406,2427,561,0.639,0.0
3714,41010,311.3,367,176,0,779,778,9405,2426,561,0.639,0.0
3718,41010,311.8,367,176,0,779,778,9405,2426,561,0.639,0.0
3724,41010,312.3,367,176,0,779,778,9404,2425,561,0.639,0.0
3728,41010,312.8,367,176,0,779,778,9403,2424,561,0.639,0.0
3734,41010,313.3,367,176,0,779,778,9402,2423,561,0.64,0.0
3738,41010,313.8,367,176,0,779,778,9402,2423,561,0.64,0.0
3744,41010,314.3,367,176,0,779,778,9401,2422,561,0.64,0.0
3748,41010,314.8,367,176,0,779,778,9400,2421,561,0.64,0.0
3754,41010,315.4,367,176,0,779,778,9399,2420,561,0.64,0.0
3758,41010,315.9,367,176,0,779,778,9398,2419,561,0.64,0.0
3764,41010,316.4,367,176,0,779,778,9398,2419,561,0.64,0.0
3768,41010,316.9,367,176,0,779,778,9397,2418,561,0.64,0.0
3774,41010,317.4,367,176,0,779,778,9396,2417,561,0.64,0.0
3778,41010,317.9,367,176,0,779,778,9395,2416,561,0.64,0.0
3784,41010,318.4,367,176,0,779,778,9395,2416,561,0.64,0.0
3788,41010,318.9,367,176,0,779,778,9394,2415,561,0.64,0.0
3794,41010,319.4,367,176,0,779,778,9393,2414,561,0.64,0.0
3798,41010,319.9,367,176,0,779,778,9392,2413,561,0.64,0.0
3804,41010,320.4,367,176,0,779,778,9391,2412,561,0.64,0.0
3808,41010,321.0,367,176,0,779,778,9391,2412,561,0.64,0.0
3814,41010,321.5,367,176,0,779,778,9390,2411,561,0.64,0.0
3818,41010,322.0,367,176,0,779,778,9389,2410,561,0.64,0.0
3823,41010,322.5,367,176,0,779,778,9388,2409,561,0.64,0.0
3828,41010,323.0,367,176,0,779,778,9388,2409,561,0.64,0.0
3833,41010,323.5,367,176,0,779,778,9387,2408,561,0.64,0.0
3838,41010,324.0,367,176,0,779,778,9386,2407,561,0.64,0.0
3843,41010,324.5,367,176,0,779,778,9385,2406,561,0.64,0.0
3848,41010,325.0,367,176,0,779,778,9384,2405,561,0.64,0.0
3853,41010,325.5,367,176,0,779,778,9384,2405,561,0.64,0.0
3858,41010,326.1,367,176,0,779,778,9383,2404,561,0.64,0.0
3863,41010,326.6,367,176,0,779,778,9382,2403,561,0.64,0.0
3868,41010,327.1,367,176,0,779,778,9381,2402,561,0.64,0.0
3874,41010,327.6,367,176,0,779,778,9381,2402,561,0.64,0.0
3879,41010,328.1,367,176,0,779,778,9380,2401,561,0.64,0.0
3884,41010,328.6,367,176,0,779,778,9379,2400,561,0.64,0.0
3889,41010,329.1,367,176,0,779,778,9378,2399,561,0.64,0.0
3894,41010,329.6,367,176,0,779,778,9377,2398,561,0.64,0.0
3899,41010,330.1,367,176,0,779,778,9377,2398,561,0.64,0.0
3904,41010,330.6,367,176,0,779,778,9376,2397,561,0.64,0.0
3909,41010,331.2,367,176,0,779,778,9375,2396,561,0.64,0.0
3914,41010,331.7,367,176,0,779,778,9374,2395,561,0.64,0.0
3918,41010,332.2,367,176,0,779,778,9374,2395,561,0.64,0.0
3924,41010,332.7,367,176,0,779,778,9373,2394,561,0.64,0.0
3928,41010,333.2,367,176,0,779,778,9372,2393,561,0.64,0.0
3934,41010,333.7,367,176,0,779,778,9371,2392,561,0.64,0.0
3938,41010,334.2,367,176,0,779,778,9370,2391,561,0.64,0.0
3944,41010,334.7,367,176,0,779,778,9370,2391,561,0.64,0.0
3948,41010,335.2,367,176,0,779,778,9369,2390,561,0.64,0.0
3954,41010,335.7,367,176,0,779,778,9368,2389,561,0.64,0.0
3958,41010,336.2,367,176,0,779,778,9367,2388,561,0.64,0.0
3964,41010,336.8,367,176,0,779,778,9367,2388,561,0.64,0.0
3968,41010,337.3,367,176,0,779,778,9366,2387,561,0.64,0.0
3974,41010,337.8,367,176,0,779,778,9365,2386,561,0.64,0.0
3978,41010,338.3,367,176,0,779,778,9364,2385,561,0.64,0.0
3984,41010,338.8,367,176,0,779,778,9363,2384,561,0.64,0.0
3988,41010,339.3,367,176,0,779,778,9363,2384,561,0.64,0.0
3994,41010,339.8,367,176,0,779,778,9362,2383,561,0.64,0.0
3998,41010,340.3,367,176,0,779,778,9361,2382,561,0.64,0.0
4004,41010,340.8,367,176,0,779,778,9360,2381,561,0.64,0.0
4008,41010,341.3,367,176,0,779,778,9359,2380,561,0.64,0.0
4014,41010,341.9,367,176,0,779,778,9359,2380,561,0.64,0.0
4018,41010,342.4,367,176,0,779,778,9358,2379,561,0.64,0.0
4024,41010,342.9,367,177,0,779,778,9357,2378,561,0.64,0.0
4028,41010,343.4,367,177,0,779,778,9356,2377,561,0.64,0.0
4034,41010,343.9,367,177,0,779,778,9356,2377,561,0.64,0.0
4038,41010,344.4,367,177,0,779,778,9355,2376,561,0.64,0.0
4044,41010,344.9,367,177,0,779,778,9354,2375,561,0.64,0.0
4048,41010,345.4,367,177,0,779,778,9353,2374,561,0.64,0.0
4053,41010,345.9,367,177,0,779,778,9352,2373,561,0.64,0.0
4058,41010,346.4,367,177,0,779,778,9352,2373,561,0.64,0.0
4063,41010,347.0,367,177,0,779,778,9351,2372,561,0.64,0.0
4068,41010,347.5,367,177,0,779,778,9350,2371,561,0.64,0.0
4073,41010,348.0,367,177,0,779,778,9349,2370,561,0.64,0.0
4078,41010,348.5,367,177,0,779,778,9349,2370,561,0.64,0.0
4083,41010,349.0,367,177,0,779,778,9348,2369,561,0.64,0.0
4088,41010,349.5,367,177,0,779,778,9347,2368,561,0.64,0.0
4093,41010,350.0,367,177,0,779,778,9346,2367,561,0.64,0.0
4098,41010,350.5,367,177,0,779,778,9345,2366,561,0.64,0.0
4104,41010,351.0,367,177,0,779,778,9345,2366,561,0.641,0.0
4108,41010,351.6,367,177,0,779,778,9344,2365,561,0.641,0.0
4114,41010,352.1,367,177,0,779,778,9343,2364,561,0.641,0.0
4118,41010,352.6,367,177,0,779,778,9342,2363,561,0.641,0.0
4124,41010,353.1,367,177,0,779,778,9342,2363,561,0.641,0.0
4128,41010,353.6,367,177,0,779,778,9341,2362,561,0.641,0.0
4134,41010,354.1,367,177,0,779,778,9340,2361,561,0.641,0.0
4138,41010,354.6,367,177,0,779,778,9339,2360,561,0.641,0.0
4144,41010,355.1,367,177,0,779,778,9338,2359,561,0.641,0.0
4148,41010,355.6,367,177,0,779,778,9338,2359,561,0.641,0.0
4154,41010,356.1,367,177,0,779,778,9337,2358,561,0.641,0.0
4158,41010,356.7,367,177,0,779,778,9336,2357,561,0.641,0.0
4164,41010,357.2,367,177,0,779,778,9335,2356,561,0.641,0.0
