# Flight Simulation Results - CJ1 Flatwing
# Route: KSZT to KSJT
# Initial Fuel: 3440 lb
# Payload: 0 lb
# Cruise Altitude: 41000 ft
# Winds/Temps Source: No Wind
# Generated: 2025-11-25 10:15:09
# Original Data Points: 1699
# Sampled Data Points (5-sec intervals): 1699
# Time Range: 0 - 12800 seconds
# Exact 5-second intervals, no skipped rows
# 
Time (s),Altitude (ft),Distance (NM),VKTAS (kts),VKIAS (kts),ROC (fpm),Thrust (lb),Drag (lb),Weight (lb),Fuel Remaining (lb),Fuel Flow (lb/hr),Mach,Gradient (%)
11746,29841,1164.6,386,240,-2000,635,1297,7679,779,457,0.659,-8.6
11751,29675,1165.1,387,241,-2000,644,1305,7679,779,464,0.659,-8.6
11756,29508,1165.7,387,242,-2000,653,1314,7678,778,470,0.658,-8.6
11761,29341,1166.2,387,243,-2000,662,1322,7677,777,476,0.658,-8.6
11766,29175,1166.8,387,244,-2000,670,1331,7677,777,483,0.658,-8.6
11771,29008,1167.3,387,244,-2000,679,1340,7676,776,489,0.657,-8.6
11776,28841,1167.8,387,245,-2000,688,1348,7675,775,495,0.657,-8.6
11781,28675,1168.4,387,246,-2000,697,1357,7675,775,502,0.657,-8.6
11786,28508,1168.9,387,247,-2000,706,1365,7674,774,508,0.656,-8.6
11791,28341,1169.4,387,248,-2000,714,1374,7673,773,514,0.656,-8.6
11796,28175,1170.0,387,248,-2000,723,1383,7672,772,521,0.655,-8.6
11801,28008,1170.5,387,249,-2000,732,1391,7672,772,527,0.655,-8.6
11806,27841,1171.1,387,250,-2000,741,1400,7671,771,533,0.655,-8.6
11811,27675,1171.6,387,251,-2000,749,1408,7670,770,539,0.654,-8.6
11816,27508,1172.1,387,252,-2000,758,1417,7669,769,546,0.654,-8.6
11821,27341,1172.7,388,252,-2000,767,1425,7669,769,552,0.653,-8.6
11826,27175,1173.2,388,253,-2000,775,1434,7668,768,558,0.653,-8.6
11831,27008,1173.7,387,254,-2000,1442,1443,7666,766,1038,0.652,-8.6
11836,26841,1174.3,387,255,-2000,1450,1451,7665,765,1044,0.652,-8.6
11841,26675,1174.8,387,256,-2000,1458,1460,7664,764,1050,0.651,-8.6
11846,26508,1175.4,387,256,-2000,1466,1468,7662,762,1055,0.65,-8.6
11851,26341,1175.9,387,257,-2000,1474,1477,7661,761,1061,0.65,-8.6
11856,26175,1176.4,387,258,-2000,1481,1485,7659,759,1067,0.649,-8.6
11861,26008,1177.0,387,259,-2000,1489,1494,7658,758,1072,0.649,-8.6
11866,25841,1177.5,387,259,-2000,1497,1502,7656,756,1078,0.648,-8.6
11871,25675,1178.1,387,260,-2000,1505,1511,7655,755,1084,0.648,-8.6
11875,25541,1178.5,385,260,-2000,1518,1518,7653,753,873,0.644,-8.7
11880,25375,1179.0,384,260,-2000,855,1519,7653,753,616,0.641,-8.7
11885,25208,1179.5,383,260,-2000,854,1519,7652,752,615,0.639,-8.7
11890,25041,1180.1,382,260,-2000,853,1520,7651,751,614,0.637,-8.7
11895,24875,1180.6,381,260,-2000,851,1520,7650,750,613,0.634,-8.8
11900,24708,1181.1,380,260,-2000,850,1521,7649,749,612,0.632,-8.8
11905,24541,1181.7,379,260,-2000,849,1521,7648,748,611,0.63,-8.8
11910,24375,1182.2,378,260,-2000,847,1522,7647,747,610,0.627,-8.9
11915,24208,1182.7,377,260,-2000,846,1522,7647,747,610,0.625,-8.9
11920,24041,1183.2,375,260,-2000,845,1523,7646,746,609,0.623,-8.9
11925,23875,1183.8,374,260,-2000,843,1523,7645,745,608,0.621,-8.9
11930,23708,1184.3,373,260,-2000,842,1524,7644,744,607,0.618,-9.0
11935,23541,1184.8,372,260,-2000,841,1524,7643,743,606,0.616,-9.0
11940,23375,1185.3,371,260,-2000,839,1525,7642,742,605,0.614,-9.0
11945,23208,1185.8,370,260,-2000,838,1525,7642,742,604,0.612,-9.0
11950,23041,1186.3,369,260,-2000,837,1526,7641,741,603,0.61,-9.1
11955,22875,1186.8,368,260,-2000,835,1526,7640,740,602,0.607,-9.1
11960,22708,1187.4,367,260,-2000,834,1527,7639,739,601,0.605,-9.1
11965,22541,1187.9,366,260,-2000,832,1527,7638,738,600,0.603,-9.1
11970,22375,1188.4,365,260,-2000,831,1528,7637,737,599,0.601,-9.2
11975,22208,1188.9,364,260,-2000,830,1528,7637,737,598,0.599,-9.2
11980,22041,1189.4,363,260,-2000,828,1529,7636,736,597,0.597,-9.2
11985,21875,1189.9,362,260,-2000,827,1529,7635,735,596,0.595,-9.2
11990,21708,1190.4,361,260,-2000,825,1530,7634,734,595,0.592,-9.3
11995,21541,1190.9,360,260,-2000,824,1530,7633,733,594,0.59,-9.3
12000,21375,1191.4,359,260,-2000,823,1531,7632,732,593,0.588,-9.3
12005,21208,1191.9,358,260,-2000,821,1531,7632,732,592,0.586,-9.3
12010,21041,1192.4,357,260,-2000,820,1532,7631,731,591,0.584,-9.4
12015,20875,1192.9,356,260,-2000,818,1532,7630,730,590,0.582,-9.4
12020,20708,1193.4,355,260,-2000,817,1533,7629,729,589,0.58,-9.4
12025,20541,1193.9,354,260,-2000,815,1533,7628,728,587,0.578,-9.5
12030,20375,1194.4,353,260,-2000,814,1533,7628,728,586,0.576,-9.5
12035,20208,1194.8,352,260,-2000,812,1534,7627,727,585,0.574,-9.5
12040,20041,1195.3,351,260,-2000,811,1534,7626,726,584,0.572,-9.5
12045,19875,1195.8,350,260,-2000,809,1535,7625,725,583,0.57,-9.6
12050,19708,1196.3,349,260,-2000,808,1535,7624,724,582,0.568,-9.6
12055,19541,1196.8,348,260,-2000,806,1536,7623,723,581,0.566,-9.6
12060,19375,1197.3,347,260,-2000,805,1536,7623,723,580,0.564,-9.6
12065,19208,1197.7,346,260,-2000,803,1537,7622,722,579,0.562,-9.7
12070,19041,1198.2,345,260,-2000,802,1537,7621,721,578,0.56,-9.7
12075,18875,1198.7,344,260,-2000,800,1537,7620,720,577,0.558,-9.7
12080,18708,1199.2,343,260,-2000,799,1538,7619,719,575,0.556,-9.7
12085,18541,1199.7,342,260,-2000,797,1538,7619,719,574,0.554,-9.8
12090,18375,1200.1,341,260,-2000,796,1539,7618,718,573,0.552,-9.8
12095,18208,1200.6,340,260,-2000,794,1539,7617,717,572,0.55,-9.8
12100,18041,1201.1,339,260,-2000,792,1540,7616,716,571,0.548,-9.9
12105,17875,1201.5,338,260,-2000,791,1540,7616,716,570,0.546,-9.9
12110,17708,1202.0,337,260,-2000,789,1540,7615,715,569,0.544,-9.9
12115,17541,1202.5,336,260,-2000,787,1541,7614,714,567,0.542,-9.9
12120,17375,1202.9,335,260,-2000,785,1542,7613,713,566,0.54,-10.0
12125,17208,1203.4,334,260,-2000,784,1542,7612,712,565,0.538,-10.0
12130,17041,1203.9,333,260,-2000,782,1543,7612,712,563,0.536,-10.0
12135,16875,1204.3,332,260,-2000,780,1543,7611,711,562,0.533,-10.1
12140,16708,1204.8,331,260,-2000,778,1544,7610,710,561,0.531,-10.1
12145,16541,1205.3,330,260,-2000,777,1544,7609,709,560,0.529,-10.1
12150,16375,1205.7,329,260,-2000,775,1545,7608,708,558,0.527,-10.2
12155,16208,1206.2,328,260,-2000,773,1545,7608,708,557,0.525,-10.2
12160,16041,1206.6,327,260,-2000,771,1546,7607,707,556,0.523,-10.2
12165,15875,1207.1,326,260,-2000,770,1547,7606,706,555,0.521,-10.3
12170,15708,1207.5,325,260,-2000,768,1547,7605,705,553,0.519,-10.3
12175,15541,1208.0,324,260,-2000,766,1548,7605,705,552,0.517,-10.3
12180,15375,1208.4,323,260,-2000,765,1549,7604,704,551,0.515,-10.4
12185,15208,1208.9,322,260,-2000,763,1549,7603,703,550,0.513,-10.4
12190,15041,1209.3,321,260,-2000,761,1550,7602,702,549,0.511,-10.4
12195,14875,1209.8,320,260,-2000,760,1551,7602,702,548,0.509,-10.5
12200,14708,1210.2,319,260,-2000,758,1552,7601,701,546,0.507,-10.5
12205,14541,1210.7,318,260,-2000,757,1552,7600,700,545,0.505,-10.5
12210,14375,1211.1,317,260,-2000,755,1553,7599,699,544,0.503,-10.6
12215,14208,1211.5,316,260,-2000,754,1554,7599,699,543,0.501,-10.6
12220,14041,1212.0,315,260,-2000,752,1555,7598,698,542,0.499,-10.6
12225,13875,1212.4,314,260,-2000,750,1555,7597,697,541,0.497,-10.7
12230,13708,1212.8,313,260,-2000,748,1556,7596,696,539,0.495,-10.7
12235,13541,1213.3,312,260,-2000,747,1557,7596,696,538,0.494,-10.7
12240,13375,1213.7,311,260,-2000,745,1557,7595,695,537,0.492,-10.8
12245,13208,1214.1,310,260,-2000,743,1558,7594,694,536,0.49,-10.8
12250,13041,1214.6,309,260,-2000,742,1559,7593,693,534,0.488,-10.8
12255,12875,1215.0,308,260,-2000,740,1559,7593,693,533,0.486,-10.9
12260,12708,1215.4,307,260,-2000,738,1560,7592,692,532,0.484,-10.9
12265,12541,1215.9,306,260,-2000,736,1561,7591,691,531,0.482,-10.9
12270,12375,1216.3,305,260,-2000,734,1561,7590,690,529,0.48,-11.0
12275,12208,1216.7,304,260,-2000,733,1562,7590,690,528,0.479,-11.0
12280,12041,1217.1,304,260,-2000,731,1563,7589,689,527,0.477,-11.0
12285,11875,1217.5,303,260,-2000,729,1563,7588,688,525,0.475,-11.1
12290,11708,1218.0,302,260,-2000,727,1564,7587,687,524,0.473,-11.1
12295,11541,1218.4,301,260,-2000,725,1564,7587,687,523,0.471,-11.1
12300,11375,1218.8,300,260,-2000,723,1565,7586,686,521,0.47,-11.2
12305,11208,1219.2,299,260,-2000,722,1566,7585,685,520,0.468,-11.2
12310,11041,1219.6,298,260,-2000,720,1566,7585,685,519,0.466,-11.2
12315,10875,1220.0,297,260,-2000,718,1567,7584,684,517,0.464,-11.3
12320,10708,1220.5,296,260,-2000,716,1567,7583,683,516,0.463,-11.3
12325,10541,1220.9,295,260,-2000,714,1568,7582,682,515,0.461,-11.3
12330,10375,1221.3,294,260,-2000,712,1568,7582,682,513,0.459,-11.4
12335,10208,1221.7,294,260,-2000,710,1569,7581,681,512,0.457,-11.4
12340,10041,1222.1,293,260,-2000,708,1570,7580,680,510,0.456,-11.4
12345,9900,1222.5,287,256,-1500,878,1538,7579,679,592,0.447,-8.7
12350,9775,1222.9,278,248,-1500,777,1457,7579,679,588,0.432,-9.0
12355,9650,1223.3,269,241,-1500,677,1379,7578,678,516,0.418,-9.3
12360,9525,1223.6,260,233,-1500,577,1303,7577,677,444,0.404,-9.6
12365,9400,1224.0,251,226,-1500,478,1230,7577,677,373,0.39,-10.0
12370,9275,1224.3,243,218,-1500,380,1160,7576,676,302,0.376,-10.3
12375,9150,1224.7,234,211,-1500,283,1091,7576,676,231,0.362,-10.7
12380,9025,1225.0,225,203,-1500,185,1026,7576,676,161,0.348,-11.2
12385,8900,1225.3,221,200,-1500,134,989,7576,676,103,0.342,-11.4
12390,8775,1225.6,220,200,-1500,132,989,7576,676,96,0.341,-11.4
12395,8650,1225.9,220,200,-1500,130,989,7575,675,94,0.34,-11.4
12400,8525,1226.2,219,200,-1500,128,989,7575,675,93,0.339,-11.4
12405,8400,1226.5,219,200,-1500,127,990,7575,675,92,0.338,-11.5
12410,8275,1226.8,218,200,-1500,125,990,7575,675,90,0.337,-11.5
12415,8150,1227.1,218,200,-1500,123,990,7575,675,89,0.337,-11.5
12420,8025,1227.4,217,200,-1500,121,990,7575,675,88,0.336,-11.5
12425,7900,1227.7,217,200,-1500,119,990,7575,675,86,0.335,-11.6
12430,7775,1228.0,217,200,-1500,117,990,7575,675,85,0.334,-11.6
12435,7650,1228.3,216,200,-1500,116,990,7574,674,84,0.333,-11.6
12440,7525,1228.6,216,200,-1500,114,990,7574,674,82,0.332,-11.7
12445,7400,1228.9,215,200,-1500,112,991,7574,674,81,0.331,-11.7
12450,7275,1229.2,215,200,-1500,110,991,7574,674,80,0.33,-11.7
12455,7150,1229.5,214,200,-1500,108,991,7574,674,78,0.329,-11.7
12460,7025,1229.8,214,200,-1500,106,991,7574,674,77,0.328,-11.8
12465,6900,1230.1,213,200,-1500,105,991,7574,674,76,0.327,-11.8
12470,6775,1230.4,213,200,-1500,103,991,7574,674,74,0.326,-11.8
12475,6650,1230.7,212,200,-1500,101,991,7574,674,73,0.325,-11.8
12480,6525,1231.0,212,200,-1500,100,991,7573,673,72,0.324,-11.9
12485,6400,1231.3,211,200,-1500,100,991,7573,673,72,0.324,-11.9
12490,6275,1231.6,211,200,-1500,100,992,7573,673,72,0.323,-11.9
12495,6150,1231.9,210,200,-1500,100,992,7573,673,72,0.322,-11.9
12500,6025,1232.2,210,200,-1500,100,992,7573,673,72,0.321,-12.0
12505,5900,1232.4,209,200,-1500,100,992,7573,673,72,0.32,-12.0
12510,5775,1232.7,209,200,-1500,100,992,7573,673,72,0.319,-12.0
12515,5650,1233.0,208,200,-1500,100,992,7573,673,72,0.318,-12.1
12520,5525,1233.3,208,200,-1500,100,992,7573,673,72,0.317,-12.1
12525,5400,1233.6,207,200,-1500,100,992,7573,673,72,0.316,-12.1
12530,5275,1233.9,207,200,-1500,100,993,7572,672,72,0.316,-12.1
12535,5150,1234.2,207,200,-1500,100,993,7572,672,72,0.315,-12.2
12540,5078,1234.5,199,193,-700,818,1261,7572,672,505,0.304,-5.9
12545,5020,1234.7,190,185,-700,706,1170,7571,671,540,0.29,-6.1
12550,4961,1235.0,182,176,-700,598,1084,7570,670,462,0.276,-6.4
12555,4903,1235.2,173,168,-700,493,1004,7570,670,385,0.263,-6.8
12560,4845,1235.5,164,159,-700,391,930,7569,669,311,0.249,-7.1
12565,4786,1235.7,155,151,-700,293,862,7569,669,239,0.236,-7.5
12570,4728,1235.9,146,142,-700,197,802,7569,669,169,0.222,-8.0
12575,4670,1236.1,137,134,-700,105,749,7569,669,102,0.208,-8.5
12580,4611,1236.3,133,130,-700,100,719,7568,668,72,0.202,-8.8
12585,4553,1236.5,133,130,-700,100,719,7568,668,72,0.202,-8.8
12590,4495,1236.6,133,130,-700,100,719,7568,668,72,0.202,-8.8
12595,4436,1236.8,133,130,-700,100,719,7568,668,72,0.201,-8.8
12600,4378,1237.0,132,130,-700,100,719,7568,668,72,0.201,-8.8
12605,4320,1237.2,132,130,-700,100,719,7568,668,72,0.201,-8.8
12610,4261,1237.4,132,130,-700,100,719,7568,668,72,0.201,-8.9
12615,4203,1237.6,132,130,-700,100,719,7568,668,72,0.2,-8.9
12620,4145,1237.7,132,130,-700,100,719,7568,668,72,0.2,-8.9
12625,4086,1237.9,132,130,-700,100,719,7568,668,72,0.2,-8.9
12630,4028,1238.1,132,130,-700,100,719,7567,667,72,0.2,-8.9
12635,3970,1238.3,131,130,-700,100,719,7567,667,72,0.199,-8.9
12640,3911,1238.5,131,130,-700,100,719,7567,667,72,0.199,-8.9
12645,3853,1238.7,131,130,-700,100,719,7567,667,72,0.199,-8.9
12650,3795,1238.8,131,130,-700,100,719,7567,667,72,0.198,-8.9
12655,3736,1239.0,131,130,-700,100,719,7567,667,72,0.198,-8.9
12660,3678,1239.2,131,130,-700,100,719,7567,667,72,0.198,-8.9
12665,3620,1239.4,131,130,-700,100,719,7567,667,72,0.198,-9.0
12670,3561,1239.6,130,130,-700,100,719,7567,667,72,0.197,-9.0
12675,3503,1239.7,130,130,-700,100,719,7567,667,72,0.197,-9.0
12680,3445,1239.9,130,130,-700,100,719,7566,666,72,0.197,-9.0
12685,3386,1240.1,130,130,-700,100,719,7566,666,72,0.197,-9.0
12690,3328,1240.3,130,130,-700,100,719,7566,666,72,0.196,-9.0
12695,3270,1240.5,130,130,-700,100,719,7566,666,72,0.196,-9.0
12700,3211,1240.6,130,130,-700,100,719,7566,666,72,0.196,-9.0
12705,3153,1240.8,130,130,-700,100,719,7566,666,72,0.196,-9.0
12710,3095,1241.0,124,125,-700,270,980,7566,666,160,0.187,-9.4
12715,3036,1241.2,115,116,-700,144,909,7566,666,144,0.174,-10.2
12720,2978,1241.3,106,107,-700,100,853,7565,665,76,0.161,-11.0
12725,2920,1241.5,97,98,-700,100,817,7565,665,72,0.147,-12.0
12730,2861,1241.6,89,89,-700,100,804,7565,665,72,0.134,-13.2
12735,2803,1241.7,84,85,-700,100,811,7565,665,72,0.127,-14.0
12740,2745,1241.8,84,85,-700,100,812,7565,665,72,0.126,-14.0
12745,2686,1241.9,84,85,-700,100,812,7565,665,72,0.126,-14.0
12750,2628,1242.1,83,85,-700,100,812,7565,665,72,0.126,-14.1
12755,2570,1242.2,83,84,-700,100,813,7565,665,72,0.126,-14.1
12760,2511,1242.3,83,84,-700,100,813,7565,665,72,0.125,-14.1
12765,2453,1242.4,83,84,-700,100,813,7565,665,72,0.125,-14.2
12770,2395,1242.5,83,84,-700,100,813,7564,664,72,0.125,-14.2
12775,2336,1242.6,83,84,-700,100,814,7564,664,72,0.124,-14.2
12780,2278,1242.8,82,84,-700,100,814,7564,664,72,0.124,-14.3
12785,2220,1242.9,82,84,-700,100,814,7564,664,72,0.124,-14.3
12790,2161,1243.0,82,84,-700,100,815,7564,664,72,0.123,-14.3
12795,2126,1243.1,62,63,0,180,2080,7564,664,95,0.093,0.0
12800,2126,1243.1,17,17,0,189,1906,7564,664,133,0.025,0.0
