aircraft,mod,flap,isa_dev,cruise_alt,mach,payload,taxi_fuel,reserve_fuel,save_plot,initial_fuel_lb,takeoff_weight_lb,status,error_message,total_dist_nm,total_time_min,fuel_burned_lb,first_level_off_ft,cruise_vktas_kts,cruise_vkias_kts,achieved_alt_ft,altitude_limited,achieved_mach,mach_limited,reserve_fuel_calc_lb
CJ1,Flatwing,0,-10,41000,0.65,0,100,600,False,3440,10240,ok,,930.0,165.0,2740.0,39002.0,372.793380268962,192.0,39002.0,True,0.65,False,700.0
CJ1,Flatwing,0,-10,41000,0.65,188,100,600,False,3440,10428,ok,,931.0,166.0,2740.0,39003.0,372.04313390758267,191.0,39003.0,True,0.6486918755516938,True,700.0
CJ1,Flatwing,0,-10,41000,0.65,375,100,600,False,3425,10600,ok,,931.0,167.0,2725.0,39003.0,370.7496312749359,191.0,39003.0,True,0.6464365331670897,True,700.0
CJ1,Flatwing,0,-10,41000,0.65,562,100,600,False,3238,10600,ok,,931.0,167.0,2538.0,39003.0,370.7496312749359,191.0,39003.0,True,0.6464365331670897,True,700.0
CJ1,Flatwing,0,-10,41000,0.65,750,100,600,False,3050,10600,ok,,931.0,167.0,2350.0,39003.0,370.7496312749359,191.0,39003.0,True,0.6464365331670897,True,700.0
CJ1,Flatwing,0,-10,41000,0.65,938,100,600,False,2862,10600,ok,,931.0,167.0,2162.0,39003.0,370.7496312749359,191.0,39003.0,True,0.6464365331670897,True,700.0
CJ1,Flatwing,0,-10,41000,0.65,1125,100,600,False,2675,10600,error,Not Enough Fuel for Flatwing.,,,,,,,,True,,True,
CJ1,Flatwing,0,-10,41000,0.65,1312,100,600,False,2488,10600,error,Not Enough Fuel for Flatwing.,,,,,,,,True,,True,
CJ1,Flatwing,0,-10,41000,0.65,1500,100,600,False,2300,10600,error,Not Enough Fuel for Flatwing.,,,,,,,,True,,True,
CJ1,Flatwing,0,-10,41000,0.64,0,100,600,False,3440,10240,ok,,930.0,166.0,2740.0,39002.0,367.0580974955933,191.0,39002.0,True,0.64,False,700.0
CJ1,Flatwing,0,-10,41000,0.64,188,100,600,False,3440,10428,ok,,930.0,167.0,2740.0,39003.0,367.0580974955933,191.0,39003.0,True,0.64,False,700.0
