aircraft,mod,flap,isa_dev,mach,cruise_alt,payload,total_dist_nm
CJ,Flatwing,0,0,0.7,10000,0,886.8794456386764
CJ,Flatwing,0,0,0.69,10000,0,886.8794456386764
CJ,Flatwing,0,0,0.68,10000,0,886.8794456386764
CJ,Flatwing,0,0,0.67,10000,0,886.8794456386764
CJ,Flatwing,0,0,0.66,10000,0,886.8794456386764
CJ,Flatwing,0,0,0.65,10000,0,886.8794456386764
CJ,Flatwing,0,0,0.64,10000,0,886.8794456386764
CJ,Flatwing,0,0,0.63,10000,0,886.8794456386764
CJ,Flatwing,0,0,0.62,10000,0,886.8794456386764
CJ,Flatwing,0,0,0.7,8000,0,861.0291586639314
CJ,Flatwing,0,0,0.69,8000,0,861.0291586639314
CJ,Flatwing,0,0,0.68,8000,0,861.0291586639314
CJ,Flatwing,0,0,0.67,8000,0,861.0291586639314
CJ,Flatwing,0,0,0.66,8000,0,861.0291586639314
CJ,Flatwing,0,0,0.65,8000,0,861.0291586639314
CJ,Flatwing,0,0,0.64,8000,0,861.0291586639314
CJ,Flatwing,0,0,0.63,8000,0,861.0291586639314
CJ,Flatwing,0,0,0.62,8000,0,861.0291586639314
CJ,Flatwing,0,0,0.7,6000,0,835.7841701734959
CJ,Flatwing,0,0,0.69,6000,0,835.7841701734959
CJ,Flatwing,0,0,0.68,6000,0,835.7841701734959
CJ,Flatwing,0,0,0.67,6000,0,835.7841701734959
CJ,Flatwing,0,0,0.66,6000,0,835.7841701734959
CJ,Flatwing,0,0,0.65,6000,0,835.7841701734959
CJ,Flatwing,0,0,0.64,6000,0,835.7841701734959
CJ,Flatwing,0,0,0.63,6000,0,835.7841701734959
CJ,Flatwing,0,0,0.62,6000,0,835.7841701734959
CJ,Flatwing,0,-10,0.7,10000,0,870.3131501535761
CJ,Flatwing,0,-10,0.69,10000,0,870.3131501535761
CJ,Flatwing,0,-10,0.68,10000,0,870.3131501535761
CJ,Flatwing,0,-10,0.67,10000,0,870.3131501535761
CJ,Flatwing,0,-10,0.66,10000,0,870.3131501535761
CJ,Flatwing,0,-10,0.65,10000,0,870.3131501535761
