aircraft,mod,flap,isa_dev,cruise_alt,mach,payload,total_dist_nm,total_time_min,fuel_burned_lb,first_level_off_ft,cruise_vktas_kts,cruise_vkias_kts
CJ1,Flatwing,0,0,41000,0.66,0,n/p,n/p,n/p,n/p,n/p,201.31930681026293
CJ1,Flatwing,0,20,41000,0.66,0,n/p,n/p,n/p,n/p,n/p,197.79314482298167
CJ1,Flatwing,0,0,41000,0.66,300,n/p,n/p,n/p,n/p,n/p,200.2146131906869
CJ1,Flatwing,0,20,41000,0.66,300,n/p,n/p,n/p,n/p,n/p,196.65492423459804
CJ1,Flatwing,0,0,41000,0.66,600,n/p,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,20,41000,0.66,600,n/p,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,41000,0.66,900,n/p,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,20,41000,0.66,900,n/p,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,41000,0.66,1200,n/p,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,20,41000,0.66,1200,n/p,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,41000,0.66,1500,n/p,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,20,41000,0.66,1500,n/p,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,41000,0.65,0,n/p,n/p,n/p,n/p,n/p,199.7209443848482
CJ1,Flatwing,0,20,41000,0.65,0,n/p,n/p,n/p,n/p,n/p,196.94596571218153
CJ1,Flatwing,0,0,41000,0.65,300,n/p,n/p,n/p,n/p,n/p,199.7260370219055
CJ1,Flatwing,0,20,41000,0.65,300,n/p,n/p,n/p,n/p,n/p,196.6801058082598
CJ1,Flatwing,0,0,41000,0.65,600,n/p,n/p,n/p,n/p,n/p,199.47385168759587
CJ1,Flatwing,0,20,41000,0.65,600,n/p,n/p,n/p,n/p,n/p,195.8803193713184
CJ1,Flatwing,0,0,41000,0.65,900,n/p,n/p,n/p,n/p,n/p,198.80441329301152
CJ1,Flatwing,0,20,41000,0.65,900,n/p,n/p,n/p,n/p,n/p,195.1734246588888
CJ1,Flatwing,0,0,41000,0.65,1200,n/p,n/p,n/p,n/p,n/p,198.11608078688917
CJ1,Flatwing,0,20,41000,0.65,1200,n/p,n/p,n/p,n/p,n/p,194.44545270304314
CJ1,Flatwing,0,0,41000,0.65,1500,n/p,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,20,41000,0.65,1500,n/p,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,41000,0.64,0,n/p,n/p,n/p,n/p,n/p,196.41036844677734
CJ1,Flatwing,0,20,41000,0.64,0,n/p,n/p,n/p,n/p,n/p,193.6898426078975
CJ1,Flatwing,0,0,41000,0.64,300,n/p,n/p,n/p,n/p,n/p,196.41538031478754
CJ1,Flatwing,0,20,41000,0.64,300,n/p,n/p,n/p,n/p,n/p,193.70017604137402
CJ1,Flatwing,0,0,41000,0.64,600,n/p,n/p,n/p,n/p,n/p,196.3953546158688
CJ1,Flatwing,0,20,41000,0.64,600,n/p,n/p,n/p,n/p,n/p,193.68752646785381
CJ1,Flatwing,0,0,41000,0.64,900,n/p,n/p,n/p,n/p,n/p,196.3953546158688
CJ1,Flatwing,0,20,41000,0.64,900,n/p,n/p,n/p,n/p,n/p,193.68752646785381
CJ1,Flatwing,0,0,41000,0.64,1200,n/p,n/p,n/p,n/p,n/p,196.3953546158688
CJ1,Flatwing,0,20,41000,0.64,1200,n/p,n/p,n/p,n/p,n/p,193.68752646785381
CJ1,Flatwing,0,0,41000,0.64,1500,n/p,n/p,n/p,n/p,n/p,196.3953546158688
CJ1,Flatwing,0,20,41000,0.64,1500,n/p,n/p,n/p,n/p,n/p,193.68752646785381
CJ1,Flatwing,0,0,41000,0.63,0,n/p,n/p,n/p,n/p,n/p,193.11068114962112
CJ1,Flatwing,0,20,41000,0.63,0,n/p,n/p,n/p,n/p,n/p,190.4440209269827
CJ1,Flatwing,0,0,41000,0.63,300,n/p,n/p,n/p,n/p,n/p,193.11561233767674
CJ1,Flatwing,0,20,41000,0.63,300,n/p,n/p,n/p,n/p,n/p,190.45418119452566
CJ1,Flatwing,0,0,41000,0.63,600,n/p,n/p,n/p,n/p,n/p,193.09590900965912
CJ1,Flatwing,0,20,41000,0.63,600,n/p,n/p,n/p,n/p,n/p,190.4417436004228
CJ1,Flatwing,0,0,41000,0.63,900,n/p,n/p,n/p,n/p,n/p,193.09590900965912
CJ1,Flatwing,0,20,41000,0.63,900,n/p,n/p,n/p,n/p,n/p,190.4417436004228
CJ1,Flatwing,0,0,41000,0.63,1200,n/p,n/p,n/p,n/p,n/p,193.09590900965912
CJ1,Flatwing,0,20,41000,0.63,1200,n/p,n/p,n/p,n/p,n/p,190.4417436004228
CJ1,Flatwing,0,0,41000,0.63,1500,n/p,n/p,n/p,n/p,n/p,193.09590900965912
CJ1,Flatwing,0,20,41000,0.63,1500,n/p,n/p,n/p,n/p,n/p,190.4417436004228
CJ1,Flatwing,0,0,41000,0.62,0,n/p,n/p,n/p,n/p,n/p,189.82172631274318
CJ1,Flatwing,0,20,41000,0.62,0,n/p,n/p,n/p,n/p,n/p,187.20835680478336
CJ1,Flatwing,0,0,41000,0.62,300,n/p,n/p,n/p,n/p,n/p,189.82657691038057
CJ1,Flatwing,0,20,41000,0.62,300,n/p,n/p,n/p,n/p,n/p,187.21834444830273
CJ1,Flatwing,0,0,41000,0.62,600,n/p,n/p,n/p,n/p,n/p,189.8071955954268
CJ1,Flatwing,0,20,41000,0.62,600,n/p,n/p,n/p,n/p,n/p,187.20611817024337
CJ1,Flatwing,0,0,41000,0.62,900,n/p,n/p,n/p,n/p,n/p,189.8071955954268
CJ1,Flatwing,0,20,41000,0.62,900,n/p,n/p,n/p,n/p,n/p,187.20611817024337
CJ1,Flatwing,0,0,41000,0.62,1200,n/p,n/p,n/p,n/p,n/p,189.8071955954268
CJ1,Flatwing,0,20,41000,0.62,1200,n/p,n/p,n/p,n/p,n/p,187.20611817024337
CJ1,Flatwing,0,0,41000,0.62,1500,n/p,n/p,n/p,n/p,n/p,189.8071955954268
CJ1,Flatwing,0,20,41000,0.62,1500,n/p,n/p,n/p,n/p,n/p,187.20611817024337
