aircraft,mod,flap,isa_dev,cruise_alt,mach,payload,taxi_fuel,reserve_fuel,save_plot,initial_fuel_lb,status,error_message,total_dist_nm,total_time_min,fuel_burned_lb,first_level_off_ft,cruise_vktas_kts,achieved_alt_ft,altitude_limited,achieved_mach,mach_limited
CJ1,Flatwing,0,20,35000,0.64,657,100,600,False,2893,ok,,534.4016344576619,99,1299,35004,423,35004,False,0.6394751164056358,False
CJ1,Flatwing,0,20,35000,0.64,821,100,600,False,2729,ok,,449.734963231275,85,1133,35004,423,35004,False,0.6394751164056358,False
CJ1,Tamarack,0,20,35000,0.64,841,100,600,False,2630,ok,,412.3344557468348,80,1033,35004,423,35004,False,0.6394751164056358,False
CJ1,Flatwing,0,20,35000,0.64,986,100,600,False,2564,ok,,365.0695324996093,71,967,35004,423,35004,False,0.6394751164056358,False
CJ1,Tamarack,0,20,35000,0.64,1051,100,600,False,2420,ok,,300.1483037551641,61,819,35004,423,35004,False,0.6394751164056358,False
CJ1,Flatwing,0,20,35000,0.64,1150,100,600,False,2400,ok,,280.4002469966169,58,799,35004,423,35004,False,0.6394751164056358,False
CJ1,Tamarack,0,20,35000,0.64,1261,100,600,False,2210,ok,,212.4675855143278,47,644,35004,337,35004,False,0.5094636270182016,True
CJ1,Tamarack,0,20,35000,0.64,1471,100,600,False,2000,ok,,212.4675855143278,47,644,35004,337,35004,False,0.5094636270182016,True
CJ1,Flatwing,0,-10,35000,0.63,0,100,600,False,3440,ok,,752.2115822155115,135,1859,35004,416,35004,False,0.6288927858741005,True
CJ1,Tamarack,0,-10,35000,0.63,0,100,600,False,3440,ok,,764.7255076049179,138,1858,35009,416,35009,False,0.6288927858741005,True
CJ1,Flatwing,0,-10,35000,0.63,164,100,600,False,3386,ok,,723.1094314616879,130,1803,35001,416,35001,False,0.6288927858741005,True
CJ1,Tamarack,0,-10,35000,0.63,210,100,600,False,3261,ok,,676.8202607675095,123,1675,35003,416,35003,False,0.6288927858741005,True
CJ1,Flatwing,0,-10,35000,0.63,329,100,600,False,3221,ok,,645.0195367278228,117,1636,35001,416,35001,False,0.6288927858741005,True
CJ1,Tamarack,0,-10,35000,0.63,420,100,600,False,3051,ok,,576.4259139181088,107,1463,35003,416,35003,False,0.6288927858741005,True
CJ1,Flatwing,0,-10,35000,0.63,493,100,600,False,3057,ok,,567.9413624148865,105,1470,35001,416,35001,False,0.6288927858741005,True
CJ1,Tamarack,0,-10,35000,0.63,631,100,600,False,2840,ok,,475.0174484184507,90,1249,35003,416,35003,False,0.6288927858741005,True
CJ1,Flatwing,0,-10,35000,0.63,657,100,600,False,2893,ok,,490.8645331737184,92,1303,35001,416,35001,False,0.6288927858741005,True
