aircraft,mod,flap,isa_dev,cruise_alt,mach,payload,total_dist_nm,total_time_min,fuel_burned_lb,first_level_off_ft,cruise_vktas_kts
CJ1,Flatwing,0,-10,35000,0.65,0,741.261568132608,131,1861,35004,429
CJ1,Flatwing,0,0,35000,0.65,0,766.4120436088288,135,1859,35008,429
CJ1,Flatwing,0,10,35000,0.65,0,791.865080065614,140,1858,35000,429
CJ1,Flatwing,0,20,35000,0.65,0,820.7837890703845,144,1856,35007,429
CJ1,Flatwing,0,-10,35000,0.65,164,712.730939913843,126,1805,35001,429
CJ1,Flatwing,0,0,35000,0.65,164,736.7073152075536,130,1803,35003,429
CJ1,Flatwing,0,10,35000,0.65,164,760.5408636386861,135,1801,35004,429
CJ1,Flatwing,0,20,35000,0.65,164,788.1271010423158,139,1800,35004,429
CJ1,Flatwing,0,-10,35000,0.65,329,636.3499814417539,114,1637,35001,429
CJ1,Flatwing,0,0,35000,0.65,329,657.6052599565891,118,1636,35003,429
CJ1,Flatwing,0,10,35000,0.65,329,678.7089963049604,121,1635,35004,429
CJ1,Flatwing,0,20,35000,0.65,329,702.1444023985919,125,1633,35004,429
CJ1,Flatwing,0,-10,35000,0.65,493,561.0169290952093,102,1472,35001,429
CJ1,Flatwing,0,0,35000,0.65,493,579.5453973533577,105,1471,35003,429
CJ1,Flatwing,0,10,35000,0.65,493,596.8781483638908,108,1468,35004,429
CJ1,Flatwing,0,20,35000,0.65,493,617.1983076615995,112,1467,35004,429
CJ1,Flatwing,0,-10,35000,0.65,657,485.6811941387082,90,1305,35001,429
CJ1,Flatwing,0,0,35000,0.65,657,501.4827255442984,93,1305,35003,429
CJ1,Flatwing,0,10,35000,0.65,657,516.0802869602855,95,1302,35004,429
CJ1,Flatwing,0,20,35000,0.65,657,532.2491919314934,98,1300,35004,429
CJ1,Flatwing,0,-10,35000,0.65,821,410.3471406130048,78,1138,35001,429
CJ1,Flatwing,0,0,35000,0.65,821,423.4214562400518,80,1138,35003,429
CJ1,Flatwing,0,10,35000,0.65,821,435.2834251483409,82,1136,35004,429
CJ1,Flatwing,0,20,35000,0.65,821,448.3366482480855,85,1134,35004,429
CJ1,Flatwing,0,-10,35000,0.65,986,336.0565596078111,66,973,35001,429
CJ1,Flatwing,0,0,35000,0.65,986,345.3572832395491,68,971,35003,429
CJ1,Flatwing,0,10,35000,0.65,986,354.4836389842446,69,969,35004,429
CJ1,Flatwing,0,20,35000,0.65,986,364.42105929857877,71,968,35004,429
CJ1,Flatwing,0,-10,35000,0.65,1150,261.7677343079861,54,807,35001,429
CJ1,Flatwing,0,0,35000,0.65,1150,268.3353264730363,55,805,35003,429
CJ1,Flatwing,0,10,35000,0.65,1150,274.720647078346,56,804,35004,429
CJ1,Flatwing,0,20,35000,0.65,1150,280.4577245023762,58,800,35004,425
CJ1,Flatwing,0,-10,35000,0.64,0,747.2491764991547,133,1861,35004,423
CJ1,Flatwing,0,0,35000,0.64,0,772.6254231828522,137,1860,35008,423
CJ1,Flatwing,0,10,35000,0.64,0,796.8100848991685,142,1857,35000,423
CJ1,Flatwing,0,20,35000,0.64,0,826.0769660030038,147,1856,35007,423
CJ1,Flatwing,0,-10,35000,0.64,164,718.1644711911887,128,1805,35001,423
CJ1,Flatwing,0,0,35000,0.64,164,742.3965329416714,133,1803,35003,423
CJ1,Flatwing,0,10,35000,0.64,164,765.5130497219508,137,1801,35004,423
CJ1,Flatwing,0,20,35000,0.64,164,792.4691666407456,141,1799,35004,423
CJ1,Flatwing,0,-10,35000,0.64,329,640.8981908590793,116,1637,35001,423
CJ1,Flatwing,0,0,35000,0.64,329,662.4617598514918,120,1637,35003,423
CJ1,Flatwing,0,10,35000,0.64,329,682.9000409103216,123,1634,35004,423
CJ1,Flatwing,0,20,35000,0.64,329,705.7687329224107,127,1632,35004,423
CJ1,Flatwing,0,-10,35000,0.64,493,564.6590710567979,103,1471,35001,423
CJ1,Flatwing,0,0,35000,0.64,493,582.5235893628078,107,1469,35003,423
CJ1,Flatwing,0,10,35000,0.64,493,600.2834276475401,110,1468,35004,423
CJ1,Flatwing,0,20,35000,0.64,493,620.084499722781,113,1466,35004,423
CJ1,Flatwing,0,-10,35000,0.64,657,488.42200599362627,91,1304,35001,423
CJ1,Flatwing,0,0,35000,0.64,657,503.61000515704853,94,1303,35003,423
CJ1,Flatwing,0,10,35000,0.64,657,518.6884600006528,96,1302,35004,423
CJ1,Flatwing,0,20,35000,0.64,657,534.4016344576619,99,1299,35004,423
CJ1,Flatwing,0,-10,35000,0.64,821,412.1817100179379,79,1137,35001,423
CJ1,Flatwing,0,0,35000,0.64,821,424.6973592658997,81,1136,35003,423
CJ1,Flatwing,0,10,35000,0.64,821,437.08984020769026,83,1136,35004,423
CJ1,Flatwing,0,20,35000,0.64,821,449.734963231275,85,1133,35004,423
CJ1,Flatwing,0,-10,35000,0.64,986,336.97375252883575,67,971,35001,423
CJ1,Flatwing,0,0,35000,0.64,986,345.7843975526192,68,969,35003,423
CJ1,Flatwing,0,10,35000,0.64,986,355.4928057785716,70,969,35004,423
CJ1,Flatwing,0,20,35000,0.64,986,365.0695324996093,71,967,35004,423
CJ1,Flatwing,0,-10,35000,0.64,1150,261.7625064054917,54,805,35001,423
CJ1,Flatwing,0,0,35000,0.64,1150,267.89283160265916,55,803,35003,423
CJ1,Flatwing,0,10,35000,0.64,1150,274.91213246559255,57,803,35004,423
CJ1,Flatwing,0,20,35000,0.64,1150,280.4002469966169,58,799,35004,423
CJ1,Flatwing,0,-10,35000,0.63,0,752.2115822155115,135,1859,35004,416
CJ1,Flatwing,0,0,35000,0.63,0,777.7938149827556,140,1859,35008,416
CJ1,Flatwing,0,10,35000,0.63,0,802.7340674270466,144,1858,35000,416
CJ1,Flatwing,0,20,35000,0.63,0,830.2791682341324,149,1855,35007,416
CJ1,Flatwing,0,-10,35000,0.63,164,723.1094314616879,130,1803,35001,416
CJ1,Flatwing,0,0,35000,0.63,164,747.0688182896225,135,1802,35003,416
CJ1,Flatwing,0,10,35000,0.63,164,770.9703476412399,139,1801,35004,416
CJ1,Flatwing,0,20,35000,0.63,164,796.7523978284995,143,1798,35004,416
CJ1,Flatwing,0,-10,35000,0.63,329,645.0195367278228,117,1636,35001,416
CJ1,Flatwing,0,0,35000,0.63,329,666.3627507767629,121,1635,35003,416
CJ1,Flatwing,0,10,35000,0.63,329,686.6334118613536,125,1633,35004,416
CJ1,Flatwing,0,20,35000,0.63,329,709.3955821133948,129,1631,35004,416
CJ1,Flatwing,0,-10,35000,0.63,493,567.9413624148865,105,1470,35001,416
CJ1,Flatwing,0,0,35000,0.63,493,585.6536970639135,108,1468,35003,416
CJ1,Flatwing,0,10,35000,0.63,493,603.2971724762839,111,1467,35004,416
CJ1,Flatwing,0,20,35000,0.63,493,623.0392336179126,114,1466,35004,416
CJ1,Flatwing,0,-10,35000,0.63,657,490.8645331737184,92,1303,35001,416
CJ1,Flatwing,0,0,35000,0.63,657,505.95495902074947,95,1302,35003,416
CJ1,Flatwing,0,10,35000,0.63,657,520.9663064055311,97,1301,35004,416
CJ1,Flatwing,0,20,35000,0.63,657,536.6839697171672,100,1299,35004,416
CJ1,Flatwing,0,-10,35000,0.63,821,414.79934103789685,80,1138,35001,416
CJ1,Flatwing,0,0,35000,0.63,821,427.2620766350144,82,1137,35003,416
CJ1,Flatwing,0,10,35000,0.63,821,438.63208428324856,84,1135,35004,416
CJ1,Flatwing,0,20,35000,0.63,821,451.32918826822487,86,1133,35004,416
CJ1,Flatwing,0,-10,35000,0.63,986,337.72128386598916,67,970,35001,416
CJ1,Flatwing,0,0,35000,0.63,986,347.56168831788716,69,969,35003,416
CJ1,Flatwing,0,10,35000,0.63,986,356.29904713035904,70,967,35004,416
CJ1,Flatwing,0,20,35000,0.63,986,365.97533214865734,72,966,35004,416
CJ1,Flatwing,0,-10,35000,0.63,1150,261.6548287808007,54,803,35001,416
CJ1,Flatwing,0,0,35000,0.63,1150,268.86717001478246,56,803,35003,416
CJ1,Flatwing,0,10,35000,0.63,1150,274.9667891774062,57,801,35004,416
CJ1,Flatwing,0,20,35000,0.63,1150,280.6178353633336,58,799,35004,416
CJ1,Flatwing,0,-10,35000,0.62,0,758.1974590039572,137,1860,35004,410
CJ1,Flatwing,0,0,35000,0.62,0,782.4695654516415,142,1857,35008,410
CJ1,Flatwing,0,10,35000,0.62,0,807.1372992059745,146,1856,35000,410
CJ1,Flatwing,0,20,35000,0.62,0,834.4720880491687,151,1853,35007,410
CJ1,Flatwing,0,-10,35000,0.62,164,728.095365800367,132,1802,35001,410
CJ1,Flatwing,0,0,35000,0.62,164,751.7739862806129,137,1801,35003,410
CJ1,Flatwing,0,10,35000,0.62,164,775.4286761344473,141,1801,35004,410
CJ1,Flatwing,0,20,35000,0.62,164,801.0355193475799,145,1798,35004,410
CJ1,Flatwing,0,-10,35000,0.62,329,649.2444480179964,119,1635,35001,410
CJ1,Flatwing,0,0,35000,0.62,329,670.360645224467,123,1635,35003,410
CJ1,Flatwing,0,10,35000,0.62,329,690.4514495615191,127,1633,35004,410
CJ1,Flatwing,0,20,35000,0.62,329,713.0860237325851,131,1631,35004,410
CJ1,Flatwing,0,-10,35000,0.62,493,571.3933840768652,106,1469,35001,410
CJ1,Flatwing,0,0,35000,0.62,493,588.9447194026055,109,1467,35003,410
CJ1,Flatwing,0,10,35000,0.62,493,606.4592869007917,113,1466,35004,410
CJ1,Flatwing,0,20,35000,0.62,493,625.1330220395288,116,1464,35004,410
CJ1,Flatwing,0,-10,35000,0.62,657,493.5393391517758,93,1302,35001,410
CJ1,Flatwing,0,0,35000,0.62,657,508.5226458210718,96,1301,35003,410
CJ1,Flatwing,0,10,35000,0.62,657,523.4562193444378,99,1301,35004,410
CJ1,Flatwing,0,20,35000,0.62,657,539.1572928790098,101,1299,35004,410
CJ1,Flatwing,0,-10,35000,0.62,821,416.6851593597841,80,1137,35001,410
CJ1,Flatwing,0,0,35000,0.62,821,428.097963300577,82,1134,35003,410
CJ1,Flatwing,0,10,35000,0.62,821,440.4500971560697,85,1134,35004,410
CJ1,Flatwing,0,20,35000,0.62,821,452.18981834864894,87,1131,35004,410
CJ1,Flatwing,0,-10,35000,0.62,986,338.8298106558057,67,969,35001,410
CJ1,Flatwing,0,0,35000,0.62,986,348.667063053131,69,969,35003,410
CJ1,Flatwing,0,10,35000,0.62,986,357.444755566069,71,967,35004,410
CJ1,Flatwing,0,20,35000,0.62,986,366.21119416461056,72,964,35004,410
CJ1,Flatwing,0,-10,35000,0.62,1150,262.9724230572359,55,804,35001,410
CJ1,Flatwing,0,0,35000,0.62,1150,269.23573490021215,56,802,35003,410
CJ1,Flatwing,0,10,35000,0.62,1150,275.4246112370249,57,801,35004,410
CJ1,Flatwing,0,20,35000,0.62,1150,281.217460815399,58,799,35004,410
CJ1,Flatwing,0,-10,33000,0.65,0,729.9808193155084,127,1916,33004,429
CJ1,Flatwing,0,0,33000,0.65,0,757.3079772489402,132,1917,33001,429
CJ1,Flatwing,0,10,33000,0.65,0,783.3743265708816,137,1914,33008,429
CJ1,Flatwing,0,20,33000,0.65,0,811.3993221027442,142,1915,33001,429
CJ1,Flatwing,0,-10,33000,0.65,164,704.1225061642496,123,1860,33009,429
CJ1,Flatwing,0,0,33000,0.65,164,729.6614577124295,128,1860,33010,429
CJ1,Flatwing,0,10,33000,0.65,164,755.465667634575,132,1860,33004,429
CJ1,Flatwing,0,20,33000,0.65,164,780.7487703885391,137,1858,33001,429
CJ1,Flatwing,0,-10,33000,0.65,329,632.3547465704206,112,1692,33009,429
CJ1,Flatwing,0,0,33000,0.65,329,655.1122250380959,116,1692,33010,429
CJ1,Flatwing,0,10,33000,0.65,329,678.1689129329444,120,1693,33004,429
CJ1,Flatwing,0,20,33000,0.65,329,700.7690373590177,124,1691,33001,429
CJ1,Flatwing,0,-10,33000,0.65,493,561.6394506189719,101,1526,33009,429
CJ1,Flatwing,0,0,33000,0.65,493,581.6144543017124,104,1527,33010,429
CJ1,Flatwing,0,10,33000,0.65,493,600.8735681478638,108,1525,33004,429
CJ1,Flatwing,0,20,33000,0.65,493,620.7621363996076,111,1524,33001,429
CJ1,Flatwing,0,-10,33000,0.65,657,491.9796952998117,90,1362,33009,429
CJ1,Flatwing,0,0,33000,0.65,657,508.11430959347086,93,1360,33010,429
CJ1,Flatwing,0,10,33000,0.65,657,524.6201708243267,96,1359,33004,429
CJ1,Flatwing,0,20,33000,0.65,657,541.7915788740142,99,1359,33001,429
CJ1,Flatwing,0,-10,33000,0.65,821,421.2661533214131,79,1195,33009,429
CJ1,Flatwing,0,0,33000,0.65,821,435.6657891094898,81,1196,33010,429
CJ1,Flatwing,0,10,33000,0.65,821,449.4128530149597,84,1195,33004,429
CJ1,Flatwing,0,20,33000,0.65,821,462.8222539693991,86,1193,33001,429
CJ1,Flatwing,0,-10,33000,0.65,986,350.550179930876,68,1027,33009,429
CJ1,Flatwing,0,0,33000,0.65,986,362.1646726332609,70,1028,33010,429
CJ1,Flatwing,0,10,33000,0.65,986,373.15821778006756,71,1028,33004,429
CJ1,Flatwing,0,20,33000,0.65,986,383.85009638619306,73,1026,33001,429
CJ1,Flatwing,0,-10,33000,0.65,1150,280.8915716609005,57,862,33009,429
CJ1,Flatwing,0,0,33000,0.65,1150,289.7153057033633,58,862,33010,429
CJ1,Flatwing,0,10,33000,0.65,1150,297.94969569404094,59,862,33004,429
CJ1,Flatwing,0,20,33000,0.65,1150,305.91823342145386,61,861,33001,429
CJ1,Flatwing,0,-10,33000,0.64,0,736.9607256319397,130,1916,33004,423
CJ1,Flatwing,0,0,33000,0.64,0,763.409205597284,134,1916,33001,423
CJ1,Flatwing,0,10,33000,0.64,0,789.6683181399,139,1914,33008,423
CJ1,Flatwing,0,20,33000,0.64,0,816.3412891865319,144,1912,33001,423
CJ1,Flatwing,0,-10,33000,0.64,164,709.9776806628888,126,1859,33009,423
CJ1,Flatwing,0,0,33000,0.64,164,735.7066501183685,130,1860,33010,423
CJ1,Flatwing,0,10,33000,0.64,164,761.1996442325641,135,1859,33004,423
CJ1,Flatwing,0,20,33000,0.64,164,786.2086255145517,139,1857,33001,423
CJ1,Flatwing,0,-10,33000,0.64,329,638.2702807255812,114,1694,33009,423
CJ1,Flatwing,0,0,33000,0.64,329,660.2363837961952,118,1692,33010,423
CJ1,Flatwing,0,10,33000,0.64,329,683.0349813155931,122,1692,33004,423
CJ1,Flatwing,0,20,33000,0.64,329,705.4134347888998,126,1691,33001,423
CJ1,Flatwing,0,-10,33000,0.64,493,566.56511968591,103,1527,33009,423
CJ1,Flatwing,0,0,33000,0.64,493,585.7975020620457,106,1526,33010,423
CJ1,Flatwing,0,10,33000,0.64,493,604.8672649464226,109,1524,33004,423
CJ1,Flatwing,0,20,33000,0.64,493,624.5864851967538,113,1524,33001,423
CJ1,Flatwing,0,-10,33000,0.64,657,494.85694252887896,91,1360,33009,423
CJ1,Flatwing,0,0,33000,0.64,657,511.36033198380693,94,1359,33010,423
CJ1,Flatwing,0,10,33000,0.64,657,527.7299681299221,97,1358,33004,423
CJ1,Flatwing,0,20,33000,0.64,657,544.7845005997833,100,1358,33001,423
CJ1,Flatwing,0,-10,33000,0.64,821,424.1881012249369,80,1195,33009,423
CJ1,Flatwing,0,0,33000,0.64,821,437.95435044133865,82,1195,33010,423
CJ1,Flatwing,0,10,33000,0.64,821,451.61804886406117,84,1194,33004,423
CJ1,Flatwing,0,20,33000,0.64,821,464.9790590890979,87,1192,33001,423
CJ1,Flatwing,0,-10,33000,0.64,986,352.48154808478586,68,1027,33009,423
CJ1,Flatwing,0,0,33000,0.64,986,363.5162995342382,70,1027,33010,423
CJ1,Flatwing,0,10,33000,0.64,986,374.47951313958635,72,1026,33004,423
CJ1,Flatwing,0,20,33000,0.64,986,385.17539078387136,74,1025,33001,423
CJ1,Flatwing,0,-10,33000,0.64,1150,281.8119192806767,57,861,33009,423
CJ1,Flatwing,0,0,33000,0.64,1150,290.1093017416103,58,861,33010,423
CJ1,Flatwing,0,10,33000,0.64,1150,298.3662894625395,60,860,33004,423
CJ1,Flatwing,0,20,33000,0.64,1150,306.3914077402259,61,859,33001,423
CJ1,Flatwing,0,-10,33000,0.63,0,743.3925362392641,132,1916,33004,416
CJ1,Flatwing,0,0,33000,0.63,0,768.9764322972583,137,1914,33001,416
CJ1,Flatwing,0,10,33000,0.63,0,795.9155243053449,142,1913,33008,416
CJ1,Flatwing,0,20,33000,0.63,0,822.2639906134165,146,1912,33001,416
CJ1,Flatwing,0,-10,33000,0.63,164,715.8359654781783,128,1859,33009,416
CJ1,Flatwing,0,0,33000,0.63,164,740.7244204822738,132,1858,33010,416
CJ1,Flatwing,0,10,33000,0.63,164,765.9034939935846,137,1857,33004,416
CJ1,Flatwing,0,20,33000,0.63,164,791.6369097388796,141,1857,33001,416
CJ1,Flatwing,0,-10,33000,0.63,329,643.2033512983209,116,1693,33009,416
CJ1,Flatwing,0,0,33000,0.63,329,665.41135710439,120,1692,33010,416
CJ1,Flatwing,0,10,33000,0.63,329,686.9326638492164,124,1690,33004,416
CJ1,Flatwing,0,20,33000,0.63,329,709.0805310095149,128,1688,33001,416
CJ1,Flatwing,0,-10,33000,0.63,493,570.5679576137519,104,1526,33009,416
CJ1,Flatwing,0,0,33000,0.63,493,590.1001892701838,108,1526,33010,416
CJ1,Flatwing,0,10,33000,0.63,493,608.9718076211924,111,1524,33004,416
CJ1,Flatwing,0,20,33000,0.63,493,628.5070736639362,115,1524,33001,416
CJ1,Flatwing,0,-10,33000,0.63,657,497.9347997601334,92,1359,33009,416
CJ1,Flatwing,0,0,33000,0.63,657,514.7861424117295,95,1359,33010,416
CJ1,Flatwing,0,10,33000,0.63,657,531.0122461585515,98,1358,33004,416
CJ1,Flatwing,0,20,33000,0.63,657,547.9350253540122,101,1358,33001,416
CJ1,Flatwing,0,-10,33000,0.63,821,426.32162929885993,81,1194,33009,416
CJ1,Flatwing,0,0,33000,0.63,821,440.49183296173686,83,1194,33010,416
CJ1,Flatwing,0,10,33000,0.63,821,454.06258535751425,85,1193,33004,416
CJ1,Flatwing,0,20,33000,0.63,821,467.35989948304126,88,1192,33001,416
CJ1,Flatwing,0,-10,33000,0.63,986,354.7085430941059,69,1028,33009,416
CJ1,Flatwing,0,0,33000,0.63,986,365.1767379144032,71,1026,33010,416
CJ1,Flatwing,0,10,33000,0.63,986,376.10170986199415,73,1026,33004,416
CJ1,Flatwing,0,20,33000,0.63,986,386.7860781218962,75,1025,33001,416
CJ1,Flatwing,0,-10,33000,0.63,1150,283.0968849424852,57,861,33009,416
CJ1,Flatwing,0,0,33000,0.63,1150,290.8814257088324,59,860,33010,416
CJ1,Flatwing,0,10,33000,0.63,1150,299.15070273951414,60,859,33004,416
CJ1,Flatwing,0,20,33000,0.63,1150,307.2163944524485,61,859,33001,416
CJ1,Flatwing,0,-10,33000,0.62,0,749.2987689457899,135,1915,33004,410
CJ1,Flatwing,0,0,33000,0.62,0,775.5422266112562,139,1914,33001,410
CJ1,Flatwing,0,10,33000,0.62,0,802.1217430415322,144,1913,33008,410
CJ1,Flatwing,0,20,33000,0.62,0,828.1390063316586,149,1912,33001,410
CJ1,Flatwing,0,-10,33000,0.62,164,721.7067114379672,130,1858,33009,410
CJ1,Flatwing,0,0,33000,0.62,164,746.2654811907231,135,1857,33010,410
CJ1,Flatwing,0,10,33000,0.62,164,772.1242673008937,139,1858,33004,410
CJ1,Flatwing,0,20,33000,0.62,164,797.0463201278666,144,1856,33001,410
CJ1,Flatwing,0,-10,33000,0.62,329,648.2090068329164,118,1692,33009,410
