# Flight Simulation Results - CJ1 Flatwing
# Route: KSZT to KSAN
# Initial Fuel: 3440 lb
# Payload: 250 lb
# Cruise Altitude: 35000 ft
# Winds/Temps Source: No Wind
# Generated: 2025-11-25 21:11:24
# Original Data Points: 1315
# Sampled Data Points (5-sec intervals): 1315
# Time Range: 0 - 11350 seconds
# Exact 5-second intervals, no skipped rows
# 
Time (s),Altitude (ft),Distance (NM),VKTAS (kts),VKIAS (kts),ROC (fpm),Thrust (lb),Drag (lb),Weight (lb),Fuel Remaining (lb),Fuel Flow (lb/hr),Mach,Gradient (%),Segment,Segment Title
0,2131,0.0,1,1,0,3863,157,10490,3340,0,0.001,0.0,0,Takeoff Roll
5,2131,0.0,33,34,0,3728,182,10486,3336,2677,0.05,0.0,0,Takeoff Roll
10,2131,0.1,64,66,0,3598,254,10483,3333,2636,0.097,0.0,0,Takeoff Roll
15,2131,0.2,93,95,0,3478,363,10479,3329,2546,0.14,0.0,0,Takeoff Roll
20,2252,0.3,98,100,1460,3452,867,10475,3325,2541,0.147,25.5,1,VR to 35 ft
25,2374,0.5,98,100,1459,3443,866,10472,3322,2482,0.147,25.4,1,VR to 35 ft
30,2495,0.6,98,100,1457,3433,866,10469,3319,2475,0.148,25.3,1,VR to 35 ft
35,2617,0.7,98,100,1456,3424,865,10465,3315,2468,0.148,25.2,1,VR to 35 ft
40,2738,0.9,98,100,1454,3414,865,10462,3312,2461,0.148,25.1,1,VR to 35 ft
45,2859,1.0,99,100,1452,3405,865,10458,3308,2455,0.149,25.0,1,VR to 35 ft
50,2980,1.2,99,100,1451,3395,864,10455,3305,2448,0.149,25.0,1,VR to 35 ft
55,3101,1.3,99,100,1449,3386,864,10452,3302,2441,0.15,24.9,1,VR to 35 ft
60,3222,1.4,99,100,1447,3377,863,10448,3298,2434,0.15,24.8,1,VR to 35 ft
65,3342,1.6,100,100,1446,3367,863,10445,3295,2427,0.15,24.7,1,VR to 35 ft
70,3468,1.7,109,109,1591,3324,804,10441,3291,2413,0.165,24.9,3,400 ft to 1500 ft
75,3601,1.9,109,109,1589,3314,803,10438,3288,2389,0.165,24.8,3,400 ft to 1500 ft
80,3740,2.0,123,122,1783,3270,771,10435,3285,2374,0.186,24.7,4,Climb (IAS)
85,3902,2.2,145,144,2031,3176,767,10432,3282,2314,0.22,23.7,4,Climb (IAS)
90,4079,2.4,167,165,2180,3089,831,10428,3278,2249,0.252,22.2,4,Climb (IAS)
