# Flight Simulation Results - CJ1 Tamarack
# Route: KSZT to KSAN
# Initial Fuel: 2811 lb
# Payload: 910 lb
# Cruise Altitude: 35000 ft
# Winds/Temps Source: No Wind
# Generated: 2025-11-25 21:11:37
# Original Data Points: 1003
# Sampled Data Points (5-sec intervals): 1003
# Time Range: 0 - 8526 seconds
# Exact 5-second intervals, no skipped rows
# 
Time (s),Altitude (ft),Distance (NM),VKTAS (kts),VKIAS (kts),ROC (fpm),Thrust (lb),Drag (lb),Weight (lb),Fuel Remaining (lb),Fuel Flow (lb/hr),Mach,Gradient (%),Segment,Segment Title
0,2131,0.0,1,1,0,3863,159,10600,2711,0,0.001,0.0,0,Takeoff Roll
5,2131,0.0,33,33,0,3729,183,10596,2707,2677,0.049,0.0,0,Takeoff Roll
10,2131,0.1,64,65,0,3600,251,10593,2704,2637,0.096,0.0,0,Takeoff Roll
15,2143,0.2,92,94,1461,3493,719,10589,2700,2599,0.138,27.1,1,VR to 35 ft
20,2268,0.3,94,96,1494,3466,690,10585,2696,2499,0.141,27.2,1,VR to 35 ft
25,2392,0.5,94,96,1493,3457,689,10582,2693,2492,0.142,27.1,1,VR to 35 ft
30,2516,0.6,94,96,1491,3447,689,10579,2690,2485,0.142,27.0,1,VR to 35 ft
35,2641,0.7,94,96,1490,3437,689,10575,2686,2478,0.142,26.9,1,VR to 35 ft
40,2765,0.9,95,96,1488,3427,688,10572,2683,2471,0.143,26.8,1,VR to 35 ft
45,2889,1.0,95,96,1487,3418,688,10568,2679,2464,0.143,26.7,1,VR to 35 ft
50,3013,1.1,95,96,1485,3408,688,10565,2676,2457,0.144,26.6,1,VR to 35 ft
55,3136,1.3,95,96,1484,3398,687,10561,2672,2450,0.144,26.6,1,VR to 35 ft
60,3260,1.4,95,96,1482,3389,687,10558,2669,2443,0.144,26.5,1,VR to 35 ft
65,3383,1.5,96,96,1481,3379,687,10555,2666,2436,0.145,26.4,1,VR to 35 ft
70,3517,1.7,105,104,1617,3336,648,10551,2662,2412,0.158,26.3,3,400 ft to 1500 ft
75,3652,1.8,105,104,1615,3326,648,10548,2659,2398,0.159,26.2,3,400 ft to 1500 ft
80,3803,2.0,129,128,1938,3244,629,10545,2656,2364,0.195,25.6,4,Climb (IAS)
85,3976,2.2,152,150,2152,3149,681,10542,2653,2294,0.23,24.1,4,Climb (IAS)
90,4162,2.4,173,171,2269,3061,777,10538,2649,2229,0.263,22.2,4,Climb (IAS)
95,4351,2.7,183,180,2253,3002,856,10535,2646,2173,0.278,20.8,4,Climb (IAS)
100,4538,2.9,184,180,2247,2989,856,10532,2643,2156,0.279,20.7,4,Climb (IAS)
105,4725,3.2,184,180,2241,2975,856,10529,2640,2146,0.28,20.5,4,Climb (IAS)
110,4912,3.4,185,180,2235,2962,856,10526,2637,2136,0.281,20.4,4,Climb (IAS)
115,5098,3.7,186,180,2229,2949,856,10524,2635,2127,0.283,20.3,4,Climb (IAS)
120,5283,3.9,186,180,2222,2935,855,10521,2632,2117,0.284,20.2,4,Climb (IAS)
125,5468,4.2,187,180,2216,2922,855,10518,2629,2108,0.285,20.0,4,Climb (IAS)
130,5652,4.5,187,180,2210,2909,855,10515,2626,2098,0.286,19.9,4,Climb (IAS)
135,5836,4.7,188,180,2204,2896,855,10512,2623,2089,0.287,19.8,4,Climb (IAS)
140,6020,5.0,189,180,2197,2882,855,10509,2620,2079,0.288,19.7,4,Climb (IAS)
145,6202,5.2,189,180,2191,2869,855,10506,2617,2070,0.29,19.5,4,Climb (IAS)
150,6385,5.5,190,180,2185,2856,854,10503,2614,2060,0.291,19.4,4,Climb (IAS)
155,6566,5.8,190,180,2178,2843,854,10500,2611,2051,0.292,19.3,4,Climb (IAS)
160,6747,6.0,191,180,2172,2830,854,10498,2609,2041,0.293,19.2,4,Climb (IAS)
165,6928,6.3,192,180,2165,2817,854,10495,2606,2032,0.294,19.0,4,Climb (IAS)
170,7108,6.6,192,180,2158,2804,854,10492,2603,2023,0.296,18.9,4,Climb (IAS)
175,7288,6.8,193,180,2152,2791,853,10489,2600,2013,0.297,18.8,4,Climb (IAS)
180,7467,7.1,194,180,2145,2778,853,10486,2597,2004,0.298,18.7,4,Climb (IAS)
185,7645,7.4,194,180,2138,2766,853,10484,2595,1995,0.299,18.6,4,Climb (IAS)
190,7823,7.6,195,180,2131,2753,853,10481,2592,1986,0.3,18.4,4,Climb (IAS)
195,8000,7.9,196,180,2125,2740,853,10478,2589,1976,0.302,18.3,4,Climb (IAS)
200,8177,8.2,196,180,2118,2727,853,10475,2586,1967,0.303,18.2,4,Climb (IAS)
205,8353,8.5,197,180,2111,2715,852,10473,2584,1958,0.304,18.1,4,Climb (IAS)
210,8529,8.7,197,180,2104,2702,852,10470,2581,1949,0.305,17.9,4,Climb (IAS)
215,8704,9.0,198,180,2097,2689,852,10467,2578,1940,0.306,17.8,4,Climb (IAS)
220,8878,9.3,199,180,2090,2677,852,10464,2575,1931,0.308,17.7,4,Climb (IAS)
225,9052,9.6,199,180,2083,2664,852,10462,2573,1922,0.309,17.6,4,Climb (IAS)
230,9225,9.8,200,180,2076,2652,852,10459,2570,1913,0.31,17.5,4,Climb (IAS)
235,9398,10.1,201,180,2068,2639,851,10457,2568,1904,0.311,17.4,4,Climb (IAS)
240,9570,10.4,201,180,2061,2627,851,10454,2565,1895,0.313,17.2,4,Climb (IAS)
245,9741,10.7,202,180,2054,2615,851,10451,2562,1886,0.314,17.1,4,Climb (IAS)
250,9912,11.0,203,180,2047,2602,851,10449,2560,1877,0.315,17.0,4,Climb (IAS)
255,10082,11.2,203,180,2040,2590,851,10446,2557,1868,0.316,16.9,4,Climb (IAS)
260,10252,11.5,204,180,2032,2578,850,10443,2554,1860,0.318,16.8,4,Climb (IAS)
265,10421,11.8,204,180,2025,2566,850,10441,2552,1851,0.319,16.7,4,Climb (IAS)
270,10589,12.1,205,180,2017,2553,850,10438,2549,1842,0.32,16.5,4,Climb (IAS)
275,10757,12.4,206,180,2010,2541,850,10436,2547,1833,0.321,16.4,4,Climb (IAS)
280,10924,12.7,206,180,2003,2529,850,10433,2544,1825,0.323,16.3,4,Climb (IAS)
285,11090,12.9,207,180,1995,2517,850,10431,2542,1816,0.324,16.2,4,Climb (IAS)
290,11256,13.2,208,180,1988,2505,849,10428,2539,1807,0.325,16.1,4,Climb (IAS)
295,11421,13.5,208,180,1980,2494,849,10426,2537,1799,0.326,16.0,4,Climb (IAS)
300,11586,13.8,209,180,1973,2482,849,10423,2534,1790,0.328,15.9,4,Climb (IAS)
305,11750,14.1,210,180,1965,2470,849,10421,2532,1782,0.329,15.7,4,Climb (IAS)
310,11913,14.4,210,180,1957,2458,849,10418,2529,1773,0.33,15.6,4,Climb (IAS)
315,12076,14.7,211,180,1950,2447,848,10416,2527,1765,0.331,15.5,4,Climb (IAS)
320,12238,15.0,212,180,1942,2435,848,10413,2524,1757,0.333,15.4,4,Climb (IAS)
325,12400,15.3,212,180,1934,2423,848,10411,2522,1748,0.334,15.3,4,Climb (IAS)
330,12561,15.6,213,180,1927,2412,848,10409,2520,1740,0.335,15.2,4,Climb (IAS)
335,12721,15.9,214,180,1919,2400,848,10406,2517,1732,0.336,15.1,4,Climb (IAS)
340,12880,16.2,214,180,1911,2389,848,10404,2515,1723,0.338,15.0,4,Climb (IAS)
345,13039,16.5,215,180,1903,2378,847,10401,2512,1715,0.339,14.9,4,Climb (IAS)
350,13197,16.8,215,180,1896,2366,847,10399,2510,1707,0.34,14.8,4,Climb (IAS)
355,13355,17.1,216,180,1888,2355,847,10397,2508,1699,0.342,14.7,4,Climb (IAS)
360,13512,17.4,217,180,1880,2344,847,10394,2505,1691,0.343,14.6,4,Climb (IAS)
365,13668,17.7,217,180,1872,2333,847,10392,2503,1683,0.344,14.4,4,Climb (IAS)
370,13824,18.0,218,180,1864,2322,846,10390,2501,1675,0.345,14.3,4,Climb (IAS)
375,13979,18.3,219,180,1856,2311,846,10387,2498,1667,0.347,14.2,4,Climb (IAS)
380,14133,18.6,219,180,1848,2300,846,10385,2496,1659,0.348,14.1,4,Climb (IAS)
385,14287,18.9,220,180,1840,2289,846,10383,2494,1651,0.349,14.0,4,Climb (IAS)
390,14440,19.2,221,180,1833,2278,846,10380,2491,1643,0.351,13.9,4,Climb (IAS)
395,14592,19.5,221,180,1825,2267,845,10378,2489,1635,0.352,13.8,4,Climb (IAS)
400,14744,19.8,222,180,1817,2256,845,10376,2487,1628,0.353,13.7,4,Climb (IAS)
405,14895,20.1,223,180,1809,2245,845,10374,2485,1620,0.354,13.6,4,Climb (IAS)
410,15045,20.4,223,180,1801,2235,845,10371,2482,1612,0.356,13.5,4,Climb (IAS)
415,15194,20.7,224,180,1793,2224,845,10369,2480,1604,0.357,13.4,4,Climb (IAS)
420,15343,21.0,225,180,1785,2214,845,10367,2478,1597,0.358,13.3,4,Climb (IAS)
425,15492,21.4,225,180,1777,2203,844,10365,2476,1589,0.359,13.2,4,Climb (IAS)
430,15639,21.7,226,180,1769,2193,844,10363,2474,1582,0.361,13.1,4,Climb (IAS)
435,15786,22.0,227,180,1761,2182,844,10360,2471,1574,0.362,13.0,4,Climb (IAS)
440,15933,22.3,227,180,1752,2172,844,10358,2469,1567,0.363,12.9,4,Climb (IAS)
445,16078,22.6,228,180,1744,2162,844,10356,2467,1559,0.365,12.8,4,Climb (IAS)
450,16223,22.9,228,180,1736,2151,843,10354,2465,1552,0.366,12.7,4,Climb (IAS)
455,16368,23.2,229,180,1728,2141,843,10352,2463,1545,0.367,12.6,4,Climb (IAS)
460,16511,23.6,230,180,1720,2131,843,10350,2461,1537,0.368,12.5,4,Climb (IAS)
465,16654,23.9,230,180,1712,2121,843,10348,2459,1530,0.37,12.4,4,Climb (IAS)
470,16796,24.2,231,180,1704,2111,843,10345,2456,1523,0.371,12.4,4,Climb (IAS)
475,16938,24.5,232,180,1696,2101,842,10343,2454,1516,0.372,12.3,4,Climb (IAS)
480,17079,24.8,232,180,1688,2091,842,10341,2452,1509,0.374,12.2,4,Climb (IAS)
485,17219,25.2,233,180,1680,2082,842,10339,2450,1502,0.375,12.1,4,Climb (IAS)
490,17359,25.5,234,180,1672,2072,842,10337,2448,1495,0.376,12.0,4,Climb (IAS)
495,17498,25.8,234,180,1663,2062,842,10335,2446,1488,0.377,11.9,4,Climb (IAS)
500,17636,26.1,235,180,1655,2052,841,10333,2444,1481,0.379,11.8,4,Climb (IAS)
505,17773,26.5,236,180,1647,2043,841,10331,2442,1474,0.38,11.7,4,Climb (IAS)
510,17910,26.8,236,180,1639,2033,841,10329,2440,1467,0.381,11.6,4,Climb (IAS)
515,18047,27.1,237,180,1631,2024,841,10327,2438,1460,0.383,11.5,4,Climb (IAS)
520,18182,27.5,237,180,1624,2016,841,10325,2436,1454,0.384,11.5,4,Climb (IAS)
525,18317,27.8,238,180,1617,2007,841,10323,2434,1448,0.385,11.4,4,Climb (IAS)
530,18451,28.1,238,180,1610,1999,840,10321,2432,1442,0.386,11.3,4,Climb (IAS)
535,18585,28.5,239,180,1603,1991,840,10319,2430,1436,0.387,11.2,4,Climb (IAS)
540,18718,28.8,240,180,1596,1983,840,10317,2428,1430,0.388,11.1,4,Climb (IAS)
545,18851,29.1,240,180,1589,1975,840,10315,2426,1424,0.389,11.1,4,Climb (IAS)
550,18983,29.5,241,180,1582,1967,840,10313,2424,1418,0.39,11.0,4,Climb (IAS)
555,19115,29.8,241,180,1575,1959,840,10311,2422,1413,0.392,10.9,4,Climb (IAS)
560,19245,30.1,242,180,1567,1951,839,10309,2420,1407,0.393,10.8,4,Climb (IAS)
565,19376,30.5,242,180,1560,1943,839,10307,2418,1401,0.394,10.8,4,Climb (IAS)
570,19505,30.8,243,180,1553,1935,839,10305,2416,1396,0.395,10.7,4,Climb (IAS)
575,19634,31.1,243,180,1546,1927,839,10303,2414,1390,0.396,10.6,4,Climb (IAS)
580,19763,31.5,244,180,1539,1920,839,10301,2412,1384,0.397,10.6,4,Climb (IAS)
585,19891,31.8,245,180,1532,1912,838,10299,2410,1379,0.398,10.5,4,Climb (IAS)
590,20018,32.2,245,180,1525,1904,838,10297,2408,1373,0.399,10.4,4,Climb (IAS)
595,20145,32.5,246,180,1518,1897,838,10295,2406,1368,0.401,10.3,4,Climb (IAS)
