aircraft,mod,flap,isa_dev,cruise_alt,mach,payload,taxi_fuel,reserve_fuel,save_plot,cruise_mode,initial_fuel_lb,takeoff_weight_lb,status,error_message,total_dist_nm,total_time_min,fuel_burned_lb,first_level_off_ft,cruise_vktas_kts,cruise_vkias_kts,achieved_alt_ft,altitude_limited,achieved_mach,mach_limited,reserve_fuel_calc_lb
CJ1,Flatwing,0,0,41000,0.0,0,100,600,False,MCT (Max Thrust),3440,10240,ok,,1249.0,209,2740,37001,381.30161907681776,201.0,37001,True,0.6648349072644912,False,700
CJ1,Flatwing,0,0,41000,0.0,300,100,600,False,MCT (Max Thrust),3440,10540,ok,,1234.0,208,2740,37000,379.6018589512518,200.0,37000,True,0.6618712170808814,False,700
CJ1,Flatwing,0,0,41000,0.0,600,100,600,False,MCT (Max Thrust),3200,10600,ok,,1103.0,187,2500,37005,377.78023914487824,199.0,37005,True,0.6586950531873901,False,700
CJ1,Flatwing,0,0,41000,0.0,900,100,600,False,MCT (Max Thrust),2900,10600,ok,,943.0,162,2200,37005,375.84180284196884,199.0,37005,True,0.6553152088457818,False,700
CJ1,Flatwing,0,0,41000,0.0,1200,100,600,False,MCT (Max Thrust),2600,10600,ok,,784.0,136,1900,37005,373.7712965561792,198.0,37005,True,0.6517050881811062,False,700
CJ1,Flatwing,0,0,41000,0.0,1500,100,600,False,MCT (Max Thrust),2300,10600,ok,,625.0,111,1600,37005,371.5571606854021,197.0,37005,True,0.6478445359498225,False,700
CJ1,Flatwing,0,20,41000,0.0,0,100,600,False,MCT (Max Thrust),3440,10240,ok,,1288.0,215,2740,35002,380.5112412034098,198.0,35002,True,0.6634568097850121,False,700
CJ1,Flatwing,0,20,41000,0.0,300,100,600,False,MCT (Max Thrust),3440,10540,ok,,1273.0,214,2740,35001,378.69610560391453,197.0,35001,True,0.6602919517104918,False,700
CJ1,Flatwing,0,20,41000,0.0,600,100,600,False,MCT (Max Thrust),3200,10600,ok,,1138.0,193,2500,35003,376.75128254638355,196.0,35003,True,0.6569009714670039,False,700
CJ1,Flatwing,0,20,41000,0.0,900,100,600,False,MCT (Max Thrust),2900,10600,ok,,975.0,167,2200,35003,374.66983785605515,195.0,35003,True,0.653271778674639,False,700
CJ1,Flatwing,0,20,41000,0.0,1200,100,600,False,MCT (Max Thrust),2600,10600,ok,,812.0,141,1900,35003,372.4408444197181,194.0,35003,True,0.6493853208931897,False,700
CJ1,Flatwing,0,20,41000,0.0,1500,100,600,False,MCT (Max Thrust),2300,10600,ok,,650.0,115,1600,35003,370.05032635375903,194.0,35003,True,0.6452172298671304,False,700
CJ1,Flatwing,0,0,39000,0.0,0,100,600,False,MCT (Max Thrust),3440,10240,ok,,1249.0,209,2740,37001,381.30161907681776,201.0,37001,True,0.6648349072644912,False,700
CJ1,Flatwing,0,0,39000,0.0,300,100,600,False,MCT (Max Thrust),3440,10540,ok,,1234.0,208,2740,37000,379.6018589512518,200.0,37000,True,0.6618712170808814,False,700
CJ1,Flatwing,0,0,39000,0.0,600,100,600,False,MCT (Max Thrust),3200,10600,ok,,1103.0,187,2500,37005,377.78023914487824,199.0,37005,True,0.6586950531873901,False,700
CJ1,Flatwing,0,0,39000,0.0,900,100,600,False,MCT (Max Thrust),2900,10600,ok,,943.0,162,2200,37005,375.84180284196884,199.0,37005,True,0.6553152088457818,False,700
CJ1,Flatwing,0,0,39000,0.0,1200,100,600,False,MCT (Max Thrust),2600,10600,ok,,784.0,136,1900,37005,373.7712965561792,198.0,37005,True,0.6517050881811062,False,700
CJ1,Flatwing,0,0,39000,0.0,1500,100,600,False,MCT (Max Thrust),2300,10600,ok,,625.0,111,1600,37005,371.5571606854021,197.0,37005,True,0.6478445359498225,False,700
CJ1,Flatwing,0,20,39000,0.0,0,100,600,False,MCT (Max Thrust),3440,10240,ok,,1288.0,215,2740,35002,380.5112412034098,198.0,35002,True,0.6634568097850121,False,700
CJ1,Flatwing,0,20,39000,0.0,300,100,600,False,MCT (Max Thrust),3440,10540,ok,,1273.0,214,2740,35001,378.69610560391453,197.0,35001,True,0.6602919517104918,False,700
CJ1,Flatwing,0,20,39000,0.0,600,100,600,False,MCT (Max Thrust),3200,10600,ok,,1138.0,193,2500,35003,376.75128254638355,196.0,35003,True,0.6569009714670039,False,700
CJ1,Flatwing,0,20,39000,0.0,900,100,600,False,MCT (Max Thrust),2900,10600,ok,,975.0,167,2200,35003,374.66983785605515,195.0,35003,True,0.653271778674639,False,700
CJ1,Flatwing,0,20,39000,0.0,1200,100,600,False,MCT (Max Thrust),2600,10600,ok,,812.0,141,1900,35003,372.4408444197181,194.0,35003,True,0.6493853208931897,False,700
CJ1,Flatwing,0,20,39000,0.0,1500,100,600,False,MCT (Max Thrust),2300,10600,ok,,650.0,115,1600,35003,370.05032635375903,194.0,35003,True,0.6452172298671304,False,700
CJ1,Flatwing,0,0,37000,0.0,0,100,600,False,MCT (Max Thrust),3440,10240,ok,,1249.0,209,2740,37001,381.30700867495403,204.0,37001,False,0.6648443045311113,False,700
CJ1,Flatwing,0,0,37000,0.0,300,100,600,False,MCT (Max Thrust),3440,10540,ok,,1235.0,208,2740,37000,379.6076062972725,203.0,37000,False,0.6618812381142773,False,700
CJ1,Flatwing,0,0,37000,0.0,600,100,600,False,MCT (Max Thrust),3200,10600,ok,,1104.0,187,2500,37005,377.7802298923891,199.0,37005,False,0.658695037054813,False,700
CJ1,Flatwing,0,0,37000,0.0,900,100,600,False,MCT (Max Thrust),2900,10600,ok,,943.0,162,2200,37005,375.84179113148525,198.0,37005,False,0.6553151884274623,False,700
CJ1,Flatwing,0,0,37000,0.0,1200,100,600,False,MCT (Max Thrust),2600,10600,ok,,784.0,136,1900,37005,373.7642869214178,198.0,37005,False,0.651692866229655,False,700
CJ1,Flatwing,0,0,37000,0.0,1500,100,600,False,MCT (Max Thrust),2300,10600,ok,,625.0,111,1600,37005,371.5496573159495,197.0,37005,False,0.647831453125925,False,700
CJ1,Flatwing,0,20,37000,0.0,0,100,600,False,MCT (Max Thrust),3440,10240,ok,,1288.0,215,2740,35002,380.5112412034098,198.0,35002,True,0.6634568097850121,False,700
CJ1,Flatwing,0,20,37000,0.0,300,100,600,False,MCT (Max Thrust),3440,10540,ok,,1273.0,214,2740,35001,378.69610560391453,197.0,35001,True,0.6602919517104918,False,700
CJ1,Flatwing,0,20,37000,0.0,600,100,600,False,MCT (Max Thrust),3200,10600,ok,,1138.0,193,2500,35003,376.75128254638355,196.0,35003,True,0.6569009714670039,False,700
CJ1,Flatwing,0,20,37000,0.0,900,100,600,False,MCT (Max Thrust),2900,10600,ok,,975.0,167,2200,35003,374.66983785605515,195.0,35003,True,0.653271778674639,False,700
CJ1,Flatwing,0,20,37000,0.0,1200,100,600,False,MCT (Max Thrust),2600,10600,ok,,812.0,141,1900,35003,372.4408444197181,194.0,35003,True,0.6493853208931897,False,700
CJ1,Flatwing,0,20,37000,0.0,1500,100,600,False,MCT (Max Thrust),2300,10600,ok,,650.0,115,1600,35003,370.05032635375903,194.0,35003,True,0.6452172298671304,False,700
CJ1,Tamarack,0,0,41000,0.0,0,100,600,False,MCT (Max Thrust),3440,10319,ok,,1530.0,257,2740,41004,381.26667908952044,183.0,41004,False,0.6647739861404979,False,700
CJ1,Tamarack,0,0,41000,0.0,364,100,600,False,MCT (Max Thrust),3357,10600,ok,,1449.0,245,2657,40900,379.4005016042546,180.0,40900,False,0.661520131781422,False,700
CJ1,Tamarack,0,0,41000,0.0,728,100,600,False,MCT (Max Thrust),2993,10600,ok,,1205.0,207,2293,40900,376.83127339293446,179.0,40900,False,0.6570404429625025,False,700
