aircraft,mod,flap,isa_dev,mach,cruise_alt,payload,total_dist_nm
C208B,Flatwing,0,0,0.3,15000,0,1434.6200628648062
C208B,Flatwing,0,0,0.3,13000,0,1434.6200628648062
C208B,Flatwing,0,0,0.3,11000,0,1434.6200628648062
C208B,Flatwing,0,0,0.3,9000,0,1434.6200628648062
C208B,Flatwing,0,0,0.3,7000,0,1434.6200628648062
C208B,Flatwing,0,0,0.3,5000,0,1434.6200628648062
C208B,Tamarack,0,0,0.3,15000,0,1485.1658099678027
C208B,Tamarack,0,0,0.3,13000,0,1485.1658099678027
C208B,Tamarack,0,0,0.3,11000,0,1485.1658099678027
C208B,Tamarack,0,0,0.3,9000,0,1485.1658099678027
C208B,Tamarack,0,0,0.3,7000,0,1485.1658099678027
C208B,Tamarack,0,0,0.3,5000,0,1485.1658099678027
