# Flight Simulation Results - CJ1 Flatwing
# Route: KSZT to KSAN
# Initial Fuel: 3200 lb
# Payload: 600 lb
# Cruise Altitude: 35000 ft
# Winds/Temps Source: No Wind
# Generated: 2025-11-25 13:51:38
# Original Data Points: 1399
# Sampled Data Points (5-sec intervals): 1399
# Time Range: 0 - 10105 seconds
# Exact 5-second intervals, no skipped rows
# 
Time (s),Altitude (ft),Distance (NM),VKTAS (kts),VKIAS (kts),ROC (fpm),Thrust (lb),Drag (lb),Weight (lb),Fuel Remaining (lb),Fuel Flow (lb/hr),Mach,Gradient (%),Segment,Segment Title
0,2131,0.0,1,1,0,3695,159,10600,3100,0,0.001,0.0,0,Takeoff Roll
5,2131,0.0,31,31,0,3577,180,10596,3096,2564,0.047,0.0,0,Takeoff Roll
10,2131,0.1,61,60,0,3462,240,10593,3093,2533,0.093,0.0,0,Takeoff Roll
15,2131,0.2,89,88,0,3356,333,10589,3089,2453,0.135,0.0,0,Takeoff Roll
21,2218,0.4,114,113,1541,3271,914,10586,3086,2761,0.174,22.8,2,35 ft to 400 ft
26,2347,0.5,116,114,1551,3242,901,10582,3082,2337,0.176,22.7,2,35 ft to 400 ft
31,2476,0.7,116,114,1548,3232,900,10579,3079,2330,0.176,22.6,2,35 ft to 400 ft
36,2608,0.8,116,114,1617,3222,794,10576,3076,2322,0.177,23.6,3,400 ft to 1500 ft
41,2742,1.0,117,114,1615,3211,794,10573,3073,2315,0.177,23.5,3,400 ft to 1500 ft
46,2877,1.2,117,114,1613,3201,794,10569,3069,2307,0.178,23.4,3,400 ft to 1500 ft
51,3011,1.3,117,114,1610,3190,793,10566,3066,2300,0.178,23.3,3,400 ft to 1500 ft
56,3145,1.5,118,114,1608,3180,793,10563,3063,2292,0.179,23.2,3,400 ft to 1500 ft
61,3279,1.7,118,114,1605,3169,793,10560,3060,2285,0.18,23.1,3,400 ft to 1500 ft
66,3413,1.8,118,114,1602,3159,793,10557,3057,2278,0.18,23.0,3,400 ft to 1500 ft
71,3546,2.0,118,114,1600,3149,792,10554,3054,2270,0.181,22.9,3,400 ft to 1500 ft
76,3680,2.2,123,118,1654,3138,792,10550,3050,2263,0.188,22.8,4,Climb (IAS)
81,3830,2.3,144,138,1888,3057,768,10547,3047,2224,0.22,22.2,4,Climb (IAS)
86,3996,2.6,164,157,2040,2979,808,10544,3044,2167,0.251,21.0,4,Climb (IAS)
