aircraft,mod,flap,isa_dev,cruise_alt,mach,payload,total_dist_nm,total_time_min,fuel_burned_lb,first_level_off_ft,cruise_vktas_kts,cruise_vkias_kts
CJ1,Flatwing,0,-10,41000,0.0,0,965.779588831854,232,2740,39002,286.1954861557699,119.31872491186343
CJ1,Flatwing,0,0,41000,0.0,0,1004.6226978521729,238,2740,37001,253.53613087957862,118.50418577382732
CJ1,Flatwing,0,10,41000,0.0,0,1018.1575825971142,240,2740,37005,286.1954861557699,119.74176680261695
CJ1,Flatwing,0,20,41000,0.0,0,1019.3706708157329,240,2740,35002,286.1954861557699,119.11377745620871
CJ1,Flatwing,0,-10,41000,0.0,300,956.455443093009,227,2740,39002,286.1954861557699,120.81533990746637
CJ1,Flatwing,0,0,41000,0.0,300,983.0500376284108,232,2740,37000,286.1954861557699,119.2994720301634
CJ1,Flatwing,0,10,41000,0.0,300,987.0503811009371,232,2740,37001,286.1954861557699,121.35933345907381
CJ1,Flatwing,0,20,41000,0.0,300,975.9955435902872,232,2740,35001,286.1954861557699,119.3116015009964
CJ1,Flatwing,0,-10,41000,0.0,600,859.2827191398691,202,2500,39003,286.1954861557699,121.68530987791661
CJ1,Flatwing,0,0,41000,0.0,600,873.7949297658362,205,2500,37005,286.1954861557699,122.98256928668246
CJ1,Flatwing,0,10,41000,0.0,600,866.7847705095394,203,2500,37003,286.1954861557699,122.30091870047818
CJ1,Flatwing,0,20,41000,0.0,600,872.3396116085454,206,2500,35003,286.1954861557699,119.68599754992903
CJ1,Flatwing,0,-10,41000,0.0,900,738.3354173545328,172,2200,39003,286.1954861557699,122.12570216818153
CJ1,Flatwing,0,0,41000,0.0,900,741.639195305408,173,2200,37005,286.1954861557699,123.91660706040494
CJ1,Flatwing,0,10,41000,0.0,900,746.3858625882214,174,2200,37003,286.1954861557699,122.70763621755313
CJ1,Flatwing,0,20,41000,0.0,900,744.7468264836931,175,2200,35003,286.1954861557699,120.13212067137127
CJ1,Flatwing,0,-10,41000,0.0,1200,613.6485993771066,142,1900,39003,286.1954861557699,125.39858950813037
CJ1,Flatwing,0,0,41000,0.0,1200,613.5504173976083,143,1900,37005,286.1954861557699,124.53136510282307
CJ1,Flatwing,0,10,41000,0.0,1200,626.5451918628067,145,1900,37003,286.1954861557699,123.1416215744372
CJ1,Flatwing,0,20,41000,0.0,1200,613.241337354011,144,1900,35003,286.1954861557699,123.42670715865621
CJ1,Flatwing,0,-10,41000,0.0,1500,487.5695190657126,112,1600,39003,286.1954861557699,126.27909463476031
CJ1,Flatwing,0,0,41000,0.0,1500,500.48394163335314,115,1600,37005,286.1954861557699,125.34057937110462
