aircraft,mod,flap,isa_dev,cruise_alt,mach,payload,taxi_fuel,reserve_fuel,save_plot,cruise_mode,initial_fuel_lb,takeoff_weight_lb,status,error_message,total_dist_nm,total_time_min,fuel_burned_lb,first_level_off_ft,cruise_vktas_kts,cruise_vkias_kts,achieved_alt_ft,altitude_limited,achieved_mach,mach_limited,reserve_fuel_calc_lb
CJ1,Flatwing,0,-10,41000,0.0,0,100,600,False,Max Endurance,3440,10240,ok,,966.0,232,2740,39002,286.1954861557699,119.0,39002,True,0.49900850135009406,False,700
CJ1,Flatwing,0,-10,41000,0.0,300,100,600,False,Max Endurance,3440,10540,ok,,956.0,227,2740,39002,286.1954861557699,121.0,39002,True,0.49900850135009406,False,700
CJ1,Flatwing,0,-10,41000,0.0,600,100,600,False,Max Endurance,3200,10600,ok,,859.0,202,2500,39003,286.1954861557699,122.0,39003,True,0.49900850135009406,False,700
CJ1,Flatwing,0,-10,41000,0.0,900,100,600,False,Max Endurance,2900,10600,ok,,738.0,172,2200,39003,286.1954861557699,122.0,39003,True,0.49900850135009406,False,700
CJ1,Flatwing,0,-10,41000,0.0,1200,100,600,False,Max Endurance,2600,10600,ok,,614.0,142,1900,39003,286.1954861557699,125.0,39003,True,0.49900850135009406,False,700
CJ1,Flatwing,0,-10,41000,0.0,1500,100,600,False,Max Endurance,2300,10600,ok,,488.0,112,1600,39003,286.1954861557699,126.0,39003,True,0.49900850135009406,False,700
CJ1,Flatwing,0,0,41000,0.0,0,100,600,False,Max Endurance,3440,10240,ok,,1005.0,238,2740,37001,253.53613087957862,119.0,37001,True,0.4420638718231202,False,700
CJ1,Flatwing,0,0,41000,0.0,300,100,600,False,Max Endurance,3440,10540,ok,,983.0,232,2740,37000,286.1954861557699,119.0,37000,True,0.49900850135009406,False,700
CJ1,Flatwing,0,0,41000,0.0,600,100,600,False,Max Endurance,3200,10600,ok,,874.0,205,2500,37005,286.1954861557699,123.0,37005,True,0.49900850135009406,False,700
CJ1,Flatwing,0,0,41000,0.0,900,100,600,False,Max Endurance,2900,10600,ok,,742.0,173,2200,37005,286.1954861557699,124.0,37005,True,0.49900850135009406,False,700
CJ1,Flatwing,0,0,41000,0.0,1200,100,600,False,Max Endurance,2600,10600,ok,,614.0,143,1900,37005,286.1954861557699,125.0,37005,True,0.49900850135009406,False,700
CJ1,Flatwing,0,0,41000,0.0,1500,100,600,False,Max Endurance,2300,10600,ok,,500.0,115,1600,37005,286.1954861557699,125.0,37005,True,0.49900850135009406,False,700
CJ1,Flatwing,0,10,41000,0.0,0,100,600,False,Max Endurance,3440,10240,ok,,1018.0,240,2740,37005,286.1954861557699,120.0,37005,True,0.49900850135009406,False,700
CJ1,Flatwing,0,10,41000,0.0,300,100,600,False,Max Endurance,3440,10540,ok,,987.0,232,2740,37001,286.1954861557699,121.0,37001,True,0.49900850135009406,False,700
CJ1,Flatwing,0,10,41000,0.0,600,100,600,False,Max Endurance,3200,10600,ok,,867.0,203,2500,37003,286.1954861557699,122.0,37003,True,0.49900850135009406,False,700
CJ1,Flatwing,0,10,41000,0.0,900,100,600,False,Max Endurance,2900,10600,ok,,746.0,174,2200,37003,286.1954861557699,123.0,37003,True,0.49900850135009406,False,700
CJ1,Flatwing,0,10,41000,0.0,1200,100,600,False,Max Endurance,2600,10600,ok,,627.0,145,1900,37003,286.1954861557699,123.0,37003,True,0.49900850135009406,False,700
CJ1,Flatwing,0,10,41000,0.0,1500,100,600,False,Max Endurance,2300,10600,ok,,504.0,116,1600,37003,286.1954861557699,127.0,37003,True,0.49900850135009406,False,700
CJ1,Flatwing,0,20,41000,0.0,0,100,600,False,Max Endurance,3440,10240,ok,,1019.0,240,2740,35002,286.1954861557699,119.0,35002,True,0.49900850135009406,False,700
CJ1,Flatwing,0,20,41000,0.0,300,100,600,False,Max Endurance,3440,10540,ok,,976.0,232,2740,35001,286.1954861557699,119.0,35001,True,0.49900850135009406,False,700
CJ1,Flatwing,0,20,41000,0.0,600,100,600,False,Max Endurance,3200,10600,ok,,872.0,206,2500,35003,286.1954861557699,120.0,35003,True,0.49900850135009406,False,700
CJ1,Flatwing,0,20,41000,0.0,900,100,600,False,Max Endurance,2900,10600,ok,,745.0,175,2200,35003,286.1954861557699,120.0,35003,True,0.49900850135009406,False,700
CJ1,Flatwing,0,20,41000,0.0,1200,100,600,False,Max Endurance,2600,10600,ok,,613.0,144,1900,35003,286.1954861557699,123.0,35003,True,0.49900850135009406,False,700
CJ1,Flatwing,0,20,41000,0.0,1500,100,600,False,Max Endurance,2300,10600,ok,,501.0,117,1600,35003,286.1954861557699,124.0,35003,True,0.49900850135009406,False,700
CJ1,Flatwing,0,-10,39000,0.0,0,100,600,False,Max Endurance,3440,10240,ok,,855.0,213,2740,39002,286.1954861557699,118.0,39002,False,0.49900850135009406,False,700
CJ1,Flatwing,0,-10,39000,0.0,300,100,600,False,Max Endurance,3440,10540,ok,,865.0,212,2740,39002,286.1954861557699,120.0,39002,False,0.49900850135009406,False,700
CJ1,Flatwing,0,-10,39000,0.0,600,100,600,False,Max Endurance,3200,10600,ok,,787.0,191,2500,39003,286.1954861557699,121.0,39003,False,0.49900850135009406,False,700
CJ1,Flatwing,0,-10,39000,0.0,900,100,600,False,Max Endurance,2900,10600,ok,,686.0,165,2200,39003,286.1954861557699,122.0,39003,False,0.49900850135009406,False,700
CJ1,Flatwing,0,-10,39000,0.0,1200,100,600,False,Max Endurance,2600,10600,ok,,584.0,138,1900,39003,286.1954861557699,125.0,39003,False,0.49900850135009406,False,700
CJ1,Flatwing,0,-10,39000,0.0,1500,100,600,False,Max Endurance,2300,10600,ok,,479.0,112,1600,39003,286.1954861557699,126.0,39003,False,0.49900850135009406,False,700
CJ1,Flatwing,0,0,39000,0.0,0,100,600,False,Max Endurance,3440,10240,ok,,919.0,224,2740,37001,252.69128184693193,118.0,37001,True,0.4405907988012115,False,700
CJ1,Flatwing,0,0,39000,0.0,300,100,600,False,Max Endurance,3440,10540,ok,,917.0,221,2740,37000,286.1954861557699,119.0,37000,True,0.49900850135009406,False,700
CJ1,Flatwing,0,0,39000,0.0,600,100,600,False,Max Endurance,3200,10600,ok,,831.0,198,2500,37005,286.1954861557699,123.0,37005,True,0.49900850135009406,False,700
CJ1,Flatwing,0,0,39000,0.0,900,100,600,False,Max Endurance,2900,10600,ok,,723.0,171,2200,37005,286.1954861557699,124.0,37005,True,0.49900850135009406,False,700
CJ1,Flatwing,0,0,39000,0.0,1200,100,600,False,Max Endurance,2600,10600,ok,,614.0,143,1900,37005,286.1954861557699,125.0,37005,True,0.49900850135009406,False,700
CJ1,Flatwing,0,0,39000,0.0,1500,100,600,False,Max Endurance,2300,10600,ok,,500.0,115,1600,37005,286.1954861557699,125.0,37005,True,0.49900850135009406,False,700
CJ1,Flatwing,0,10,39000,0.0,0,100,600,False,Max Endurance,3440,10240,ok,,962.0,231,2740,37005,286.1954861557699,120.0,37005,True,0.49900850135009406,False,700
CJ1,Flatwing,0,10,39000,0.0,300,100,600,False,Max Endurance,3440,10540,ok,,955.0,227,2740,37001,286.1954861557699,121.0,37001,True,0.49900850135009406,False,700
CJ1,Flatwing,0,10,39000,0.0,600,100,600,False,Max Endurance,3200,10600,ok,,862.0,203,2500,37003,286.1954861557699,122.0,37003,True,0.49900850135009406,False,700
CJ1,Flatwing,0,10,39000,0.0,900,100,600,False,Max Endurance,2900,10600,ok,,746.0,174,2200,37003,286.1954861557699,123.0,37003,True,0.49900850135009406,False,700
CJ1,Flatwing,0,10,39000,0.0,1200,100,600,False,Max Endurance,2600,10600,ok,,627.0,145,1900,37003,286.1954861557699,123.0,37003,True,0.49900850135009406,False,700
CJ1,Flatwing,0,10,39000,0.0,1500,100,600,False,Max Endurance,2300,10600,ok,,504.0,116,1600,37003,286.1954861557699,127.0,37003,True,0.49900850135009406,False,700
CJ1,Flatwing,0,20,39000,0.0,0,100,600,False,Max Endurance,3440,10240,ok,,1001.0,238,2740,35002,252.7624409221932,119.0,35002,True,0.44071487128041287,False,700
CJ1,Flatwing,0,20,39000,0.0,300,100,600,False,Max Endurance,3440,10540,ok,,976.0,232,2740,35001,286.1954861557699,119.0,35001,True,0.49900850135009406,False,700
CJ1,Flatwing,0,20,39000,0.0,600,100,600,False,Max Endurance,3200,10600,ok,,872.0,206,2500,35003,286.1954861557699,120.0,35003,True,0.49900850135009406,False,700
CJ1,Flatwing,0,20,39000,0.0,900,100,600,False,Max Endurance,2900,10600,ok,,745.0,175,2200,35003,286.1954861557699,120.0,35003,True,0.49900850135009406,False,700
