aircraft,mod,flap,isa_dev,cruise_alt,mach,payload,total_dist_nm
CJ1,Flatwing,0,0,41000,0.0,0,1004.6226978521729
CJ1,Flatwing,0,0,40000,0.0,0,964.8409828109644
CJ1,Flatwing,0,0,39000,0.0,0,918.9323800095848
CJ1,Flatwing,0,0,38000,0.0,0,857.8022660713892
CJ1,Flatwing,0,0,37000,0.0,0,801.1583782446951
CJ1,Flatwing,0,0,36000,0.0,0,737.312080720501
CJ1,Flatwing,0,0,35000,0.0,0,704.8863082991933
CJ1,Flatwing,0,0,34000,0.0,0,668.6753940414901
CJ1,Flatwing,0,0,33000,0.0,0,628.1812025940849
CJ1,Tamarack,0,0,41000,0.0,0,1001.423927812249
CJ1,Tamarack,0,0,40000,0.0,0,919.1355678461365
CJ1,Tamarack,0,0,39000,0.0,0,846.6772047926962
CJ1,Tamarack,0,0,38000,0.0,0,789.0888697965411
CJ1,Tamarack,0,0,37000,0.0,0,736.718104818298
CJ1,Tamarack,0,0,36000,0.0,0,680.543696228529
CJ1,Tamarack,0,0,35000,0.0,0,649.9334255426947
CJ1,Tamarack,0,0,34000,0.0,0,616.3709462451399
CJ1,Tamarack,0,0,33000,0.0,0,577.5797283840897
