aircraft,mod,flap,isa_dev,cruise_alt,mach,payload,taxi_fuel,reserve_fuel,save_plot,cruise_mode,initial_fuel_lb,takeoff_weight_lb,status,error_message,total_dist_nm,total_time_min,fuel_burned_lb,first_level_off_ft,cruise_vktas_kts,cruise_vkias_kts,achieved_alt_ft,altitude_limited,achieved_mach,mach_limited,reserve_fuel_calc_lb
CJ1,Flatwing,0,-10,41000,0.0,0,100,600,False,Max Range,3440,10240,altitude_limited,,n/p,n/p,n/p,n/p,n/p,157.0,39002,True,0.5734375554247059,False,
CJ1,Flatwing,0,-10,41000,0.0,300,100,600,False,Max Range,3440,10540,altitude_limited,,n/p,n/p,n/p,n/p,n/p,162.0,39002,True,0.5739559712540053,False,
CJ1,Flatwing,0,-10,41000,0.0,600,100,600,False,Max Range,3200,10600,altitude_limited,,n/p,n/p,n/p,n/p,n/p,162.0,39003,True,0.5743721003265706,False,
CJ1,Flatwing,0,-10,41000,0.0,900,100,600,False,Max Range,2900,10600,altitude_limited,,n/p,n/p,n/p,n/p,n/p,163.0,39003,True,0.5743721003265706,False,
CJ1,Flatwing,0,-10,41000,0.0,1200,100,600,False,Max Range,2600,10600,altitude_limited,,n/p,n/p,n/p,n/p,n/p,166.0,39003,True,0.5743721003265706,False,
CJ1,Flatwing,0,-10,41000,0.0,1500,100,600,False,Max Range,2300,10600,altitude_limited,,n/p,n/p,n/p,n/p,n/p,166.0,39003,True,0.5743721003265706,False,
CJ1,Flatwing,0,0,41000,0.0,0,100,600,False,Max Range,3440,10240,altitude_limited,,n/p,n/p,n/p,n/p,n/p,158.0,37001,True,0.5726956132654875,False,
CJ1,Flatwing,0,0,41000,0.0,300,100,600,False,Max Range,3440,10540,altitude_limited,,n/p,n/p,n/p,n/p,n/p,162.0,37000,True,0.5726887837173936,False,
CJ1,Flatwing,0,0,41000,0.0,600,100,600,False,Max Range,3200,10600,altitude_limited,,n/p,n/p,n/p,n/p,n/p,162.0,37005,True,0.572685573625442,False,
CJ1,Flatwing,0,0,41000,0.0,900,100,600,False,Max Range,2900,10600,altitude_limited,,n/p,n/p,n/p,n/p,n/p,163.0,37005,True,0.572649272518206,False,
