# Flight Simulation Results - CJ1 Tamarack
# Route: KSZT to KSAN
# Initial Fuel: 3440 lb
# Payload: 0 lb
# Cruise Altitude: 37000 ft
# Winds/Temps Source: No Wind
# Generated: 2025-11-25 12:06:26
# Original Data Points: 1330
# Sampled Data Points (5-sec intervals): 1330
# Time Range: 0 - 10225 seconds
# Exact 5-second intervals, no skipped rows
# 
Time (s),Altitude (ft),Distance (NM),VKTAS (kts),VKIAS (kts),ROC (fpm),Thrust (lb),Drag (lb),Weight (lb),Fuel Remaining (lb),Fuel Flow (lb/hr),Mach,Gradient (%)
5486,37012,494.2,356,190,0,855,855,9072,2093,1231,0.62,0.0
5496,37012,495.1,356,190,0,855,855,9070,2091,1231,0.62,0.0
5506,37012,496.1,356,190,0,855,855,9068,2089,1231,0.62,0.0
5516,37012,497.1,356,190,0,855,855,9067,2088,1231,0.62,0.0
5526,37012,498.1,356,190,0,855,855,9065,2086,1231,0.62,0.0
5536,37012,499.1,356,190,0,855,855,9063,2084,1231,0.62,0.0
5546,37012,500.1,356,190,0,855,855,9061,2082,1231,0.62,0.0
5556,37012,501.1,356,190,0,855,855,9060,2081,1231,0.62,0.0
5566,37012,502.1,356,190,0,855,855,9058,2079,1231,0.62,0.0
5576,37012,503.0,356,190,0,855,855,9056,2077,1231,0.62,0.0
5586,37012,504.0,356,190,0,855,855,9055,2076,1231,0.62,0.0
5596,37012,505.0,356,190,0,855,855,9053,2074,1231,0.62,0.0
5606,37012,506.0,356,190,0,855,855,9051,2072,1231,0.62,0.0
5616,37012,507.0,356,190,0,855,855,9050,2071,1231,0.62,0.0
5626,37012,508.0,356,190,0,854,854,9048,2069,1230,0.62,0.0
5636,37012,509.0,356,190,0,854,854,9046,2067,1230,0.62,0.0
5646,37012,510.0,356,190,0,854,854,9044,2065,1230,0.62,0.0
5656,37012,510.9,356,190,0,854,854,9043,2064,1230,0.62,0.0
5666,37012,511.9,356,190,0,854,854,9041,2062,1230,0.62,0.0
5676,37012,512.9,356,190,0,854,854,9039,2060,1230,0.62,0.0
5686,37012,513.9,356,190,0,854,854,9038,2059,1230,0.62,0.0
5696,37012,514.9,356,190,0,854,854,9036,2057,1230,0.62,0.0
5706,37012,515.9,356,190,0,854,854,9034,2055,1230,0.62,0.0
5716,37012,516.9,356,190,0,854,854,9032,2053,1230,0.62,0.0
5726,37012,517.9,356,190,0,854,854,9031,2052,1230,0.62,0.0
5736,37012,518.9,356,190,0,854,854,9029,2050,1230,0.62,0.0
5746,37012,519.8,356,190,0,854,854,9027,2048,1230,0.62,0.0
5756,37012,520.8,356,190,0,854,854,9026,2047,1230,0.62,0.0
5766,37012,521.8,356,190,0,854,854,9024,2045,1230,0.62,0.0
5776,37012,522.8,356,190,0,854,854,9022,2043,1230,0.62,0.0
5786,37012,523.8,356,190,0,854,854,9020,2041,1230,0.62,0.0
5796,37012,524.8,356,190,0,854,854,9019,2040,1229,0.62,0.0
5806,37012,525.8,356,190,0,854,854,9017,2038,1229,0.62,0.0
5816,37012,526.8,356,190,0,854,854,9015,2036,1229,0.62,0.0
5826,37012,527.7,356,190,0,854,854,9014,2035,1229,0.62,0.0
5836,37012,528.7,356,190,0,854,854,9012,2033,1229,0.62,0.0
5846,37012,529.7,356,190,0,854,854,9010,2031,1229,0.62,0.0
5856,37012,530.7,356,190,0,854,854,9009,2030,1229,0.62,0.0
5866,37012,531.7,356,190,0,854,854,9007,2028,1229,0.62,0.0
5876,37012,532.7,356,190,0,853,853,9005,2026,1229,0.62,0.0
5886,37012,533.7,356,190,0,853,853,9003,2024,1229,0.62,0.0
5896,37012,534.7,356,190,0,853,853,9002,2023,1229,0.62,0.0
5906,37012,535.6,356,190,0,853,853,9000,2021,1229,0.62,0.0
5916,37012,536.6,356,190,0,853,853,8998,2019,1229,0.62,0.0
5926,37012,537.6,356,190,0,853,853,8997,2018,1229,0.62,0.0
5936,37012,538.6,356,190,0,853,853,8995,2016,1229,0.62,0.0
5946,37012,539.6,356,190,0,853,853,8993,2014,1229,0.62,0.0
5956,37012,540.6,356,190,0,853,853,8991,2012,1229,0.62,0.0
5966,37012,541.6,356,190,0,853,853,8990,2011,1229,0.62,0.0
5976,37012,542.6,356,190,0,853,853,8988,2009,1228,0.62,0.0
5986,37012,543.5,356,190,0,853,853,8986,2007,1228,0.62,0.0
5996,37012,544.5,356,190,0,853,853,8985,2006,1228,0.62,0.0
6006,37012,545.5,356,190,0,853,853,8983,2004,1228,0.62,0.0
6016,37012,546.5,356,190,0,853,853,8981,2002,1228,0.62,0.0
6026,37012,547.5,356,190,0,853,853,8980,2001,1228,0.62,0.0
6036,37012,548.5,356,190,0,853,853,8978,1999,1228,0.62,0.0
6046,37012,549.5,356,190,0,853,853,8976,1997,1228,0.62,0.0
6056,37012,550.5,356,190,0,853,853,8974,1995,1228,0.62,0.0
6066,37012,551.4,356,190,0,853,853,8973,1994,1228,0.62,0.0
6076,37012,552.4,356,190,0,853,853,8971,1992,1228,0.62,0.0
6086,37012,553.4,356,190,0,853,853,8969,1990,1228,0.62,0.0
6096,37012,554.4,356,190,0,853,853,8968,1989,1228,0.62,0.0
6106,37012,555.4,356,190,0,853,853,8966,1987,1228,0.62,0.0
6116,37012,556.4,356,190,0,853,853,8964,1985,1228,0.62,0.0
6126,37012,557.4,356,190,0,852,852,8962,1983,1228,0.62,0.0
6136,37012,558.4,356,190,0,852,852,8961,1982,1228,0.62,0.0
6146,37012,559.3,356,190,0,852,852,8959,1980,1227,0.62,0.0
6156,37012,560.3,356,190,0,852,852,8957,1978,1227,0.62,0.0
6166,37012,561.3,356,190,0,852,852,8956,1977,1227,0.62,0.0
6176,37012,562.3,356,190,0,852,852,8954,1975,1227,0.62,0.0
6186,37012,563.3,356,190,0,852,852,8952,1973,1227,0.62,0.0
6196,37012,564.3,356,190,0,852,852,8951,1972,1227,0.62,0.0
6206,37012,565.3,356,190,0,852,852,8949,1970,1227,0.62,0.0
6216,37012,566.3,356,190,0,852,852,8947,1968,1227,0.62,0.0
6226,37012,567.3,356,190,0,852,852,8945,1966,1227,0.62,0.0
6236,37012,568.2,356,190,0,852,852,8944,1965,1227,0.62,0.0
6246,37012,569.2,356,190,0,852,852,8942,1963,1227,0.62,0.0
6256,37012,570.2,356,190,0,852,852,8940,1961,1227,0.62,0.0
6266,37012,571.2,356,190,0,852,852,8939,1960,1227,0.62,0.0
6276,37012,572.2,356,190,0,852,852,8937,1958,1227,0.62,0.0
6286,37012,573.2,356,190,0,852,852,8935,1956,1227,0.62,0.0
6296,37012,574.2,356,190,0,852,852,8933,1954,1227,0.62,0.0
6306,37012,575.2,356,190,0,852,852,8932,1953,1227,0.62,0.0
6316,37012,576.1,356,190,0,852,852,8930,1951,1227,0.62,0.0
6326,37012,577.1,356,190,0,852,852,8928,1949,1226,0.62,0.0
6336,37012,578.1,356,190,0,852,852,8927,1948,1226,0.62,0.0
6346,37012,579.1,356,190,0,852,852,8925,1946,1226,0.62,0.0
6356,37012,580.1,356,190,0,852,852,8923,1944,1226,0.62,0.0
6366,37012,581.1,356,190,0,852,852,8922,1943,1226,0.62,0.0
6376,37012,582.1,356,190,0,852,852,8920,1941,1226,0.62,0.0
6386,37012,583.1,356,190,0,851,851,8918,1939,1226,0.62,0.0
6396,37012,584.0,356,190,0,851,851,8916,1937,1226,0.62,0.0
6406,37012,585.0,356,190,0,851,851,8915,1936,1226,0.62,0.0
6416,37012,586.0,356,190,0,851,851,8913,1934,1226,0.62,0.0
6426,37012,587.0,356,190,0,851,851,8911,1932,1226,0.62,0.0
6436,37012,588.0,356,190,0,851,851,8910,1931,1226,0.62,0.0
6446,37012,589.0,356,190,0,851,851,8908,1929,1226,0.62,0.0
6456,37012,590.0,356,190,0,851,851,8906,1927,1226,0.62,0.0
6466,37012,591.0,356,190,0,851,851,8905,1926,1226,0.62,0.0
6476,37012,591.9,356,190,0,851,851,8903,1924,1226,0.62,0.0
6486,37012,592.9,356,190,0,851,851,8901,1922,1226,0.62,0.0
6496,37012,593.9,356,190,0,851,851,8899,1920,1226,0.62,0.0
6506,37012,594.9,356,190,0,851,851,8898,1919,1225,0.62,0.0
6516,37012,595.9,356,190,0,851,851,8896,1917,1225,0.62,0.0
6526,37012,596.9,356,190,0,851,851,8894,1915,1225,0.62,0.0
6536,37012,597.9,356,190,0,851,851,8893,1914,1225,0.62,0.0
6546,37012,598.9,356,190,0,851,851,8891,1912,1225,0.62,0.0
6556,37012,599.8,356,190,0,851,851,8889,1910,1225,0.62,0.0
6566,37012,600.8,356,190,0,851,851,8888,1909,1225,0.62,0.0
6576,37012,601.8,356,190,0,851,851,8886,1907,1225,0.62,0.0
6586,37012,602.8,356,190,0,851,851,8884,1905,1225,0.62,0.0
6596,37012,603.8,356,190,0,851,851,8882,1903,1225,0.62,0.0
6606,37012,604.8,356,190,0,851,851,8881,1902,1225,0.62,0.0
6616,37012,605.8,356,190,0,851,851,8879,1900,1225,0.62,0.0
6626,37012,606.8,356,190,0,851,851,8877,1898,1225,0.62,0.0
6636,37012,607.7,356,190,0,851,851,8876,1897,1225,0.62,0.0
6646,37012,608.7,356,190,0,850,850,8874,1895,1225,0.62,0.0
6656,37012,609.7,356,190,0,850,850,8872,1893,1225,0.62,0.0
6666,37012,610.7,356,190,0,850,850,8870,1891,1225,0.62,0.0
6676,37012,611.7,356,190,0,850,850,8869,1890,1224,0.62,0.0
6686,37012,612.7,356,190,0,850,850,8867,1888,1224,0.62,0.0
6696,37012,613.7,356,190,0,850,850,8865,1886,1224,0.62,0.0
6706,37012,614.7,356,190,0,850,850,8864,1885,1224,0.62,0.0
6716,37012,615.7,356,190,0,850,850,8862,1883,1224,0.62,0.0
6726,37012,616.6,356,190,0,850,850,8860,1881,1224,0.62,0.0
6736,37012,617.6,356,190,0,850,850,8859,1880,1224,0.62,0.0
6746,37012,618.6,356,190,0,850,850,8857,1878,1224,0.62,0.0
6756,37012,619.6,356,190,0,850,850,8855,1876,1224,0.62,0.0
6766,37012,620.6,356,190,0,850,850,8853,1874,1224,0.62,0.0
6776,37012,621.6,356,190,0,850,850,8852,1873,1224,0.62,0.0
6786,37012,622.6,356,190,0,850,850,8850,1871,1224,0.62,0.0
6796,37012,623.6,356,190,0,850,850,8848,1869,1224,0.62,0.0
6806,37012,624.5,356,190,0,850,850,8847,1868,1224,0.62,0.0
6816,37012,625.5,356,190,0,850,850,8845,1866,1224,0.62,0.0
6826,37012,626.5,356,190,0,850,850,8843,1864,1224,0.62,0.0
6836,37012,627.5,356,190,0,850,850,8842,1863,1224,0.62,0.0
6846,37012,628.5,356,190,0,850,850,8840,1861,1224,0.62,0.0
6856,37012,629.5,356,190,0,850,850,8838,1859,1223,0.62,0.0
6866,37012,630.5,356,190,0,850,850,8836,1857,1223,0.62,0.0
6876,37012,631.5,356,190,0,850,850,8835,1856,1223,0.62,0.0
6886,37012,632.4,356,190,0,850,850,8833,1854,1223,0.62,0.0
6896,37012,633.4,356,190,0,849,849,8831,1852,1223,0.62,0.0
6906,37012,634.4,356,190,0,849,849,8830,1851,1223,0.62,0.0
6916,37012,635.4,356,190,0,849,849,8828,1849,1223,0.62,0.0
6926,37012,636.4,356,190,0,849,849,8826,1847,1223,0.62,0.0
6936,37012,637.4,356,190,0,849,849,8825,1846,1223,0.62,0.0
6946,37012,638.4,356,190,0,849,849,8823,1844,1223,0.62,0.0
6956,37012,639.4,356,190,0,849,849,8821,1842,1223,0.62,0.0
6966,37012,640.3,356,190,0,849,849,8820,1841,1223,0.62,0.0
6976,37012,641.3,356,190,0,849,849,8818,1839,1223,0.62,0.0
6986,37012,642.3,356,190,0,849,849,8816,1837,1223,0.62,0.0
6996,37012,643.3,356,190,0,849,849,8814,1835,1223,0.62,0.0
7006,37012,644.3,356,190,0,849,849,8813,1834,1223,0.62,0.0
7016,37012,645.3,356,190,0,849,849,8811,1832,1223,0.62,0.0
7026,37012,646.3,356,190,0,849,849,8809,1830,1223,0.62,0.0
7036,37012,647.3,356,190,0,849,849,8808,1829,1222,0.62,0.0
7046,37012,648.2,356,190,0,849,849,8806,1827,1222,0.62,0.0
7056,37012,649.2,356,190,0,849,849,8804,1825,1222,0.62,0.0
7066,37012,650.2,356,190,0,849,849,8803,1824,1222,0.62,0.0
7076,37012,651.2,356,190,0,849,849,8801,1822,1222,0.62,0.0
7086,37012,652.2,356,190,0,849,849,8799,1820,1222,0.62,0.0
7096,37012,653.2,356,190,0,849,849,8797,1818,1222,0.62,0.0
7106,37012,654.2,356,190,0,849,849,8796,1817,1222,0.62,0.0
7116,37012,655.2,356,190,0,849,849,8794,1815,1222,0.62,0.0
7126,37012,656.1,356,190,0,849,849,8792,1813,1222,0.62,0.0
7136,37012,657.1,356,190,0,849,849,8791,1812,1222,0.62,0.0
7146,37012,658.1,356,190,0,849,849,8789,1810,1222,0.62,0.0
7156,37012,659.1,356,190,0,848,848,8787,1808,1222,0.62,0.0
7166,37012,660.1,356,190,0,848,848,8786,1807,1222,0.62,0.0
7176,37012,661.1,356,190,0,848,848,8784,1805,1222,0.62,0.0
7186,37012,662.1,356,190,0,848,848,8782,1803,1222,0.62,0.0
7196,37012,663.1,356,190,0,848,848,8780,1801,1222,0.62,0.0
7206,37012,664.0,356,190,0,848,848,8779,1800,1222,0.62,0.0
7216,37012,665.0,356,190,0,848,848,8777,1798,1221,0.62,0.0
7226,37012,666.0,356,190,0,848,848,8775,1796,1221,0.62,0.0
7236,37012,667.0,356,190,0,848,848,8774,1795,1221,0.62,0.0
7246,37012,668.0,356,190,0,848,848,8772,1793,1221,0.62,0.0
7256,37012,669.0,356,190,0,848,848,8770,1791,1221,0.62,0.0
7266,37012,670.0,356,190,0,848,848,8769,1790,1221,0.62,0.0
7277,37012,671.0,356,190,0,848,848,8767,1788,1221,0.62,0.0
7287,37012,672.0,356,190,0,848,848,8765,1786,1221,0.62,0.0
7297,37012,672.9,356,190,0,848,848,8764,1785,1221,0.62,0.0
7307,37012,673.9,356,190,0,848,848,8762,1783,1221,0.62,0.0
7317,37012,674.9,356,190,0,848,848,8760,1781,1221,0.62,0.0
7327,37012,675.9,356,190,0,848,848,8758,1779,1221,0.62,0.0
7337,37012,676.9,356,190,0,848,848,8757,1778,1221,0.62,0.0
7347,37012,677.9,356,190,0,848,848,8755,1776,1221,0.62,0.0
7357,37012,678.9,356,190,0,848,848,8753,1774,1221,0.62,0.0
7366,37012,679.9,356,190,0,848,848,8752,1773,1221,0.62,0.0
7376,37012,680.8,356,190,0,848,848,8750,1771,1221,0.62,0.0
7386,37012,681.8,356,190,0,848,848,8748,1769,1221,0.62,0.0
7396,37012,682.8,356,190,0,848,848,8747,1768,1221,0.62,0.0
7406,37012,683.8,356,190,0,848,848,8745,1766,1220,0.62,0.0
7416,37012,684.8,356,190,0,847,847,8743,1764,1220,0.62,0.0
7426,37012,685.8,356,190,0,847,847,8741,1762,1220,0.62,0.0
7436,37012,686.8,356,190,0,847,847,8740,1761,1220,0.62,0.0
7446,37012,687.8,356,190,0,847,847,8738,1759,1220,0.62,0.0
7456,37012,688.7,356,190,0,847,847,8736,1757,1220,0.62,0.0
7466,37012,689.7,356,190,0,847,847,8735,1756,1220,0.62,0.0
7476,37012,690.7,356,190,0,847,847,8733,1754,1220,0.62,0.0
7486,37012,691.7,356,190,0,847,847,8731,1752,1220,0.62,0.0
7496,37012,692.7,356,190,0,847,847,8730,1751,1220,0.62,0.0
7506,37012,693.7,356,190,0,847,847,8728,1749,1220,0.62,0.0
7516,37012,694.7,356,190,0,847,847,8726,1747,1220,0.62,0.0
7526,37012,695.7,356,190,0,847,847,8725,1746,1220,0.62,0.0
7536,37012,696.6,356,190,0,847,847,8723,1744,1220,0.62,0.0
7546,37012,697.6,356,190,0,847,847,8721,1742,1220,0.62,0.0
7556,37012,698.6,356,190,0,847,847,8719,1740,1220,0.62,0.0
7566,37012,699.6,356,190,0,847,847,8718,1739,1220,0.62,0.0
7576,37012,700.6,356,190,0,847,847,8716,1737,1220,0.62,0.0
7586,37012,701.6,356,190,0,847,847,8714,1735,1219,0.62,0.0
7596,37012,702.6,356,190,0,847,847,8713,1734,1219,0.62,0.0
7606,37012,703.6,356,190,0,847,847,8711,1732,1219,0.62,0.0
7616,37012,704.5,356,190,0,847,847,8709,1730,1219,0.62,0.0
7626,37012,705.5,356,190,0,847,847,8708,1729,1219,0.62,0.0
7636,37012,706.5,356,190,0,847,847,8706,1727,1219,0.62,0.0
7646,37012,707.5,356,190,0,847,847,8704,1725,1219,0.62,0.0
7656,37012,708.5,356,190,0,847,847,8703,1724,1219,0.62,0.0
7666,37012,709.5,356,190,0,847,847,8701,1722,1219,0.62,0.0
7676,37012,710.5,356,190,0,847,847,8699,1720,1219,0.62,0.0
7686,37012,711.5,356,190,0,846,846,8697,1718,1219,0.62,0.0
7696,37012,712.4,356,190,0,846,846,8696,1717,1219,0.62,0.0
7706,37012,713.4,356,190,0,846,846,8694,1715,1219,0.62,0.0
7716,37012,714.4,356,190,0,846,846,8692,1713,1219,0.62,0.0
7727,37012,715.4,356,190,0,846,846,8691,1712,1219,0.62,0.0
7737,37012,716.4,356,190,0,846,846,8689,1710,1219,0.62,0.0
7747,37012,717.4,356,190,0,846,846,8687,1708,1219,0.62,0.0
7757,37012,718.4,356,190,0,846,846,8686,1707,1219,0.62,0.0
7767,37012,719.4,356,190,0,846,846,8684,1705,1218,0.62,0.0
7777,37012,720.4,356,190,0,846,846,8682,1703,1218,0.62,0.0
7787,37012,721.3,356,190,0,846,846,8680,1701,1218,0.62,0.0
7797,37012,722.3,356,190,0,846,846,8679,1700,1218,0.62,0.0
7807,37012,723.3,356,190,0,846,846,8677,1698,1218,0.62,0.0
7816,37012,724.3,356,190,0,846,846,8675,1696,1218,0.62,0.0
7826,37012,725.3,356,190,0,846,846,8674,1695,1218,0.62,0.0
7836,37012,726.3,356,190,0,846,846,8672,1693,1218,0.62,0.0
7846,37012,727.3,356,190,0,846,846,8670,1691,1218,0.62,0.0
7856,37012,728.3,356,190,0,846,846,8669,1690,1218,0.62,0.0
7866,37012,729.2,356,190,0,846,846,8667,1688,1218,0.62,0.0
7876,37012,730.2,356,190,0,846,846,8665,1686,1218,0.62,0.0
7886,37012,731.2,356,190,0,846,846,8664,1685,1218,0.62,0.0
7896,37012,732.2,356,190,0,846,846,8662,1683,1218,0.62,0.0
7906,37012,733.2,356,190,0,846,846,8660,1681,1218,0.62,0.0
7916,37012,734.2,356,190,0,846,846,8659,1680,1218,0.62,0.0
7926,37012,735.2,356,190,0,846,846,8657,1678,1218,0.62,0.0
7936,37012,736.2,356,190,0,846,846,8655,1676,1218,0.62,0.0
7946,37012,737.1,356,190,0,845,845,8653,1674,1218,0.62,0.0
7956,37012,738.1,356,190,0,845,845,8652,1673,1217,0.62,0.0
7966,37012,739.1,356,190,0,845,845,8650,1671,1217,0.62,0.0
7976,37012,740.1,356,190,0,845,845,8648,1669,1217,0.62,0.0
7986,37012,741.1,356,190,0,845,845,8647,1668,1217,0.62,0.0
7996,37012,742.1,356,190,0,845,845,8645,1666,1217,0.62,0.0
8006,37012,743.1,356,190,0,845,845,8643,1664,1217,0.62,0.0
8016,37012,744.1,356,190,0,845,845,8642,1663,1217,0.62,0.0
8026,37012,745.0,356,190,0,845,845,8640,1661,1217,0.62,0.0
8036,37012,746.0,356,190,0,845,845,8638,1659,1217,0.62,0.0
8046,37012,747.0,356,190,0,845,845,8637,1658,1217,0.62,0.0
8056,37012,748.0,356,190,0,845,845,8635,1656,1217,0.62,0.0
8066,37012,749.0,356,190,0,845,845,8633,1654,1217,0.62,0.0
8076,37012,750.0,356,190,0,845,845,8631,1652,1217,0.62,0.0
8086,37012,751.0,356,190,0,845,845,8630,1651,1217,0.62,0.0
8096,37012,752.0,356,190,0,845,845,8628,1649,1217,0.62,0.0
8106,37012,752.9,356,190,0,845,845,8626,1647,1217,0.62,0.0
8116,37012,753.9,356,190,0,845,845,8625,1646,1217,0.62,0.0
8126,37012,754.9,356,190,0,845,845,8623,1644,1217,0.62,0.0
8136,37012,755.9,356,190,0,845,845,8621,1642,1216,0.62,0.0
8146,37012,756.9,356,190,0,845,845,8620,1641,1216,0.62,0.0
8156,37012,757.9,356,190,0,845,845,8618,1639,1216,0.62,0.0
8166,37012,758.9,356,190,0,845,845,8616,1637,1216,0.62,0.0
8177,37012,759.9,356,190,0,845,845,8615,1636,1216,0.62,0.0
8187,37012,760.8,356,190,0,845,845,8613,1634,1216,0.62,0.0
8196,37012,761.8,356,190,0,845,845,8611,1632,1216,0.62,0.0
8206,37012,762.8,356,190,0,845,845,8609,1630,1216,0.62,0.0
8216,37012,763.8,356,190,0,844,844,8608,1629,1216,0.62,0.0
8226,37012,764.8,356,190,0,844,844,8606,1627,1216,0.62,0.0
8236,37012,765.8,356,190,0,844,844,8604,1625,1216,0.62,0.0
8246,37012,766.8,356,190,0,844,844,8603,1624,1216,0.62,0.0
8256,37012,767.8,356,190,0,844,844,8601,1622,1216,0.62,0.0
8266,37012,768.8,356,190,0,844,844,8599,1620,1216,0.62,0.0
8276,37012,769.7,356,190,0,844,844,8598,1619,1216,0.62,0.0
8286,37012,770.7,356,190,0,844,844,8596,1617,1216,0.62,0.0
8296,37012,771.7,356,190,0,844,844,8594,1615,1216,0.62,0.0
8306,37012,772.7,356,190,0,844,844,8593,1614,1216,0.62,0.0
8316,37012,773.7,356,190,0,844,844,8591,1612,1216,0.62,0.0
8326,37012,774.7,356,190,0,844,844,8589,1610,1215,0.62,0.0
8336,37012,775.7,356,190,0,844,844,8588,1609,1215,0.62,0.0
8346,37012,776.7,356,190,0,844,844,8586,1607,1215,0.62,0.0
8356,37012,777.6,356,190,0,844,844,8584,1605,1215,0.62,0.0
8366,37012,778.6,356,190,0,844,844,8582,1603,1215,0.62,0.0
8376,37012,779.6,356,190,0,844,844,8581,1602,1215,0.62,0.0
8386,37012,780.6,356,190,0,844,844,8579,1600,1215,0.62,0.0
8396,37012,781.6,356,190,0,844,844,8577,1598,1215,0.62,0.0
8406,37012,782.6,356,190,0,844,844,8576,1597,1215,0.62,0.0
8416,37012,783.6,356,190,0,844,844,8574,1595,1215,0.62,0.0
8426,37012,784.6,356,190,0,844,844,8572,1593,1215,0.62,0.0
8436,37012,785.5,356,190,0,844,844,8571,1592,1215,0.62,0.0
8446,37012,786.5,356,190,0,844,844,8569,1590,1215,0.62,0.0
8456,37012,787.5,356,190,0,844,844,8567,1588,1215,0.62,0.0
8466,37012,788.5,356,190,0,844,844,8566,1587,1215,0.62,0.0
8476,37012,789.5,356,190,0,844,844,8564,1585,1215,0.62,0.0
8486,37012,790.5,356,190,0,843,843,8562,1583,1215,0.62,0.0
8496,37012,791.5,356,190,0,843,843,8561,1582,1215,0.62,0.0
8506,37012,792.5,356,190,0,843,843,8559,1580,1214,0.62,0.0
8516,37012,793.4,356,190,0,843,843,8557,1578,1214,0.62,0.0
8526,37012,794.4,356,190,0,843,843,8555,1576,1214,0.62,0.0
8536,37012,795.4,356,190,0,843,843,8554,1575,1214,0.62,0.0
8546,37012,796.4,356,190,0,843,843,8552,1573,1214,0.62,0.0
8556,37012,797.4,356,190,0,843,843,8550,1571,1214,0.62,0.0
8566,37012,798.4,356,190,0,843,843,8549,1570,1214,0.62,0.0
8576,37012,799.4,356,190,0,843,843,8547,1568,1214,0.62,0.0
8586,37012,800.4,356,190,0,843,843,8545,1566,1214,0.62,0.0
8596,37012,801.3,356,190,0,843,843,8544,1565,1214,0.62,0.0
8606,37012,802.3,356,190,0,843,843,8542,1563,1214,0.62,0.0
8616,37012,803.3,356,190,0,843,843,8540,1561,1214,0.62,0.0
8626,37012,804.3,356,190,0,843,843,8539,1560,1214,0.62,0.0
8636,37012,805.3,356,190,0,843,843,8537,1558,1214,0.62,0.0
8646,37012,806.3,356,190,0,843,843,8535,1556,1214,0.62,0.0
8656,37012,807.3,356,190,0,843,843,8534,1555,1214,0.62,0.0
8666,37012,808.3,356,190,0,843,843,8532,1553,1214,0.62,0.0
8676,37012,809.2,356,190,0,843,843,8530,1551,1214,0.62,0.0
8686,37012,810.2,356,190,0,843,843,8529,1550,1214,0.62,0.0
8696,37012,811.2,356,190,0,843,843,8527,1548,1213,0.62,0.0
8706,37012,812.2,356,190,0,843,843,8525,1546,1213,0.62,0.0
8716,37012,813.2,356,190,0,843,843,8523,1544,1213,0.62,0.0
8726,37012,814.2,356,190,0,843,843,8522,1543,1213,0.62,0.0
8736,37012,815.2,356,190,0,843,843,8520,1541,1213,0.62,0.0
8746,37012,816.2,356,190,0,843,843,8518,1539,1213,0.62,0.0
8756,37012,817.1,356,190,0,842,842,8517,1538,1213,0.62,0.0
8766,37012,818.1,356,190,0,842,842,8515,1536,1213,0.62,0.0
8776,37012,819.1,356,190,0,842,842,8513,1534,1213,0.62,0.0
8786,37012,820.1,356,190,0,842,842,8512,1533,1213,0.62,0.0
8796,37012,821.1,356,190,0,842,842,8510,1531,1213,0.62,0.0
8806,37012,822.1,356,190,0,842,842,8508,1529,1213,0.62,0.0
8816,37012,823.1,356,190,0,842,842,8507,1528,1213,0.62,0.0
8826,37012,824.1,356,190,0,842,842,8505,1526,1213,0.62,0.0
8836,37012,825.1,356,190,0,842,842,8503,1524,1213,0.62,0.0
8846,37012,826.0,356,190,0,842,842,8502,1523,1213,0.62,0.0
8856,37012,827.0,356,190,0,842,842,8500,1521,1213,0.62,0.0
8866,37012,828.0,356,190,0,842,842,8498,1519,1213,0.62,0.0
8876,37012,829.0,356,190,0,842,842,8496,1517,1213,0.62,0.0
8886,37012,830.0,356,190,0,842,842,8495,1516,1212,0.62,0.0
8896,37012,831.0,356,190,0,842,842,8493,1514,1212,0.62,0.0
8906,37012,832.0,356,190,0,842,842,8491,1512,1212,0.62,0.0
8916,37012,833.0,356,190,0,842,842,8490,1511,1212,0.62,0.0
8926,37012,833.9,356,190,0,842,842,8488,1509,1212,0.62,0.0
8936,37012,834.9,356,190,0,842,842,8486,1507,1212,0.62,0.0
8946,37012,835.9,356,190,0,842,842,8485,1506,1212,0.62,0.0
8956,37012,836.9,356,190,0,842,842,8483,1504,1212,0.62,0.0
8962,36845,837.4,357,191,-2000,100,842,8483,1504,72,0.623,-9.4
8966,36679,837.9,359,192,-2000,100,848,8483,1504,72,0.625,-9.3
8972,36512,838.4,360,194,-2000,100,860,8483,1504,72,0.628,-9.3
8976,36345,838.9,362,196,-2000,100,872,8483,1504,72,0.631,-9.2
8982,36179,839.4,363,197,-2000,107,885,8483,1504,77,0.633,-9.2
8986,36012,839.9,364,199,-2000,122,897,8482,1503,88,0.635,-9.2
8992,35845,840.4,366,199,-2000,138,910,8482,1503,99,0.637,-9.1
8996,35679,840.9,367,200,-2000,139,909,8482,1503,100,0.64,-9.1
9002,35512,841.4,368,202,-2000,154,921,8482,1503,111,0.642,-9.1
9006,35345,842.0,369,204,-2000,168,933,8482,1503,121,0.644,-9.1
9012,35179,842.5,370,205,-2000,183,945,8482,1503,132,0.646,-9.0
9016,35012,843.0,371,207,-2000,197,957,8481,1502,142,0.648,-9.0
9022,34845,843.5,372,208,-2000,211,969,8481,1502,152,0.649,-9.0
9026,34679,844.0,373,210,-2000,226,982,8481,1502,162,0.651,-8.9
9032,34512,844.5,374,211,-2000,240,994,8481,1502,173,0.653,-8.9
9036,34345,845.1,375,213,-2000,254,1006,8480,1501,183,0.654,-8.9
9042,34179,845.6,376,214,-2000,268,1018,8480,1501,193,0.655,-8.9
9046,34012,846.1,377,215,-2000,279,1028,8480,1501,201,0.656,-8.9
9052,33845,846.6,378,216,-2000,291,1038,8480,1501,210,0.657,-8.8
9056,33679,847.2,379,218,-2000,303,1049,8479,1500,218,0.658,-8.8
9062,33512,847.7,379,219,-2000,315,1059,8479,1500,227,0.659,-8.8
