# Flight Simulation Results - CJ1 Flatwing
# Route: KSZT to KSAN
# Initial Fuel: 3440 lb
# Payload: 188 lb
# Cruise Altitude: 37000 ft
# Winds/Temps Source: No Wind
# Generated: 2025-11-25 12:05:28
# Original Data Points: 1380
# Sampled Data Points (5-sec intervals): 1380
# Time Range: 0 - 10210 seconds
# Exact 5-second intervals, no skipped rows
# 
Time (s),Altitude (ft),Distance (NM),VKTAS (kts),VKIAS (kts),ROC (fpm),Thrust (lb),Drag (lb),Weight (lb),Fuel Remaining (lb),Fuel Flow (lb/hr),Mach,Gradient (%)
9465,18875,892.5,344,260,-2000,750,1546,8234,1334,540,0.558,-9.7
9470,18708,892.9,343,260,-2000,748,1547,8233,1333,539,0.556,-9.7
9475,18541,893.4,342,260,-2000,746,1547,8233,1333,538,0.554,-9.8
9480,18375,893.9,341,260,-2000,744,1547,8232,1332,536,0.552,-9.8
9485,18208,894.4,340,260,-2000,743,1548,8231,1331,535,0.55,-9.8
9490,18041,894.8,339,260,-2000,741,1548,8231,1331,534,0.548,-9.9
9495,17875,895.3,338,260,-2000,739,1549,8230,1330,533,0.546,-9.9
9500,17708,895.8,337,260,-2000,737,1549,8229,1329,531,0.544,-9.9
9505,17541,896.2,336,260,-2000,735,1550,8228,1328,530,0.542,-9.9
9510,17375,896.7,335,260,-2000,733,1550,8228,1328,528,0.54,-10.0
9515,17208,897.2,334,260,-2000,731,1551,8227,1327,527,0.538,-10.0
9520,17041,897.6,333,260,-2000,729,1551,8226,1326,526,0.536,-10.0
9525,16875,898.1,332,260,-2000,727,1552,8225,1325,524,0.533,-10.1
9530,16708,898.6,331,260,-2000,725,1552,8225,1325,523,0.531,-10.1
9535,16541,899.0,330,260,-2000,723,1553,8224,1324,521,0.529,-10.1
9540,16375,899.5,329,260,-2000,721,1553,8223,1323,520,0.527,-10.2
9545,16208,899.9,328,260,-2000,719,1554,8222,1322,518,0.525,-10.2
9550,16041,900.4,327,260,-2000,717,1555,8222,1322,517,0.523,-10.2
9555,15875,900.8,326,260,-2000,716,1555,8221,1321,516,0.521,-10.3
9560,15708,901.3,325,260,-2000,714,1556,8220,1320,514,0.519,-10.3
9565,15541,901.7,324,260,-2000,712,1557,8220,1320,513,0.517,-10.3
9570,15375,902.2,323,260,-2000,710,1557,8219,1319,512,0.515,-10.4
9575,15208,902.6,322,260,-2000,708,1558,8218,1318,510,0.513,-10.4
9580,15041,903.1,321,260,-2000,706,1559,8218,1318,509,0.511,-10.4
9585,14875,903.5,320,260,-2000,704,1559,8217,1317,508,0.509,-10.5
9590,14708,904.0,319,260,-2000,703,1560,8216,1316,506,0.507,-10.5
9595,14541,904.4,318,260,-2000,701,1561,8215,1315,505,0.505,-10.5
9600,14375,904.9,317,260,-2000,699,1562,8215,1315,504,0.503,-10.6
9605,14208,905.3,316,260,-2000,697,1563,8214,1314,503,0.501,-10.6
9610,14041,905.7,315,260,-2000,695,1563,8213,1313,501,0.499,-10.6
9615,13875,906.2,314,260,-2000,693,1564,8213,1313,500,0.497,-10.7
9620,13708,906.6,313,260,-2000,692,1565,8212,1312,498,0.495,-10.7
9625,13541,907.0,312,260,-2000,690,1565,8211,1311,497,0.494,-10.7
9630,13375,907.5,311,260,-2000,688,1566,8211,1311,496,0.492,-10.8
9635,13208,907.9,310,260,-2000,686,1567,8210,1310,494,0.49,-10.8
9640,13041,908.3,309,260,-2000,684,1567,8209,1309,493,0.488,-10.8
9645,12875,908.8,308,260,-2000,682,1568,8208,1308,491,0.486,-10.9
9650,12708,909.2,307,260,-2000,680,1569,8208,1308,490,0.484,-10.9
9655,12541,909.6,306,260,-2000,678,1569,8207,1307,489,0.482,-10.9
9660,12375,910.0,305,260,-2000,676,1570,8206,1306,487,0.48,-11.0
9665,12208,910.5,304,260,-2000,674,1570,8206,1306,486,0.479,-11.0
9670,12041,910.9,304,260,-2000,672,1571,8205,1305,484,0.477,-11.0
9675,11875,911.3,303,260,-2000,670,1572,8204,1304,483,0.475,-11.1
9680,11708,911.7,302,260,-2000,668,1572,8204,1304,481,0.473,-11.1
9685,11541,912.1,301,260,-2000,666,1573,8203,1303,480,0.471,-11.1
9690,11375,912.6,300,260,-2000,663,1573,8202,1302,478,0.47,-11.2
9695,11208,913.0,299,260,-2000,661,1574,8202,1302,477,0.468,-11.2
9700,11041,913.4,298,260,-2000,659,1575,8201,1301,475,0.466,-11.2
9705,10875,913.8,297,260,-2000,657,1575,8200,1300,474,0.464,-11.3
9710,10708,914.2,296,260,-2000,655,1576,8200,1300,472,0.463,-11.3
9715,10541,914.6,295,260,-2000,653,1576,8199,1299,471,0.461,-11.3
9720,10375,915.0,294,260,-2000,651,1577,8198,1298,469,0.459,-11.4
9725,10208,915.4,294,260,-2000,649,1578,8198,1298,468,0.457,-11.4
9730,10041,915.9,293,260,-2000,647,1578,8197,1297,466,0.456,-11.4
9735,9900,916.3,287,256,-1500,833,1546,8196,1296,555,0.447,-8.7
9740,9775,916.6,278,248,-1500,731,1466,8196,1296,556,0.432,-9.0
9745,9650,917.0,269,241,-1500,629,1389,8195,1295,482,0.418,-9.3
9750,9525,917.4,260,233,-1500,528,1314,8194,1294,409,0.404,-9.6
9755,9400,917.7,251,226,-1500,428,1241,8194,1294,337,0.39,-10.0
9760,9275,918.1,243,218,-1500,328,1171,8194,1294,265,0.376,-10.3
9765,9150,918.4,234,211,-1500,229,1104,8193,1293,194,0.362,-10.7
9770,9025,918.7,225,203,-1500,130,1040,8193,1293,122,0.348,-11.2
9775,8900,919.0,221,200,-1500,100,1003,8193,1293,74,0.342,-11.4
9780,8775,919.3,220,200,-1500,100,1003,8193,1293,72,0.341,-11.4
9785,8650,919.7,220,200,-1500,100,1003,8193,1293,72,0.34,-11.4
9790,8525,920.0,219,200,-1500,100,1004,8193,1293,72,0.339,-11.4
9795,8400,920.3,219,200,-1500,100,1004,8193,1293,72,0.338,-11.5
9800,8275,920.6,218,200,-1500,100,1004,8193,1293,72,0.337,-11.5
9805,8150,920.9,218,200,-1500,100,1004,8192,1292,72,0.337,-11.5
9810,8025,921.2,217,200,-1500,100,1004,8192,1292,72,0.336,-11.5
9815,7900,921.5,217,200,-1500,100,1004,8192,1292,72,0.335,-11.6
9820,7775,921.8,217,200,-1500,100,1004,8192,1292,72,0.334,-11.6
9825,7650,922.1,216,200,-1500,100,1004,8192,1292,72,0.333,-11.6
9830,7525,922.4,216,200,-1500,100,1005,8192,1292,72,0.332,-11.7
9835,7400,922.7,215,200,-1500,100,1005,8192,1292,72,0.331,-11.7
9840,7275,923.0,215,200,-1500,100,1005,8192,1292,72,0.33,-11.7
9845,7150,923.3,214,200,-1500,100,1005,8192,1292,72,0.329,-11.7
9850,7025,923.6,214,200,-1500,100,1005,8192,1292,72,0.328,-11.8
9855,6900,923.9,213,200,-1500,100,1005,8191,1291,72,0.327,-11.8
9860,6775,924.2,213,200,-1500,100,1005,8191,1291,72,0.326,-11.8
9865,6650,924.5,212,200,-1500,100,1005,8191,1291,72,0.325,-11.8
9870,6525,924.7,212,200,-1500,100,1006,8191,1291,72,0.324,-11.9
9875,6400,925.0,211,200,-1500,100,1006,8191,1291,72,0.324,-11.9
9880,6275,925.3,211,200,-1500,100,1006,8191,1291,72,0.323,-11.9
9885,6150,925.6,210,200,-1500,100,1006,8191,1291,72,0.322,-11.9
9890,6025,925.9,210,200,-1500,100,1006,8191,1291,72,0.321,-12.0
9895,5900,926.2,209,200,-1500,100,1006,8191,1291,72,0.32,-12.0
9900,5775,926.5,209,200,-1500,100,1006,8191,1291,72,0.319,-12.0
9905,5650,926.8,208,200,-1500,100,1006,8190,1290,72,0.318,-12.1
9910,5525,927.1,208,200,-1500,100,1006,8190,1290,72,0.317,-12.1
9915,5400,927.4,207,200,-1500,100,1007,8190,1290,72,0.316,-12.1
9920,5275,927.7,207,200,-1500,100,1007,8190,1290,72,0.316,-12.1
9925,5150,927.9,207,200,-1500,100,1007,8190,1290,72,0.315,-12.2
9930,5078,928.2,199,193,-700,797,1276,8189,1289,493,0.304,-5.9
9935,5020,928.5,190,185,-700,685,1186,8189,1289,525,0.29,-6.1
9940,4961,928.7,182,176,-700,576,1102,8188,1288,446,0.276,-6.4
9945,4903,929.0,173,168,-700,471,1024,8187,1287,369,0.263,-6.8
9950,4845,929.2,164,159,-700,369,952,8187,1287,295,0.249,-7.1
9955,4786,929.4,155,151,-700,270,886,8187,1287,223,0.236,-7.5
9960,4728,929.7,146,142,-700,175,829,8187,1287,153,0.222,-8.0
9965,4670,929.8,137,134,-700,100,779,8186,1286,89,0.208,-8.5
9970,4611,930.0,133,130,-700,100,752,8186,1286,72,0.202,-8.8
9975,4553,930.2,133,130,-700,100,752,8186,1286,72,0.202,-8.8
9980,4495,930.4,133,130,-700,100,752,8186,1286,72,0.202,-8.8
9985,4436,930.6,133,130,-700,100,752,8186,1286,72,0.201,-8.8
9990,4378,930.8,132,130,-700,100,752,8186,1286,72,0.201,-8.8
9995,4320,931.0,132,130,-700,100,752,8186,1286,72,0.201,-8.8
10000,4261,931.1,132,130,-700,100,752,8186,1286,72,0.201,-8.9
10005,4203,931.3,132,130,-700,100,752,8186,1286,72,0.2,-8.9
10010,4145,931.5,132,130,-700,100,752,8186,1286,72,0.2,-8.9
10015,4086,931.7,132,130,-700,100,752,8185,1285,72,0.2,-8.9
10020,4028,931.9,132,130,-700,100,752,8185,1285,72,0.2,-8.9
10025,3970,932.1,131,130,-700,100,752,8185,1285,72,0.199,-8.9
10030,3911,932.2,131,130,-700,100,752,8185,1285,72,0.199,-8.9
10035,3853,932.4,131,130,-700,100,752,8185,1285,72,0.199,-8.9
10040,3795,932.6,131,130,-700,100,752,8185,1285,72,0.198,-8.9
10045,3736,932.8,131,130,-700,100,752,8185,1285,72,0.198,-8.9
10050,3678,933.0,131,130,-700,100,752,8185,1285,72,0.198,-8.9
10055,3620,933.1,131,130,-700,100,752,8185,1285,72,0.198,-9.0
10060,3561,933.3,130,130,-700,100,752,8185,1285,72,0.197,-9.0
10065,3503,933.5,130,130,-700,100,752,8184,1284,72,0.197,-9.0
10070,3445,933.7,130,130,-700,100,752,8184,1284,72,0.197,-9.0
10075,3386,933.9,130,130,-700,100,752,8184,1284,72,0.197,-9.0
10080,3328,934.0,130,130,-700,100,752,8184,1284,72,0.196,-9.0
10085,3270,934.2,130,130,-700,100,752,8184,1284,72,0.196,-9.0
10090,3211,934.4,130,130,-700,100,752,8184,1284,72,0.196,-9.0
10095,3153,934.6,130,130,-700,100,752,8184,1284,72,0.196,-9.0
10100,3095,934.8,124,125,-700,248,1016,8184,1284,150,0.187,-9.4
10105,3036,934.9,115,116,-700,123,950,8183,1283,129,0.174,-10.2
10110,2978,935.1,106,107,-700,100,902,8183,1283,73,0.161,-11.0
10115,2920,935.2,97,98,-700,100,874,8183,1283,72,0.147,-12.0
10120,2861,935.4,89,89,-700,100,874,8183,1283,72,0.134,-13.2
10125,2803,935.5,88,88,-700,100,878,8183,1283,72,0.132,-13.4
10130,2745,935.6,87,88,-700,100,878,8183,1283,72,0.132,-13.4
10135,2686,935.7,87,88,-700,100,878,8183,1283,72,0.131,-13.5
10140,2628,935.8,87,88,-700,100,878,8183,1283,72,0.131,-13.5
10145,2570,936.0,87,88,-700,100,879,8183,1283,72,0.131,-13.5
10150,2511,936.1,87,88,-700,100,879,8183,1283,72,0.13,-13.6
10155,2453,936.2,86,88,-700,100,879,8182,1282,72,0.13,-13.6
10160,2395,936.3,86,88,-700,100,880,8182,1282,72,0.13,-13.6
10165,2336,936.4,86,87,-700,100,880,8182,1282,72,0.129,-13.7
10170,2278,936.6,86,87,-700,100,880,8182,1282,72,0.129,-13.7
10175,2220,936.7,85,87,-700,100,881,8182,1282,72,0.129,-13.7
10180,2161,936.8,85,87,-700,100,881,8182,1282,72,0.128,-13.8
10185,2126,936.9,65,67,0,179,2254,8182,1282,94,0.098,0.0
10190,2126,937.0,20,20,0,189,2065,8182,1282,133,0.029,0.0
33,-13.3
10150,2752,936.2,88,89,-700,100,896,8355,1267,72,0.133,-13.3
10155,2694,936.3,88,89,-700,100,897,8355,1267,72,0.133,-13.3
10160,2635,936.5,88,89,-700,100,897,8355,1267,72,0.132,-13.4
10165,2577,936.6,88,89,-700,100,897,8355,1267,72,0.132,-13.4
10170,2519,936.7,87,89,-700,100,897,8355,1267,72,0.132,-13.4
10175,2460,936.8,87,89,-700,100,898,8355,1267,72,0.131,-13.5
10180,2402,937.0,87,89,-700,100,898,8354,1266,72,0.131,-13.5
10185,2344,937.1,87,88,-700,100,898,8354,1266,72,0.131,-13.5
10190,2285,937.2,87,88,-700,100,899,8354,1266,72,0.13,-13.5
10195,2227,937.3,86,88,-700,100,899,8354,1266,72,0.13,-13.6
10200,2169,937.4,86,88,-700,100,899,8354,1266,72,0.13,-13.6
10205,2128,937.6,71,73,0,178,2335,8354,1266,89,0.107,0.0
10210,2128,937.6,25,25,0,188,2120,8354,1266,132,0.037,0.0
100,915,8512,862,72,0.133,-13.3
10190,2427,936.8,88,89,-700,100,915,8512,862,72,0.132,-13.3
10195,2369,936.9,88,89,-700,100,915,8512,862,72,0.132,-13.4
10200,2310,937.1,88,89,-700,100,916,8512,862,72,0.132,-13.4
10205,2252,937.2,87,89,-700,100,916,8512,862,72,0.131,-13.4
10210,2194,937.3,87,89,-700,100,916,8512,862,72,0.131,-13.5
10215,2135,937.4,87,89,-700,100,917,8512,862,72,0.131,-13.5
10220,2129,937.5,47,48,0,183,2238,8512,862,113,0.071,0.0
10225,2129,937.5,3,3,0,192,2128,8512,862,135,0.004,0.0
100,916,8512,1050,72,0.131,-13.4
10210,2194,937.3,87,89,-700,100,916,8512,1050,72,0.131,-13.5
10215,2135,937.4,87,89,-700,100,917,8512,1050,72,0.131,-13.5
10220,2129,937.5,47,48,0,183,2238,8512,1050,113,0.071,0.0
10225,2129,937.5,3,3,0,192,2128,8512,1050,135,0.004,0.0
