aircraft,mod,flap,isa_dev,cruise_alt,mach,payload,total_dist_nm,total_time_min,fuel_burned_lb,first_level_off_ft,cruise_vktas_kts
C208B,Flatwing,0,0,10000,0.55,0,,,,,
C208B,Flatwing,0,0,10000,0.55,300,,,,,
C208B,Flatwing,0,0,10000,0.55,600,,,,,
C208B,Flatwing,0,0,10000,0.55,900,,,,,
C208B,Flatwing,0,0,10000,0.55,1200,,,,,
C208B,Flatwing,0,0,10000,0.55,1500,,,,,
C208B,Flatwing,0,0,10000,0.55,1800,,,,,
C208B,Flatwing,0,0,10000,0.55,2100,,,,,
C208B,Flatwing,0,0,10000,0.55,2400,,,,,
C208B,Flatwing,0,0,10000,0.54,0,,,,,
C208B,Flatwing,0,0,10000,0.54,300,,,,,
C208B,Flatwing,0,0,10000,0.54,600,,,,,
C208B,Flatwing,0,0,10000,0.54,900,,,,,
C208B,Flatwing,0,0,10000,0.54,1200,,,,,
C208B,Flatwing,0,0,10000,0.54,1500,,,,,
C208B,Flatwing,0,0,10000,0.54,1800,,,,,
C208B,Flatwing,0,0,10000,0.54,2100,,,,,
C208B,Flatwing,0,0,10000,0.54,2400,,,,,
C208B,Flatwing,0,0,10000,0.53,0,,,,,
C208B,Flatwing,0,0,10000,0.53,300,,,,,
C208B,Flatwing,0,0,10000,0.53,600,,,,,
C208B,Flatwing,0,0,10000,0.53,900,,,,,
C208B,Flatwing,0,0,10000,0.53,1200,,,,,
C208B,Flatwing,0,0,10000,0.53,1500,,,,,
C208B,Flatwing,0,0,10000,0.53,1800,,,,,
C208B,Flatwing,0,0,10000,0.53,2100,,,,,
C208B,Flatwing,0,0,10000,0.53,2400,,,,,
C208B,Flatwing,0,0,10000,0.52,0,,,,,
C208B,Flatwing,0,0,10000,0.52,300,,,,,
C208B,Flatwing,0,0,10000,0.52,600,,,,,
C208B,Flatwing,0,0,10000,0.52,900,,,,,
C208B,Flatwing,0,0,10000,0.52,1200,,,,,
C208B,Flatwing,0,0,10000,0.52,1500,,,,,
C208B,Flatwing,0,0,10000,0.52,1800,,,,,
C208B,Flatwing,0,0,10000,0.52,2100,,,,,
C208B,Flatwing,0,0,10000,0.52,2400,,,,,
C208B,Flatwing,0,0,10000,0.51,0,,,,,
C208B,Flatwing,0,0,10000,0.51,300,,,,,
C208B,Flatwing,0,0,10000,0.51,600,,,,,
C208B,Flatwing,0,0,10000,0.51,900,,,,,
C208B,Flatwing,0,0,10000,0.51,1200,,,,,
C208B,Flatwing,0,0,10000,0.51,1500,,,,,
C208B,Flatwing,0,0,10000,0.51,1800,,,,,
C208B,Flatwing,0,0,10000,0.51,2100,,,,,
C208B,Flatwing,0,0,10000,0.51,2400,,,,,
C208B,Flatwing,0,0,10000,0.5,0,,,,,
C208B,Flatwing,0,0,10000,0.5,300,,,,,
C208B,Flatwing,0,0,10000,0.5,600,,,,,
C208B,Flatwing,0,0,10000,0.5,900,,,,,
C208B,Flatwing,0,0,10000,0.5,1200,,,,,
C208B,Flatwing,0,0,10000,0.5,1500,,,,,
C208B,Flatwing,0,0,10000,0.5,1800,,,,,
C208B,Flatwing,0,0,10000,0.5,2100,,,,,
C208B,Flatwing,0,0,10000,0.5,2400,,,,,
C208B,Flatwing,0,0,10000,0.49,0,,,,,
C208B,Flatwing,0,0,10000,0.49,300,,,,,
C208B,Flatwing,0,0,10000,0.49,600,,,,,
C208B,Flatwing,0,0,10000,0.49,900,,,,,
C208B,Flatwing,0,0,10000,0.49,1200,,,,,
C208B,Flatwing,0,0,10000,0.49,1500,,,,,
C208B,Flatwing,0,0,10000,0.49,1800,,,,,
C208B,Flatwing,0,0,10000,0.49,2100,,,,,
C208B,Flatwing,0,0,10000,0.49,2400,,,,,
C208B,Flatwing,0,0,10000,0.48,0,,,,,
C208B,Flatwing,0,0,10000,0.48,300,,,,,
C208B,Flatwing,0,0,10000,0.48,600,,,,,
C208B,Flatwing,0,0,10000,0.48,900,,,,,
C208B,Flatwing,0,0,10000,0.48,1200,,,,,
C208B,Flatwing,0,0,10000,0.48,1500,,,,,
C208B,Flatwing,0,0,10000,0.48,1800,,,,,
C208B,Flatwing,0,0,10000,0.48,2100,,,,,
C208B,Flatwing,0,0,10000,0.48,2400,,,,,
C208B,Tamarack,0,0,10000,0.55,0,,,,,
C208B,Tamarack,0,0,10000,0.55,300,,,,,
C208B,Tamarack,0,0,10000,0.55,600,,,,,
C208B,Tamarack,0,0,10000,0.55,900,,,,,
C208B,Tamarack,0,0,10000,0.55,1200,,,,,
C208B,Tamarack,0,0,10000,0.55,1500,,,,,
C208B,Tamarack,0,0,10000,0.55,1800,,,,,
C208B,Tamarack,0,0,10000,0.55,2100,,,,,
C208B,Tamarack,0,0,10000,0.55,2400,,,,,
C208B,Tamarack,0,0,10000,0.54,0,,,,,
C208B,Tamarack,0,0,10000,0.54,300,,,,,
C208B,Tamarack,0,0,10000,0.54,600,,,,,
C208B,Tamarack,0,0,10000,0.54,900,,,,,
C208B,Tamarack,0,0,10000,0.54,1200,,,,,
C208B,Tamarack,0,0,10000,0.54,1500,,,,,
C208B,Tamarack,0,0,10000,0.54,1800,,,,,
C208B,Tamarack,0,0,10000,0.54,2100,,,,,
C208B,Tamarack,0,0,10000,0.54,2400,,,,,
C208B,Tamarack,0,0,10000,0.53,0,,,,,
C208B,Tamarack,0,0,10000,0.53,300,,,,,
C208B,Tamarack,0,0,10000,0.53,600,,,,,
C208B,Tamarack,0,0,10000,0.53,900,,,,,
C208B,Tamarack,0,0,10000,0.53,1200,,,,,
C208B,Tamarack,0,0,10000,0.53,1500,,,,,
C208B,Tamarack,0,0,10000,0.53,1800,,,,,
C208B,Tamarack,0,0,10000,0.53,2100,,,,,
C208B,Tamarack,0,0,10000,0.53,2400,,,,,
C208B,Tamarack,0,0,10000,0.52,0,,,,,
C208B,Tamarack,0,0,10000,0.52,300,,,,,
C208B,Tamarack,0,0,10000,0.52,600,,,,,
C208B,Tamarack,0,0,10000,0.52,900,,,,,
C208B,Tamarack,0,0,10000,0.52,1200,,,,,
C208B,Tamarack,0,0,10000,0.52,1500,,,,,
C208B,Tamarack,0,0,10000,0.52,1800,,,,,
C208B,Tamarack,0,0,10000,0.52,2100,,,,,
C208B,Tamarack,0,0,10000,0.52,2400,,,,,
C208B,Tamarack,0,0,10000,0.51,0,,,,,
C208B,Tamarack,0,0,10000,0.51,300,,,,,
C208B,Tamarack,0,0,10000,0.51,600,,,,,
C208B,Tamarack,0,0,10000,0.51,900,,,,,
C208B,Tamarack,0,0,10000,0.51,1200,,,,,
C208B,Tamarack,0,0,10000,0.51,1500,,,,,
C208B,Tamarack,0,0,10000,0.51,1800,,,,,
C208B,Tamarack,0,0,10000,0.51,2100,,,,,
C208B,Tamarack,0,0,10000,0.51,2400,,,,,
C208B,Tamarack,0,0,10000,0.5,0,,,,,
C208B,Tamarack,0,0,10000,0.5,300,,,,,
C208B,Tamarack,0,0,10000,0.5,600,,,,,
C208B,Tamarack,0,0,10000,0.5,900,,,,,
C208B,Tamarack,0,0,10000,0.5,1200,,,,,
C208B,Tamarack,0,0,10000,0.5,1500,,,,,
C208B,Tamarack,0,0,10000,0.5,1800,,,,,
C208B,Tamarack,0,0,10000,0.5,2100,,,,,
C208B,Tamarack,0,0,10000,0.5,2400,,,,,
C208B,Tamarack,0,0,10000,0.49,0,,,,,
C208B,Tamarack,0,0,10000,0.49,300,,,,,
