# Flight Simulation Results - CJ1 Flatwing
# Route: KSZT to KSAN
# Initial Fuel: 3440 lb
# Payload: 300 lb
# Cruise Altitude: 37000 ft
# Winds/Temps Source: No Wind
# Generated: 2025-12-03 03:56:14
# Original Data Points: 1455
# Sampled Data Points (5-sec intervals): 1455
# Time Range: 0 - 12446 seconds
# Exact 5-second intervals, no skipped rows
# 
Time (s),Altitude (ft),Distance (NM),VKTAS (kts),VKIAS (kts),ROC (fpm),Thrust (lb),Drag (lb),Weight (lb),Fuel Remaining (lb),Fuel Flow (lb/hr),Mach,Gradient (%),Segment,Segment Title
0,2131,0.0,1,1,0,3863,158,10540,3340,0,0.001,0.0,0,Takeoff Roll
5,2131,0.0,33,34,0,3728,183,10536,3336,2677,0.049,0.0,0,Takeoff Roll
10,2131,0.1,64,65,0,3599,254,10533,3333,2636,0.096,0.0,0,Takeoff Roll
15,2131,0.2,93,95,0,3479,363,10529,3329,2547,0.14,0.0,0,Takeoff Roll
20,2252,0.3,98,100,1454,3451,871,10525,3325,2590,0.147,25.3,1,VR to 35 ft
25,2373,0.5,98,100,1452,3442,870,10522,3322,2481,0.148,25.2,1,VR to 35 ft
30,2494,0.6,98,100,1451,3432,870,10519,3319,2474,0.148,25.1,1,VR to 35 ft
35,2615,0.8,98,100,1449,3423,869,10515,3315,2468,0.148,25.0,1,VR to 35 ft
40,2735,0.9,99,100,1448,3414,869,10512,3312,2461,0.149,24.9,1,VR to 35 ft
45,2856,1.0,99,100,1446,3404,869,10508,3308,2454,0.149,24.9,1,VR to 35 ft
50,2976,1.2,99,100,1444,3395,868,10505,3305,2447,0.15,24.8,1,VR to 35 ft
55,3097,1.3,99,100,1443,3385,868,10501,3301,2441,0.15,24.7,1,VR to 35 ft
60,3217,1.4,100,100,1441,3376,867,10498,3298,2434,0.15,24.6,1,VR to 35 ft
65,3337,1.6,100,100,1439,3367,867,10495,3295,2427,0.151,24.5,1,VR to 35 ft
70,3462,1.7,109,109,1584,3324,808,10491,3291,2413,0.165,24.7,3,400 ft to 1500 ft
75,3594,1.9,109,109,1582,3313,807,10488,3288,2389,0.165,24.6,3,400 ft to 1500 ft
80,3733,2.0,123,122,1773,3269,775,10485,3285,2374,0.186,24.5,4,Climb (IAS)
85,3893,2.2,145,144,2019,3177,771,10482,3282,2314,0.22,23.6,4,Climb (IAS)
90,4070,2.4,166,164,2167,3090,833,10478,3278,2249,0.252,22.0,4,Climb (IAS)
95,4254,2.7,186,183,2229,3010,931,10475,3275,2190,0.282,20.2,4,Climb (IAS)
100,4440,3.0,204,200,2221,2939,1047,10472,3272,2136,0.309,18.4,4,Climb (IAS)
105,4621,3.2,204,200,2175,2916,1069,10469,3269,2103,0.311,17.9,4,Climb (IAS)
110,4802,3.5,205,200,2168,2904,1069,10467,3267,2094,0.312,17.8,4,Climb (IAS)
115,4982,3.8,206,200,2161,2891,1068,10464,3264,2085,0.313,17.7,4,Climb (IAS)
120,5162,4.1,206,200,2153,2879,1068,10461,3261,2076,0.314,17.6,4,Climb (IAS)
125,5341,4.4,207,200,2146,2866,1068,10458,3258,2067,0.316,17.5,4,Climb (IAS)
130,5520,4.7,208,200,2139,2854,1068,10455,3255,2058,0.317,17.3,4,Climb (IAS)
135,5697,5.0,208,200,2131,2841,1068,10452,3252,2049,0.318,17.2,4,Climb (IAS)
140,5875,5.3,209,200,2124,2829,1067,10449,3249,2040,0.319,17.1,4,Climb (IAS)
145,6051,5.5,210,200,2117,2817,1067,10447,3247,2032,0.321,17.0,4,Climb (IAS)
150,6227,5.8,210,200,2109,2804,1067,10444,3244,2023,0.322,16.9,4,Climb (IAS)
155,6403,6.1,211,200,2101,2792,1067,10441,3241,2014,0.323,16.8,4,Climb (IAS)
160,6577,6.4,212,200,2094,2780,1066,10438,3238,2005,0.324,16.6,4,Climb (IAS)
165,6752,6.7,212,200,2086,2768,1066,10435,3235,1996,0.326,16.5,4,Climb (IAS)
170,6925,7.0,213,200,2079,2756,1066,10433,3233,1988,0.327,16.4,4,Climb (IAS)
175,7098,7.3,214,200,2071,2743,1066,10430,3230,1979,0.328,16.3,4,Climb (IAS)
180,7270,7.6,214,200,2063,2731,1065,10427,3227,1970,0.329,16.2,4,Climb (IAS)
185,7442,7.9,215,200,2055,2719,1065,10424,3224,1961,0.331,16.1,4,Climb (IAS)
190,7612,8.2,216,200,2048,2707,1065,10422,3222,1953,0.332,16.0,4,Climb (IAS)
195,7783,8.5,216,200,2040,2696,1065,10419,3219,1944,0.333,15.8,4,Climb (IAS)
200,7952,8.8,217,200,2032,2684,1064,10416,3216,1936,0.335,15.7,4,Climb (IAS)
205,8121,9.1,218,200,2024,2672,1064,10414,3214,1927,0.336,15.6,4,Climb (IAS)
210,8290,9.4,218,200,2016,2660,1064,10411,3211,1919,0.337,15.5,4,Climb (IAS)
215,8457,9.7,219,200,2008,2648,1064,10408,3208,1910,0.338,15.4,4,Climb (IAS)
220,8624,10.0,220,200,2000,2637,1063,10406,3206,1902,0.34,15.3,4,Climb (IAS)
225,8790,10.3,220,200,1992,2625,1063,10403,3203,1893,0.341,15.2,4,Climb (IAS)
230,8956,10.6,221,200,1984,2613,1063,10400,3200,1885,0.342,15.1,4,Climb (IAS)
235,9121,10.9,222,200,1976,2602,1063,10398,3198,1877,0.344,15.0,4,Climb (IAS)
240,9285,11.2,222,200,1968,2590,1063,10395,3195,1868,0.345,14.9,4,Climb (IAS)
