aircraft,mod,flap,isa_dev,cruise_alt,mach,payload,taxi_fuel,reserve_fuel,save_plot,cruise_mode,initial_fuel_lb,takeoff_weight_lb,status,error_message,total_dist_nm,total_time_min,fuel_burned_lb,first_level_off_ft,cruise_vktas_kts,cruise_vkias_kts,achieved_alt_ft,altitude_limited,achieved_mach,mach_limited,reserve_fuel_calc_lb
CJ1,Flatwing,0,-10,41000,0.66,0,100,600,False,MCT (Max Thrust),3440,10240,altitude_limited,,n/p,n/p,n/p,n/p,n/p,194,39002,True,0.66,False,
CJ1,Flatwing,0,-10,41000,0.66,300,100,600,False,MCT (Max Thrust),3440,10540,altitude_limited,,n/p,n/p,n/p,n/p,n/p,n/p,39002,True,0.6576718156459419,True,
CJ1,Flatwing,0,-10,41000,0.66,600,100,600,False,MCT (Max Thrust),3200,10600,altitude_limited,,n/p,n/p,n/p,n/p,n/p,n/p,39003,True,0.6539724373367349,True,
CJ1,Flatwing,0,-10,41000,0.66,900,100,600,False,MCT (Max Thrust),2900,10600,altitude_limited,,n/p,n/p,n/p,n/p,n/p,n/p,39003,True,0.649985486224586,True,
CJ1,Flatwing,0,-10,41000,0.66,1200,100,600,False,MCT (Max Thrust),2600,10600,altitude_limited,,n/p,n/p,n/p,n/p,n/p,n/p,39003,True,0.6457003820223313,True,
CJ1,Flatwing,0,-10,41000,0.66,1500,100,600,False,MCT (Max Thrust),2300,10600,altitude_limited,,n/p,n/p,n/p,n/p,n/p,n/p,39003,True,0.6410857736476943,True,
CJ1,Flatwing,0,-10,41000,0.65,0,100,600,False,MCT (Max Thrust),3440,10240,altitude_limited,,n/p,n/p,n/p,n/p,n/p,194,39002,True,0.65,False,
CJ1,Flatwing,0,-10,41000,0.65,300,100,600,False,MCT (Max Thrust),3440,10540,altitude_limited,,n/p,n/p,n/p,n/p,n/p,193,39002,True,0.65,False,
CJ1,Flatwing,0,-10,41000,0.65,600,100,600,False,MCT (Max Thrust),3200,10600,altitude_limited,,n/p,n/p,n/p,n/p,n/p,192,39003,True,0.65,False,
CJ1,Flatwing,0,-10,41000,0.65,900,100,600,False,MCT (Max Thrust),2900,10600,altitude_limited,,n/p,n/p,n/p,n/p,n/p,191,39003,True,0.649985486224586,False,
CJ1,Flatwing,0,-10,41000,0.65,1200,100,600,False,MCT (Max Thrust),2600,10600,altitude_limited,,n/p,n/p,n/p,n/p,n/p,n/p,39003,True,0.6457003820223313,True,
CJ1,Flatwing,0,-10,41000,0.65,1500,100,600,False,MCT (Max Thrust),2300,10600,altitude_limited,,n/p,n/p,n/p,n/p,n/p,n/p,39003,True,0.6410857736476943,True,
CJ1,Flatwing,0,-10,41000,0.64,0,100,600,False,MCT (Max Thrust),3440,10240,altitude_limited,,n/p,n/p,n/p,n/p,n/p,191,39002,True,0.64,False,
CJ1,Flatwing,0,-10,41000,0.64,300,100,600,False,MCT (Max Thrust),3440,10540,altitude_limited,,n/p,n/p,n/p,n/p,n/p,191,39002,True,0.64,False,
